"company_name";"Country/Region";"sectors";"industries";"activities";"target_type";"Scope";"perc_scope1";"Base year_Target_1";"Target year_Target_1";"BaseYearEmissions_excl_scope3_Target_1";"MRY_excl_scope3_Target_1";"% reduction from base year_Target_1";"Base year_Target_2";"Target year_Target_2";"BaseYearEmissions_excl_scope3_Target_2";"MRY_excl_scope3_Target_2";"% reduction from base year_Target_2";"Base year_Target_3";"Target year_Target_3";"BaseYearEmissions_excl_scope3_Target_3";"MRY_excl_scope3_Target_3";"% reduction from base year_Target_3";"Base year_Target_4";"Target year_Target_4";"BaseYearEmissions_excl_scope3_Target_4";"MRY_excl_scope3_Target_4";"% reduction from base year_Target_4"
"Hera";"Italy";"Construction, Energy utility networks, Non-energy utilities, Specialized professional services, Thermal power generation";"Infrastructure, Power generation, Services";"CCGT generation, Gas utilities, Other professional services, Utility line construction, Water supply networks";"absolute";"Scope 2";0;2013;2020;196944;245542;5;2016;2021;268909;193746;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Huntington Bancshares Incorporated";"United States of America";"Financial services";"Services";"Asset managers, Banks";"absolute";"Scope 2";0;2017;2022;77722;77722;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Hyprop Investments Ltd";"South Africa";"Financial services";"Services";"REIT";"absolute";"Scope 2";0;2013;2019;96.5790021511345;27836;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Iberdrola SA";"Brazil";"Energy utility networks, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Gas utilities, Other renewable generation";"absolute";"Scope 2";0;2017;2023;535496;535496.000000001;7.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Iberdrola SA";"Mexico";"Energy utility networks, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Gas utilities, Other renewable generation";"absolute";"Scope 2";0;2017;2023;2275;2275;7.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Iberdrola SA";"Spain";"Energy utility networks, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Gas utilities, Other renewable generation";"absolute";"Scope 2";0;2017;2023;1505420;1505420;7.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Iberdrola SA";"United Kingdom of Great Britain and Northern Ireland";"Energy utility networks, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Gas utilities, Other renewable generation";"absolute";"Scope 2";0;2017;2023;667349;667348.999999999;7.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Iberdrola SA";"United States of America";"Energy utility networks, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Gas utilities, Other renewable generation";"absolute";"Scope 2";0;2017;2023;704657;704657;7.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"IMA SpA";"China";"Powered machinery";"Manufacturing";"Industrial machinery";"absolute";"Scope 2";0;2013;2020;478.062722147426;2279.54;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"IMA SpA";"France";"Powered machinery";"Manufacturing";"Industrial machinery";"absolute";"Scope 2";0;2013;2020;5.00389400950964;23.86;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"IMA SpA";"Germany";"Powered machinery";"Manufacturing";"Industrial machinery";"absolute";"Scope 2";0;2013;2020;83.7260941079854;399.23;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"IMA SpA";"India";"Powered machinery";"Manufacturing";"Industrial machinery";"absolute";"Scope 2";0;2013;2020;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"IMA SpA";"Italy";"Powered machinery";"Manufacturing";"Industrial machinery";"absolute";"Scope 2";0;2013;2020;1425.34641575322;6796.46;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"IMA SpA";"Netherlands";"Powered machinery";"Manufacturing";"Industrial machinery";"absolute";"Scope 2";0;2013;2020;11.7044142779016;55.81;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"IMA SpA";"Spain";"Powered machinery";"Manufacturing";"Industrial machinery";"absolute";"Scope 2";0;2013;2020;11.7023170884592;55.7999999999999;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"IMA SpA";"United Kingdom of Great Britain and Northern Ireland";"Powered machinery";"Manufacturing";"Industrial machinery";"absolute";"Scope 2";0;2013;2020;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"IMA SpA";"United States of America";"Powered machinery";"Manufacturing";"Industrial machinery";"absolute";"Scope 2";0;2013;2020;221.695993143031;1057.11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Impala Platinum Holdings";"South Africa";"Metal smelting, refining & forming, Metallic mineral mining";"Materials, Mineral extraction";"Other non-ferrous metals, Other non-ferrous ore mining, Precious metals, Precious metals & minerals mining";"absolute";"Scope 2";0;2008;2020;2521060.84733326;3081308.94033629;5;2015;2030;2605841;2864237.12986745;35;2015;2040;2605841;2864237.12986745;63;NA;NA;NA;NA;NA
"Infraserv GmbH & Co. Höchst KG";"Germany";"Commercial & consumer services, Other services";"Services";"Commercial services, Real estate services";"absolute";"Scope 2";0;2018;2021;155000;83184;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"Belgium";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;3.78154840435016;139;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"Brazil";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;0.870572294526654;32;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"Canada";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;5.90356837225886;217;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"China";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;66.653191299697;2450;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"France";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;6.42047067213408;236;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"Germany";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;12.3512444285969;453.999999999999;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"India";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;33.7074710287038;1239;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"Indonesia";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;4.8425583883045;178;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"Italy";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;8.0799991085755;297;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"Japan";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;0.65292922089499;24;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"Latvia";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;0.979393831342486;36;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"Mexico";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;3.26464610447496;120;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"Netherlands";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;16.7041059012302;614;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"Spain";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;1.74114458905331;64;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"Sweden";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;0.108821536815832;4;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"United Kingdom of Great Britain and Northern Ireland";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;31.9663264396506;1175;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ingenico";"United States of America";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"absolute";"Scope 2";0;2015;2020;17.7923212693885;654;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"INNOVIA FILMS LTD";"United Kingdom of Great Britain and Northern Ireland";"Plastic product manufacturing";"Manufacturing";"Plastic products";"absolute";"Scope 2";0;2008;2020;40000;37215;11.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Inventec Co Ltd";"China";"Electrical & electronic equipment";"Manufacturing";"Electronic components";"absolute";"Scope 2";0;2015;2025;116942.87917674;111658.284954953;6.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Inventec Co Ltd";"Czech Republic";"Electrical & electronic equipment";"Manufacturing";"Electronic components";"absolute";"Scope 2";0;2015;2025;1064.30753170199;1016.21197024641;6.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Inventec Co Ltd";"Mexico";"Electrical & electronic equipment";"Manufacturing";"Electronic components";"absolute";"Scope 2";0;2015;2025;1557.35435346986;1486.97823586817;6.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Itaú Unibanco Holding S.A.";"Brazil";"Financial services, Specialized professional services";"Services";"Banks, Other financial";"absolute";"Scope 2";0;2013;2020;60174.06526104;53737;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Itausa Investimentos Itau S.A.";"Brazil";"Financial services";"Services";"Asset managers";"absolute";"Scope 2";0;2013;2020;67771.7003553114;125432.82;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Austria";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;1635.08815716058;2089;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Belgium";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;3875.99643573921;4952;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Brazil";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;2019.40040472681;2580.00000000001;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"China";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;33568.2268052398;42887;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"China, Hong Kong Special Administrative Region";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;22093.6493117146;28226.9999999999;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Croatia";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;461.018154412438;588.999999999999;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Denmark";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;1214.77109617675;1552;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Estonia";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;796.01946186324;1017;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Finland";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;987.001515643607;1261;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"France";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;6255.44497464211;7992;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Germany";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;13576.9455117795;17346;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Hungary";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;951.77941556116;1216;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"India";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;4061.49949617341;5189;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Ireland";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;1723.53476403428;2202;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Italy";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;2770.80520648562;3540;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Japan";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;1514.55030354511;1935;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Latvia";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;138.540260324281;177;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Lithuania";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;167.500653725402;214;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Mexico";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;1398.70872994063;1787;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Netherlands";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;3859.55945570073;4931;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Poland";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;1289.12886301746;1647;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Portugal";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;4353.45157019012;5562;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Slovakia";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;262.208967280419;335;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Slovenia";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;354.56914082994;452.999999999999;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"South Africa";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;5112.68350530059;6532.00000000001;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Spain";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;9816.7906496448;12542;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"Sweden";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;57.9207868022418;73.9999999999999;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"United Kingdom of Great Britain and Northern Ireland";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;19707.1563527952;25177.9999999999;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JCDecaux SA.";"United States of America";"Web & marketing services";"Services";"Marketing";"absolute";"Scope 2";0;2012;2020;13324.1291045211;17023;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JINDING GROUP CO., LTD.";"China";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";"absolute";"Scope 2";0;2017;2019;1;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kesko Corporation";"Estonia";"Convenience retail, Discretionary retail";"Retail";"Apparel stores, Specialist retail, Supermarkets, food & drugstores";"absolute";"Scope 2";0;2015;2025;5572.66211281105;6512;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kesko Corporation";"Finland";"Convenience retail, Discretionary retail";"Retail";"Apparel stores, Specialist retail, Supermarkets, food & drugstores";"absolute";"Scope 2";0;2015;2025;47069.8259909489;55004;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kesko Corporation";"Latvia";"Convenience retail, Discretionary retail";"Retail";"Apparel stores, Specialist retail, Supermarkets, food & drugstores";"absolute";"Scope 2";0;2015;2025;600.738452578835;702;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kesko Corporation";"Lithuania";"Convenience retail, Discretionary retail";"Retail";"Apparel stores, Specialist retail, Supermarkets, food & drugstores";"absolute";"Scope 2";0;2015;2025;4849.55101248468;5667;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kesko Corporation";"Poland";"Convenience retail, Discretionary retail";"Retail";"Apparel stores, Specialist retail, Supermarkets, food & drugstores";"absolute";"Scope 2";0;2015;2025;3325.45530871986;3886;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kesko Corporation";"Sweden";"Convenience retail, Discretionary retail";"Retail";"Apparel stores, Specialist retail, Supermarkets, food & drugstores";"absolute";"Scope 2";0;2015;2025;208.803678674124;244;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kroger";"United States of America";"Convenience retail";"Retail";"Supermarkets, food & drugstores";"absolute";"Scope 2";0;2000;2020;2664030.89438205;4035724;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Linklaters LLP";"United Kingdom";"Specialized professional services";"Services";"Other professional services";"absolute";"Scope 2";0;2007;2020;19908.3428217182;7545.30640078525;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Macerich Co.";"United States of America";"Financial services";"Services";"REIT";"absolute";"Scope 2";0;2013;2020;92269;24110;32.87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Magyar Telekom Nyrt.";"Hungary";"Media, telecommunications & data center services";"Services";"Telecommunications services";"absolute";"Scope 2";0;2015;2020;31154.4148333398;26747.4669219647;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Mahindra & Mahindra";"India";"Commercial & consumer services, Construction, Financial services, Metal products manufacturing, Metal smelting, refining & forming, Powered machinery, Specialized professional services, Transportation equipment";"Infrastructure, Manufacturing, Materials, Services";"Agriculture, construction & mining machinery, Automobiles, Banks, Fabricated metal components, Iron & steel, Non-residential building construction, Other professional services, Travel services";"absolute";"Scope 2";0;2016;2019;204272;229217;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MAPFRE";"Brazil";"Financial services";"Services";"Insurance";"absolute";"Scope 2";0;2013;2020;283.976589891371;255.960000000001;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MAPFRE";"Germany";"Financial services";"Services";"Insurance";"absolute";"Scope 2";0;2013;2020;357.078705487333;321.85;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MAPFRE";"Italy";"Financial services";"Services";"Insurance";"absolute";"Scope 2";0;2013;2020;279.150452346335;251.61;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MAPFRE";"Malta";"Financial services";"Services";"Insurance";"absolute";"Scope 2";0;2013;2020;250.548653286327;225.829999999999;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MAPFRE";"Mexico";"Financial services";"Services";"Insurance";"absolute";"Scope 2";0;2013;2020;1737.72016414696;1566.28000000001;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MAPFRE";"Portugal";"Financial services";"Services";"Insurance";"absolute";"Scope 2";0;2013;2020;281.757676077561;253.96;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MAPFRE";"Puerto Rico";"Financial services";"Services";"Insurance";"absolute";"Scope 2";0;2013;2020;545.952649318818;492.09;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MAPFRE";"Spain";"Financial services";"Services";"Insurance";"absolute";"Scope 2";0;2013;2020;0;0;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MAPFRE";"United States of America";"Financial services";"Services";"Insurance";"absolute";"Scope 2";0;2013;2020;8380.84856932847;7554.01;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metro AG";"Germany";"Convenience retail, Trading, wholesale, distribution, rental & leasing";"Retail, Services";"Food & beverage wholesale, Hypermarkets & superstores, Supermarkets, food & drugstores";"absolute";"Scope 2";0;2011;2030;433508.18613997;333443;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metso";"Brazil";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";"absolute";"Scope 2";0;2009;2020;3431.77995629796;5086.93;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metso";"Canada";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";"absolute";"Scope 2";0;2009;2020;220.542288868407;326.91;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metso";"China";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";"absolute";"Scope 2";0;2009;2020;15739.5724275343;23330.78;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metso";"Denmark";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";"absolute";"Scope 2";0;2009;2020;355.18433105848;526.49;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metso";"Finland";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";"absolute";"Scope 2";0;2009;2020;2380.09729275188;3528.02;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metso";"France";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";"absolute";"Scope 2";0;2009;2020;81.9874104988455;121.53;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metso";"Germany";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";"absolute";"Scope 2";0;2009;2020;123.780548657353;183.48;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metso";"India";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";"absolute";"Scope 2";0;2009;2020;9361.5145295817;13876.58;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metso";"Mexico";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";"absolute";"Scope 2";0;2009;2020;322.471671344097;478;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metso";"South Africa";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";"absolute";"Scope 2";0;2009;2020;13018.9167155122;19297.95;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metso";"Spain";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";"absolute";"Scope 2";0;2009;2020;6076.96515394095;9007.89;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metso";"Sweden";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";"absolute";"Scope 2";0;2009;2020;225.129751975394;333.71;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Metso";"United States of America";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";"absolute";"Scope 2";0;2009;2020;2522.28166399138;3738.78;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MTR Corporation";"China, Hong Kong Special Administrative Region";"Discretionary retail, Entertainment facilities, Land & property ownership & development, Media, telecommunications & data center services, Other services, Rail transport, Web & marketing services";"Hospitality, Infrastructure, Retail, Services, Transportation services";"Marketing, Passenger rail, Real estate owners & developers, Real estate services, Recreation & entertainment facilities, Specialist retail, Telecommunications services";"absolute";"Scope 2";0;2013;2023;73954;1257664;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Murray & Roberts Holdings Limited";"Canada";"Construction, Industrial support services";"Infrastructure, Services";"Energy infrastructure construction, Mining & metals support services, Transportation infrastructure & other construction";"absolute";"Scope 2";0;2016;2020;348.808401686728;1266.10862829347;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
