"Scope_short";"account_id";"company_name";"incorporation_country";"Country/Region";"primary_sector";"primary_industry";"primary_activity";"Base year";"% reduction from base year";"Target year";"BY_EM_target";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Target coverage";"Year target was set";"Is this a science-based target?";"% of target achieved [auto-calculated]";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"S12M3";44164;"Bertelsmann";"Germany";"United Kingdom of Great Britain and Northern Ireland";"Media, telecommunications & data center services";"Services";"Media";2018;50;2030;NA;NA;NA;2019;NA;NA;NA;0.0767510978105493;NA;"Scope 1+2 (market-based) +3 (upstream & downstream)";34270;6074;3046;246397;185494;239798;"44164-abs-S12M3-2018-2030-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";NA;"Scope 1+2+3";"S1";"S2M";"absolute";NA;0;34270;3046;0.918372815950263;1;NA;NA;0
"S12M3";44164;"Bertelsmann";"Germany";"United States of America";"Media, telecommunications & data center services";"Services";"Media";2018;50;2030;NA;NA;NA;2019;NA;NA;NA;0.0957743292300414;NA;"Scope 1+2 (market-based) +3 (upstream & downstream)";2195;53442;44370;246397;185494;239798;"44164-abs-S12M3-2018-2030-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";NA;"Scope 1+2+3";"S1";"S2M";"absolute";NA;0;2195;44370;0.0471384086760442;1;NA;NA;0
"S2L";47249;"RFS";"China";"Australia";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.0468771608704495;NA;"Scope 2 (location-based)";73.97;460.99;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-1";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;460.99;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"Brazil";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.000138295708765507;NA;"Scope 2 (location-based)";121.7;1.36;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-1";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;1.36;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"China";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.354559690868416;NA;"Scope 2 (location-based)";0.84;3486.74;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-1";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;3486.74;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"France";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.00483831604636974;NA;"Scope 2 (location-based)";431.51;47.58;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-1";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;47.58;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"Germany";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.433348586536506;NA;"Scope 2 (location-based)";14.93;4261.55;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-1";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;4261.55;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"United Kingdom of Great Britain and Northern Ireland";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.00244356314826113;NA;"Scope 2 (location-based)";1.92;24.03;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-1";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;24.03;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"United States of America";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.157803538743136;NA;"Scope 2 (location-based)";411.14;1551.84;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-1";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;1551.84;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"Australia";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.0468771608704495;NA;"Scope 2 (location-based)";73.97;460.99;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-2";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;460.99;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"Brazil";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.000138295708765507;NA;"Scope 2 (location-based)";121.7;1.36;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-2";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;1.36;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"China";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.354559690868416;NA;"Scope 2 (location-based)";0.84;3486.74;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-2";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;3486.74;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"France";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.00483831604636974;NA;"Scope 2 (location-based)";431.51;47.58;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-2";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;47.58;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"Germany";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.433348586536506;NA;"Scope 2 (location-based)";14.93;4261.55;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-2";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;4261.55;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"United Kingdom of Great Britain and Northern Ireland";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.00244356314826113;NA;"Scope 2 (location-based)";1.92;24.03;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-2";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;24.03;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"United States of America";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;0.157803538743136;NA;"Scope 2 (location-based)";411.14;1551.84;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-2";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;1551.84;0;1;NA;NA;0
"S12L";51726;"LITENS AUTOMOTIVE PARTNER";"Canada";"Brazil";"Transportation equipment";"Manufacturing";"Automobiles";2014;6;2020;6.02610453354979;NA;NA;2019;NA;NA;0.361566272012987;0.00447076878198502;NA;"Scope 1+2 (location-based)";0.18;20.97;NA;2494.08;2236.65;NA;"51726-abs-S12L-2014-2020-1";"Country/region";2014;"No, but we are reporting another target that is science-based";745.374869858322;"Scope 1+2";"S1";"S2L";"absolute";6.02610453354979;6.02610453354978;0.18;20.97;0.00851063829787234;1;5.6645382615368;5.72479930687229;5.72479930687229
"S12L";51726;"LITENS AUTOMOTIVE PARTNER";"Canada";"Canada";"Transportation equipment";"Manufacturing";"Automobiles";2014;6;2020;212.289832901053;NA;NA;2019;NA;NA;12.7373899740632;0.157497891445929;NA;"Scope 1+2 (location-based)";433.21;311.87;NA;2494.08;2236.65;NA;"51726-abs-S12L-2014-2020-1";"Country/region";2014;"No, but we are reporting another target that is science-based";745.374869858322;"Scope 1+2";"S1";"S2L";"absolute";212.289832901053;212.289832901053;433.21;311.87;0.581427497718366;1;199.55244292699;201.675341256001;201.675341256001
"S12L";51726;"LITENS AUTOMOTIVE PARTNER";"Canada";"China";"Transportation equipment";"Manufacturing";"Automobiles";2014;6;2020;301.57875198965;NA;NA;2019;NA;NA;18.094725119379;0.223741367611341;NA;"Scope 1+2 (location-based)";70.4;988.06;NA;2494.08;2236.65;NA;"51726-abs-S12L-2014-2020-1";"Country/region";2014;"No, but we are reporting another target that is science-based";745.374869858322;"Scope 1+2";"S1";"S2L";"absolute";301.57875198965;301.57875198965;70.4;988.06;0.066511724580995;1;283.484026870271;286.499814390168;286.499814390168
"S12L";51726;"LITENS AUTOMOTIVE PARTNER";"Canada";"Germany";"Transportation equipment";"Manufacturing";"Automobiles";2014;6;2020;744.0543811843;NA;NA;2019;NA;NA;44.643262871058;0.552014171174428;NA;"Scope 1+2 (location-based)";1896.32;715.11;NA;2494.08;2236.65;NA;"51726-abs-S12L-2014-2020-1";"Country/region";2014;"No, but we are reporting another target that is science-based";745.374869858322;"Scope 1+2";"S1";"S2L";"absolute";744.0543811843;744.0543811843;1896.32;715.11;0.726161528358026;1;699.411118313242;706.851662125085;706.851662125085
"S12L";51726;"LITENS AUTOMOTIVE PARTNER";"Canada";"India";"Transportation equipment";"Manufacturing";"Automobiles";2014;6;2020;22.3265036051518;NA;NA;2019;NA;NA;1.33959021630911;0.0165640397993544;NA;"Scope 1+2 (location-based)";12.79;65.57;NA;2494.08;2236.65;NA;"51726-abs-S12L-2014-2020-1";"Country/region";2014;"No, but we are reporting another target that is science-based";745.374869858322;"Scope 1+2";"S1";"S2L";"absolute";22.3265036051518;22.3265036051518;12.79;65.57;0.163221031138336;1;20.9869133888427;21.2101784248942;21.2101784248942
"S12L";51726;"LITENS AUTOMOTIVE PARTNER";"Canada";"Romania";"Transportation equipment";"Manufacturing";"Automobiles";2014;6;2020;61.6144257862952;NA;NA;2019;NA;NA;3.69686554717771;0.0457117611869627;NA;"Scope 1+2 (location-based)";81.18;135.07;NA;2494.08;2236.65;NA;"51726-abs-S12L-2014-2020-1";"Country/region";2014;"No, but we are reporting another target that is science-based";745.374869858322;"Scope 1+2";"S1";"S2L";"absolute";61.6144257862952;61.6144257862952;81.18;135.07;0.375398843930636;1;57.9175602391174;58.5337044969804;58.5337044969804
"S2L";73955;"GlobalWafers Co. Ltd";"Taiwan, Greater China";"China";"Electrical & electronic equipment";"Manufacturing";"Semiconductors";2019;10;2030;16.4152284044143;NA;NA;2019;NA;NA;1.64152284044143;0.00861131253379131;NA;"Scope 2 (location-based)";832;16245.93;NA;19663.14;1886580;NA;"73955-abs-S2L-2019-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";0;"Scope 2";"";"S2L";"absolute";16.4152284044143;16.4152284044143;0;16245.93;0;1;14.7737055639729;16.4152284044143;16.4152284044143
"S2L";73955;"GlobalWafers Co. Ltd";"Taiwan, Greater China";"Denmark";"Electrical & electronic equipment";"Manufacturing";"Semiconductors";2019;10;2030;0.651266838406005;NA;NA;2019;NA;NA;0.0651266838406005;0.000341649969786598;NA;"Scope 2 (location-based)";0;644.55;NA;19663.14;1886580;NA;"73955-abs-S2L-2019-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";0;"Scope 2";"";"S2L";"absolute";0.651266838406005;0.651266838406005;0;644.55;0;1;0.586140154565404;0.651266838406005;0.651266838406005
"S2L";73955;"GlobalWafers Co. Ltd";"Taiwan, Greater China";"Italy";"Electrical & electronic equipment";"Manufacturing";"Semiconductors";2019;10;2030;33.6358027414686;NA;NA;2019;NA;NA;3.36358027414687;0.0176451038386922;NA;"Scope 2 (location-based)";423;33288.9;NA;19663.14;1886580;NA;"73955-abs-S2L-2019-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";0;"Scope 2";"";"S2L";"absolute";33.6358027414686;33.6358027414687;0;33288.9;0;1;30.2722224673218;33.6358027414687;33.6358027414687
"S2L";73955;"GlobalWafers Co. Ltd";"Taiwan, Greater China";"Japan";"Electrical & electronic equipment";"Manufacturing";"Semiconductors";2019;10;2030;1551.33699906158;NA;NA;2019;NA;NA;155.133699906158;0.813820399877026;NA;"Scope 2 (location-based)";781;1535337.29;NA;19663.14;1886580;NA;"73955-abs-S2L-2019-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";0;"Scope 2";"";"S2L";"absolute";1551.33699906158;1551.33699906158;0;1535337.29;0;1;1396.20329915542;1551.33699906158;1551.33699906158
"S2L";73955;"GlobalWafers Co. Ltd";"Taiwan, Greater China";"Malaysia";"Electrical & electronic equipment";"Manufacturing";"Semiconductors";2019;10;2030;17.7581385033235;NA;NA;2019;NA;NA;1.77581385033235;0.00931579365836593;NA;"Scope 2 (location-based)";0;17574.99;NA;19663.14;1886580;NA;"73955-abs-S2L-2019-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";0;"Scope 2";"";"S2L";"absolute";17.7581385033235;17.7581385033235;0;17574.99;0;1;15.9823246529912;17.7581385033235;17.7581385033235
"S2L";73955;"GlobalWafers Co. Ltd";"Taiwan, Greater China";"Republic of Korea";"Electrical & electronic equipment";"Manufacturing";"Semiconductors";2019;10;2030;69.0888476036002;NA;NA;2019;NA;NA;6.90888476036002;0.0362435200203543;NA;"Scope 2 (location-based)";1085.28;68376.3;NA;19663.14;1886580;NA;"73955-abs-S2L-2019-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";0;"Scope 2";"";"S2L";"absolute";69.0888476036002;69.0888476036002;0;68376.3;0;1;62.1799628432402;69.0888476036002;69.0888476036002
"S2L";73955;"GlobalWafers Co. Ltd";"Taiwan, Greater China";"Taiwan, Greater China";"Electrical & electronic equipment";"Manufacturing";"Semiconductors";2019;10;2030;167.399827573705;NA;NA;2019;NA;NA;16.7399827573705;0.087816763667589;NA;"Scope 2 (location-based)";1183.84;165673.35;NA;19663.14;1886580;NA;"73955-abs-S2L-2019-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";0;"Scope 2";"";"S2L";"absolute";167.399827573705;167.399827573705;0;165673.35;0;1;150.659844816334;167.399827573705;167.399827573705
"S2L";73955;"GlobalWafers Co. Ltd";"Taiwan, Greater China";"United States of America";"Electrical & electronic equipment";"Manufacturing";"Semiconductors";2019;10;2030;49.9542530250506;NA;NA;2019;NA;NA;4.99542530250506;0.026205647255881;NA;"Scope 2 (location-based)";9588;49439.05;NA;19663.14;1886580;NA;"73955-abs-S2L-2019-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";0;"Scope 2";"";"S2L";"absolute";49.9542530250506;49.9542530250506;0;49439.05;0;1;44.9588277225455;49.9542530250506;49.9542530250506
