"Scope_short";"account_id";"company_name";"incorporation_country";"Country/Region";"primary_sector";"primary_industry";"primary_activity";"Base year";"% reduction from base year";"Target year";"BY_EM_target";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Target coverage";"Year target was set";"Is this a science-based target?";"% of target achieved [auto-calculated]";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"S1";41771;"Ningbo Weilinma Electronic";"China";"Global";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2018;10;2028;135;NA;NA;2020;135;NA;NA;1;100;"Scope 1";NA;NA;NA;NA;NA;NA;"41771-abs-S1-2018-2028-1";NA;2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-900;"Scope 1";"S1";"";"absolute";135;135;NA;0;1;1;121.5;132.3;135
"S12M3";44164;"Bertelsmann";"Germany";"Global";"Media, telecommunications & data center services";"Services";"Media";2018;50;2030;NA;NA;NA;2019;NA;NA;NA;1;NA;"Scope 1+2 (market-based) +3 (upstream & downstream)";246397;185494;239798;246397;185494;239798;"44164-abs-S12M3-2018-2030-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";NA;"Scope 1+2+3";"S1";"S2M";"absolute";NA;0;246397;239798;0.50678637172328;1;NA;NA;0
"S2L";46633;"Grafobal a.s";"Slovakia";"Global";"Paper products & packaging";"Manufacturing";"Paper products";2016;50;2020;1272.34;1272.34;NA;2019;0;NA;NA;1;100;"Scope 2 (location-based)";1870.24;0;NA;1870.24;0;NA;"46633-abs-S2L-2016-2020-1";NA;2017;"No, and we do not anticipate setting one in the next 2 years";NA;"Scope 2";"";"S2L";"absolute";1272.34;1272.34;0;0;0;1;636.17;795.2125;795.2125
"S1";47919;"Yangzhou Fuping Living Supplies Factory";"China";"Global";"Plastic product manufacturing";"Manufacturing";"Plastic products";2017;3;2027;200;21.58;NA;2020;77.854;NA;NA;1;83;"Scope 1";NA;NA;NA;NA;NA;NA;"47919-abs-S1-2017-2027-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";103.333333333333;"Scope 1";"S1";"";"absolute";200;200;NA;0;1;1;194;198.2;77.854
"S1";51287;"LES ETIQUETTES HAAS";"France";"Global";"Light manufacturing";"Manufacturing";"Other containers & packaging";2020;22;2020;60;NA;NA;2019;68.4;NA;NA;1;100;"Scope 1";68.4;4.9;NA;68.4;4.9;NA;"51287-abs-S1-2020-2020-1";NA;2013;NA;NA;"Scope 1";"S1";"";"absolute";60;60;68.4;0;1;1;46.8;Inf;68.4
"S2M";51287;"LES ETIQUETTES HAAS";"France";"Global";"Light manufacturing";"Manufacturing";"Other containers & packaging";2020;28;2020;8;NA;NA;2019;NA;NA;NA;1;100;"Scope 2 (market-based)";68.4;4.9;NA;68.4;4.9;NA;"51287-abs-S2M-2020-2020-1";NA;2013;NA;NA;"Scope 2";"";"S2M";"absolute";8;8;0;NA;0;1;5.76;Inf;Inf
"S12L";51604;"AISAN INDUSTRY CO. LTD.";"Japan";"Global";"Transportation equipment";"Manufacturing";"Automobiles";2013;35;2030;37700;NA;NA;2020;NA;NA;NA;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"51604-abs-S12L-2013-2030-1";NA;2018;"No, and we do not anticipate setting one in the next 2 years";39.9393709738537;"Scope 1+2";"S1";"S2L";"absolute";37700;37700;NA;NA;1;1;24505;32266.7647058824;32266.7647058824
NA;51657;"FUJIKIKO CO. LTD.";"Japan";"Global";"Transportation equipment";"Manufacturing";"Automobiles";2018;22.6;2030;8095;NA;NA;2020;NA;NA;NA;1;100;"Other, please specify: 弊社の全事業所より排出されるCO2排出量";7608;NA;NA;7608;NA;NA;"51657-abs-S2X-2018-2030-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";26.6197313976179;NA;NA;NA;"absolute";8095;8095;NA;NA;0;1;6265.53;7790.08833333333;7790.08833333333
"S1";51685;"ICHIKOH INDUSTRIES.LTD.";"Japan";"Global";"Transportation equipment";"Manufacturing";"Automobiles";2007;1.5;2020;19387.3;NA;NA;2019;585.285;NA;NA;1;1.5;"Scope 1";NA;NA;NA;NA;NA;NA;"51685-abs-S1-2007-2020-1";NA;2007;"No, and we do not anticipate setting one in the next 2 years";351.192103421656;"Scope 1";"S1";"";"absolute";19387.3;19387.3;NA;0;1;1;19096.4905;19118.8604615385;585.285
"S2M";51685;"ICHIKOH INDUSTRIES.LTD.";"Japan";"Global";"Transportation equipment";"Manufacturing";"Automobiles";2007;1;2020;48297.7;NA;NA;2019;36.78;NA;NA;1;1;"Scope 2 (market-based)";NA;NA;NA;NA;NA;NA;"51685-abs-S2M-2007-2020-1";NA;2007;"No, and we do not anticipate setting one in the next 2 years";1921.14738382987;"Scope 2";"";"S2M";"absolute";48297.7;48297.7;0;NA;0;1;47814.723;47851.8750769231;36.78
"S12L";51726;"LITENS AUTOMOTIVE PARTNER";"Canada";"Global";"Transportation equipment";"Manufacturing";"Automobiles";2014;6;2020;1347.89;NA;NA;2019;NA;NA;NA;1;NA;"Scope 1+2 (location-based)";2494.08;2236.65;NA;2494.08;2236.65;NA;"51726-abs-S12L-2014-2020-1";"Country/region";2014;"No, but we are reporting another target that is science-based";745.374869858322;"Scope 1+2";"S1";"S2L";"absolute";1347.89;1347.89;2494.08;2236.65;0.527208274410081;1;1267.0166;1280.4955;1280.4955
"S1";52246;"XIAN OZ TELECOM";"China";"Global";"Media, telecommunications & data center services";"Services";"Telecommunications services";2016;0;2024;2000;NA;NA;2020;0;NA;NA;1;0;"Scope 1";NA;NA;NA;NA;NA;NA;"52246-abs-S1-2016-2024-1";NA;2014;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";NA;"Scope 1";"S1";"";"absolute";2000;2000;NA;0;1;1;2000;2000;2000
"S12L";54729;"Porr AG";"Austria";"Global";"Construction";"Infrastructure";"Transportation infrastructure & other construction";2015;7.5;2020;150711.59;113597;NA;2019;144614000;NA;NA;1;100;"Scope 1+2 (location-based)";120048000;24566000;NA;120048000;24566000;NA;"54729-abs-S12L-2015-2020-1";NA;2015;"No, but we anticipate setting one in the next 2 years";NA;"Scope 1+2";"S1";"S2L";"absolute";150711.59;150711.59;120048000;24566000;0.830127096961567;1;139408.22075;141668.8946;144614000
"S12L";56076;"SEIDO CHEMICAL INDUSTRY CO., LTD.";"Japan";"Global";"Chemicals";"Materials";"Other base chemicals";2005;24.5;2020;21747;NA;NA;2019;NA;NA;NA;1;76.5;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"56076-abs-S12L-2005-2020-1";NA;2005;"No, and we do not anticipate setting one in the next 2 years";NA;"Scope 1+2";"S1";"S2L";"absolute";21747;21747;NA;NA;1;1;16418.985;16774.186;16774.186
"S12L";57975;"Sun Messe Co., Ltd.";"Japan";"Global";"Print & publishing services";"Services";"Printing services";2013;8.8;2030;10278.1;NA;NA;2020;1128.5625;NA;NA;1;12.5;"Scope 1+2 (location-based)";2136.8;6891.7;NA;2136.8;6891.7;NA;"57975-abs-S12L-2013-2030-1";NA;2017;"No, and we do not anticipate setting one in the next 2 years";138.157830727469;"Scope 1+2";"S1";"S2L";"absolute";10278.1;10278.1;2136.8;6891.7;0.236672758487013;1;9373.6272;9905.67002352941;1128.5625
"S12M3";58002;"Blue Cross Blue Shield Massachusetts";"United States of America";"Global";"Other services";"Services";"Health care services";2010;30;2020;38070;NA;NA;2018;NA;NA;NA;1;NA;"Scope 1+2 (market-based) +3 (upstream & downstream)";NA;NA;NA;NA;NA;NA;"58002-abs-S12M3-2010-2020-1";"Company-wide";2010;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";NA;"Scope 1+2+3";"S1";"S2M";"absolute";38070;38070;NA;NA;1;1;26649;28933.2;28933.2
"S2L";61308;"Entegris Inc";"United States of America";"Global";"Plastic product manufacturing";"Manufacturing";"Plastic products";2017;0.4;2020;91717.1;25680.788;NA;2019;28631.484;NA;NA;1;28;"Scope 2 (location-based)";21104.2;88736;NA;21104.2;88736;NA;"61308-abs-S2L-2017-2020-1";NA;2017;NA;NA;"Scope 2";"";"S2L";"absolute";91717.1;91717.1;0;88736;0;1;91350.2316;91472.5210666667;28631.484
"S1";61669;"Cataler Corporation";"Japan";"Global";"Transportation equipment";"Manufacturing";"Automobiles";2013;13.74;2030;44398;NA;NA;2020;NA;NA;NA;1;100;"Scope 1";46000;NA;NA;46000;NA;NA;"61669-abs-S1-2013-2030-1";NA;2017;"No, and we do not anticipate setting one in the next 2 years";-132.223326214322;"Scope 1";"S1";"";"absolute";44398;44398;46000;0;1;1;38297.7148;41886.1178588235;41886.1178588235
"S2L";73955;"GlobalWafers Co. Ltd";"Taiwan, Greater China";"Global";"Electrical & electronic equipment";"Manufacturing";"Semiconductors";2019;10;2030;1906.24;NA;NA;2019;NA;NA;NA;1;NA;"Scope 2 (location-based)";19663.14;1886580;NA;19663.14;1886580;NA;"73955-abs-S2L-2019-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";0;"Scope 2";"";"S2L";"absolute";1906.24;1906.24;0;1886580;0;1;1715.616;1906.24;1906.24
"S1";827569;"ONE";"Singapore";"Global";"Marine transport";"Transportation services";"Marine freight";2018;50;2050;10090333;NA;NA;2019;6724062.5;NA;NA;1;50;"Scope 1";NA;NA;NA;NA;NA;NA;"827569-abs-S1-2018-2050-1";NA;2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";NA;"Scope 1";"S1";"";"absolute";10090333;10090333;NA;0;1;1;5045166.5;9932671.546875;6724062.5
"S2L";827993;"M & X UTILITY";"United States of America";"Global";"Energy utility networks";"Infrastructure";"Gas utilities";2018;0;2025;212;NA;NA;2019;NA;NA;NA;1;100;"Scope 2 (location-based)";NA;NA;NA;NA;NA;NA;"827993-abs-S2L-2018-2025-1";NA;2017;"No, and we do not anticipate setting one in the next 2 years";NA;"Scope 2";"";"S2L";"absolute";212;212;0;NA;0;1;212;212;212
"S2L";828328;"JINHUA RONGSHENG TOOLS FACTORY";"China";"Global";"Plastic product manufacturing";"Manufacturing";"Plastic products";2016;1;2023;1;NA;NA;2019;NA;NA;NA;1;100;"Scope 2 (location-based)";NA;NA;NA;NA;NA;NA;"828328-abs-S2L-2016-2023-1";NA;2017;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";NA;"Scope 2";"";"S2L";"absolute";1;1;0;NA;0;1;0.99;0.995714285714286;0.995714285714286
"S1";828438;"WINTEK TOOLS CO., LTD.";"China";"Global";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2018;5;2030;37.3;35.435;NA;2019;34.675;NA;NA;1;95;"Scope 1";36.5;160;NA;36.5;160;NA;"828438-abs-S1-2018-2030-1";NA;2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";42.8954423592492;"Scope 1";"S1";"";"absolute";37.3;37.3;36.5;0;1;1;35.435;37.1445833333333;34.675
"S2L";828438;"WINTEK TOOLS CO., LTD.";"China";"Global";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2018;5;2030;164.2;155.99;NA;2019;152;NA;NA;1;95;"Scope 2 (location-based)";36.5;160;NA;36.5;160;NA;"828438-abs-S2L-2018-2030-1";NA;2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";51.1571254567599;"Scope 2";"";"S2L";"absolute";164.2;164.2;0;160;0;1;155.99;163.515833333333;152
NA;828562;"Daika Kogyo Co., Ltd.";"Japan";"Global";"Chemicals";"Materials";"Personal care & household products";2010;34.7;2040;24701;NA;NA;2019;NA;NA;NA;1;100;NA;NA;NA;NA;NA;NA;NA;"828562-abs-SX-2010-2040-1";"Country/region";2018;"No, but we anticipate setting one in the next 2 years";99.8571153065592;NA;NA;NA;"absolute";24701;24701;NA;NA;0;1;16129.753;22129.6259;22129.6259
"S2L";828885;"SUZHOU RONGCHANG SOFTBAG CO., LTD.";"China";"Global";"Leisure & home manufacturing";"Manufacturing";"Accessories";2019;0.1;2020;50.62;NA;NA;2019;NA;NA;NA;1;NA;"Scope 2 (location-based)";8.23;NA;NA;8.23;NA;NA;"828885-abs-S2L-2019-2020-1";"Company-wide";2020;"No, but we anticipate setting one in the next 2 years";0;"Scope 2";"";"S2L";"absolute";50.62;50.62;0;NA;0;1;50.56938;50.62;50.62
"S2L";829451;"CASCADE ENGINEERING, INC.";"United States of America";"Global";"Plastic product manufacturing";"Manufacturing";"Plastic products";2006;50;2025;50.3;NA;NA;2019;NA;NA;NA;1;NA;"Scope 2 (location-based)";NA;39.5;NA;NA;39.5;NA;"829451-abs-S2L-2006-2025-1";"Company-wide";2007;"No, and we do not anticipate setting one in the next 2 years";42.9423459244533;"Scope 2";"";"S2L";"absolute";50.3;50.3;0;39.5;0;1;25.15;33.0921052631579;33.0921052631579
"S2L";830600;"ORGANIZACION TERPEL S A";"Colombia";"Global";"Oil & gas retailing";"Fossil Fuels";"Oil & gas marketing & retailing";2016;10;2023;23560;NA;NA;2019;NA;NA;NA;1;NA;"Scope 2 (location-based)";2934;17365;NA;2934;17365;NA;"830600-abs-S2L-2016-2023-1";"Company-wide";2017;"No, and we do not anticipate setting one in the next 2 years";262.945670628183;"Scope 2";"";"S2L";"absolute";23560;23560;0;17365;0;1;21204;22550.2857142857;22550.2857142857
"S1";831176;"SHANDONG TOPSCIENCE BIOTECH";"China";"Global";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2017;10;2022;170.59;37.2;NA;2019;283.336;NA;NA;1;20;"Scope 1";NA;NA;NA;NA;NA;NA;"831176-abs-S1-2017-2022-1";NA;2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";NA;"Scope 1";"S1";"";"absolute";170.59;170.59;NA;0;1;1;153.531;163.7664;283.336
"S12L";837873;"KING MOUNT INTERNATIONAL";"China";"Global";"Metal products manufacturing";"Manufacturing";"Metal containers & packaging";2017;3;2023;1117.02;NA;NA;2019;8790;NA;NA;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"837873-abs-S12L-2017-2023-1";NA;2017;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";50.7898993154404;"Scope 1+2";"S1";"S2L";"absolute";1117.02;1117.02;NA;NA;1;1;1083.5094;1105.8498;8790
"S1";838084;"SUZHOU FUKUDA LASER PRECISION";"China";"Global";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2019;30;2022;99;98.01;NA;2020;32.67;NA;NA;1;99;"Scope 1";NA;NA;NA;NA;NA;NA;"838084-abs-S1-2019-2022-1";NA;2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";222.222222222222;"Scope 1";"S1";"";"absolute";99;99;NA;0;1;1;69.3;89.1;32.67
"S1";838175;"YANGZHOU SHENGYE MACHINERY";"China";"Global";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2010;5;2060;1000000;NA;NA;2019;10000;NA;NA;1;20;"Scope 1";NA;NA;NA;NA;NA;NA;"838175-abs-S1-2010-2060-1";NA;2010;"No, but we anticipate setting one in the next 2 years";NA;"Scope 1";"S1";"";"absolute";1000000;1000000;NA;0;1;1;950000;991000;10000
"S2L";838327;"WISDOM WISE ENTERPRISES LTD.";"China";"Global";"Plastic product manufacturing";"Manufacturing";"Plastic products";2017;50;2022;2;NA;NA;2020;NA;NA;NA;1;1;"Scope 2 (location-based)";NA;NA;NA;NA;NA;NA;"838327-abs-S2L-2017-2022-1";NA;2015;"No, but we anticipate setting one in the next 2 years";NA;"Scope 2";"";"S2L";"absolute";2;2;0;NA;0;1;1;1.4;1.4
"S2L";838806;"NEWPORT IP LLC";"United States of America";"Global";"Commercial & consumer services";"Services";"Commercial services";2018;50;2021;8500;NA;NA;2019;4250;NA;NA;1;50;"Scope 2 (location-based)";NA;NA;NA;NA;NA;NA;"838806-abs-S2L-2018-2021-1";NA;2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"Scope 2";"";"S2L";"absolute";8500;8500;0;NA;0;1;4250;7083.33333333333;4250
"S12L";839799;"MiraeNanoTech.Co.,Ltd";"Republic of Korea";"Global";"Plastic product manufacturing";"Manufacturing";"Plastic products";2018;15;2025;20570;41149;NA;2019;41149;NA;NA;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"839799-abs-S12L-2018-2025-1";NA;2019;"No, but we anticipate setting one in the next 2 years";NA;"Scope 1+2";"S1";"S2L";"absolute";20570;20570;NA;NA;1;1;17484.5;20129.2142857143;41149
"S12L";839812;"SHINWHA INTERTEK CORP.";"Republic of Korea";"Global";"Chemicals";"Materials";"Specialty chemicals";2018;10;2035;1863200;36000;NA;2020;NA;NA;NA;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"839812-abs-S12L-2018-2035-1";NA;2019;"No, but we anticipate setting one in the next 2 years";NA;"Scope 1+2";"S1";"S2L";"absolute";1863200;1863200;NA;NA;1;1;1676880;1841280;1841280
"S12L";839812;"SHINWHA INTERTEK CORP.";"Republic of Korea";"Global";"Chemicals";"Materials";"Specialty chemicals";2018;20;2040;1863200;36000;NA;2020;NA;NA;NA;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"839812-abs-S12L-2018-2040-1";NA;2019;"No, but we anticipate setting one in the next 2 years";NA;"Scope 1+2";"S1";"S2L";"absolute";1863200;1863200;NA;NA;1;1;1490560;1829323.63636364;1829323.63636364
"S12L";1271;"Avon Products, Inc.";"United States of America";"Global";"Chemicals";"Materials";"Personal care & household products";2005;20;2020;66827;64510.75;NA;2019;79085.7;NA;NA;1;85;"Scope 1+2 (location-based)";33870;59172;39449;33870;59172;39449;"1271-abs-S12L-2005-2020-1";NA;2006;"No, but we anticipate setting one in the next 2 years";115.806485402607;"Scope 1+2";"S1";"S2L";"absolute";66827;66827;33870;59172;0.364029148126652;1;53461.6;54352.6266666667;79085.7
"S12L";1271;"Avon Products, Inc.";"United States of America";"Global";"Chemicals";"Materials";"Personal care & household products";2005;20;2020;66827;64510.75;NA;2019;79085.7;NA;NA;1;85;"Scope 1+2 (location-based)";33870;NA;NA;33870;NA;NA;"1271-abs-S12L-2005-2020-1";NA;2006;"No, but we anticipate setting one in the next 2 years";115.806485402607;"Scope 1+2";"S1";"S2L";"absolute";66827;66827;33870;NA;1;1;53461.6;54352.6266666667;79085.7
"S12L";1271;"Avon Products, Inc.";"United States of America";"Global";"Chemicals";"Materials";"Personal care & household products";2005;20;2020;66827;64510.75;NA;2019;79085.7;NA;NA;1;85;"Scope 1+2 (location-based)";NA;59172;39449;NA;59172;39449;"1271-abs-S12L-2005-2020-1";NA;2006;"No, but we anticipate setting one in the next 2 years";115.806485402607;"Scope 1+2";"S1";"S2L";"absolute";66827;66827;NA;59172;1;1;53461.6;54352.6266666667;79085.7
"S12M";4136;"Cummins Inc.";"United States of America";"Global";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;878842;878842;NA;2019;688560;NA;NA;1;100;"Scope 1+2 (market-based)";302907;504351;385653;302907;504351;385653;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";878842;878842;302907;385653;0.439913733008017;1;439421;842223.583333333;688560
"S12M";4136;"Cummins Inc.";"United States of America";"Global";"Powered machinery";"Manufacturing";"Engines & motors";2018;50;2030;878842;878842;NA;2019;688560;NA;NA;1;100;"Scope 1+2 (market-based)";302907;NA;NA;302907;NA;NA;"4136-abs-S12M-2018-2030-1";NA;2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";43.3028917598385;"Scope 1+2";"S1";"S2M";"absolute";878842;878842;302907;NA;1;1;439421;842223.583333333;688560
"S12L";8719;"Hyundai Steel Co";"Republic of Korea";"Global";"Metal smelting, refining & forming";"Materials";"Iron & steel";2015;2;2050;21769358;19377475.92;NA;2019;22118722.56;NA;NA;1;99;"Scope 1+2 (location-based)";NA;5802291;5802291;NA;5802291;5802291;"8719-abs-S12L-2015-2050-1";NA;2017;"No, but we anticipate setting one in the next 2 years";20.6781476973276;"Scope 1+2";"S1";"S2L";"absolute";21769358;21769358;NA;5802291;1;1;21333970.84;21719599.4674286;22118722.56
"S12L";8719;"Hyundai Steel Co";"Republic of Korea";"Global";"Metal smelting, refining & forming";"Materials";"Iron & steel";2015;2;2050;21769358;19377475.92;NA;2019;22118722.56;NA;NA;1;99;"Scope 1+2 (location-based)";16539853;NA;NA;16539853;NA;NA;"8719-abs-S12L-2015-2050-1";NA;2017;"No, but we anticipate setting one in the next 2 years";20.6781476973276;"Scope 1+2";"S1";"S2L";"absolute";21769358;21769358;16539853;NA;1;1;21333970.84;21719599.4674286;22118722.56
"S2M";10609;"LEGRAND";"France";"Global";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2016;36;2030;121102;0;NA;2019;256;NA;NA;1;100;"Scope 2 (market-based)";54976;NA;NA;54976;NA;NA;"10609-abs-S2M-2016-2030-1";NA;2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";18.7789356630499;"Scope 2";"";"S2M";"absolute";121102;121102;0;NA;0;1;77505.28;111759.845714286;256
"S2M";10609;"LEGRAND";"France";"Global";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2016;36;2030;121102;0;NA;2019;256;NA;NA;1;100;"Scope 2 (market-based)";54976;112659;256;54976;112659;256;"10609-abs-S2M-2016-2030-1";NA;2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";18.7789356630499;"Scope 2";"";"S2M";"absolute";121102;121102;0;256;0;1;77505.28;111759.845714286;256
"S2L";13024;"NetApp Inc.";"United States of America";"Global";"Electrical & electronic equipment";"Manufacturing";"Computer hardware";2016;20;2022;81294;81313.05;NA;2019;63152.1879;NA;NA;1;69;"Scope 2 (location-based)";4676.53;NA;NA;4676.53;NA;NA;"13024-abs-S2L-2016-2022-1";NA;2017;"No, but we anticipate setting one in the next 2 years";101.034516692499;"Scope 2";"";"S2L";"absolute";81294;81294;0;NA;0;1;65035.2;73164.6;63152.1879
"S2L";13024;"NetApp Inc.";"United States of America";"Global";"Electrical & electronic equipment";"Manufacturing";"Computer hardware";2016;20;2022;81294;81313.05;NA;2019;63152.1879;NA;NA;1;69;"Scope 2 (location-based)";4676.53;91524.91;NA;4676.53;91524.91;NA;"13024-abs-S2L-2016-2022-1";NA;2017;"No, but we anticipate setting one in the next 2 years";101.034516692499;"Scope 2";"";"S2L";"absolute";81294;81294;0;91524.91;0;1;65035.2;73164.6;63152.1879
"S2L";13024;"NetApp Inc.";"United States of America";"Global";"Electrical & electronic equipment";"Manufacturing";"Computer hardware";2016;20;2022;81294;81313.05;NA;2019;63152.1879;NA;NA;1;69;"Scope 2 (location-based)";NA;91524.91;NA;NA;91524.91;NA;"13024-abs-S2L-2016-2022-1";NA;2017;"No, but we anticipate setting one in the next 2 years";101.034516692499;"Scope 2";"";"S2L";"absolute";81294;81294;0;91524.91;0;1;65035.2;73164.6;63152.1879
"S12L3";19657;"UCB SA";"Belgium";"Global";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2015;70;2050;177519;56612;97608;2019;63270;58534;114961.719649123;1;100;"Scope 1+2 (location-based) +3 (downstream)";40120;18414;3655;40120;18414;3655;"19657-abs-S12L3-2015-2050-1";NA;2016;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";33.1224102369726;"Scope 1+2+3";"S1";"S2L";"absolute";177519;164231.028070176;40120;18414;0.685413605767588;1.7241574224546;49269.3084210527;151092.545824562;58534
"S12L3";19657;"UCB SA";"Belgium";"Global";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2015;70;2050;177519;56612;97608;2019;63270;58534;114961.719649123;1;100;"Scope 1+2 (location-based) +3 (downstream)";NA;18414;3655;NA;18414;3655;"19657-abs-S12L3-2015-2050-1";NA;2016;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";33.1224102369726;"Scope 1+2+3";"S1";"S2L";"absolute";177519;164231.028070176;NA;18414;1;1.7241574224546;49269.3084210527;151092.545824562;58534
NA;35831;"Freshfields Bruckhaus Deringer";"United Kingdom of Great Britain and Northern Ireland";"Global";"Commercial & consumer services";"Services";"Commercial services";2015;30;2020;488;NA;NA;2019;NA;NA;NA;1;100;"Other, please specify: Paper use";NA;8413.16;7942.13;NA;8413.16;7942.13;"35831-abs-SX-2015-2020-1";"Company-wide";2017;"No, and we do not anticipate setting one in the next 2 years";114.754098360656;NA;NA;NA;"absolute";488;488;NA;NA;0;1;341.6;370.88;370.88
"S2L";47249;"RFS";"China";"Global";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;1;NA;"Scope 2 (location-based)";1056;9834;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-2";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;9834;0;1;NA;NA;0
"S2L";47249;"RFS";"China";"Global";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2019;5;2020;NA;NA;NA;2019;NA;NA;NA;1;NA;"Scope 2 (location-based)";1056;9834;NA;1056;9834;NA;"47249-abs-S2L-2019-2020-1";"Site/facility";2020;NA;NA;"Scope 2";"";"S2L";"absolute";NA;0;0;9834;0;1;NA;NA;0
"S12M";49441;"Leidos";"United States of America";"Global";"IT & software development";"Services";"IT services";2010;25;2020;116983;116983;NA;2019;55276;NA;NA;1;100;"Scope 1+2 (market-based)";2728;NA;NA;2728;NA;NA;"49441-abs-S12M-2010-2020-1";NA;2010;"No, but we anticipate setting one in the next 2 years";210.994759922382;"Scope 1+2";"S1";"S2M";"absolute";116983;116983;2728;NA;1;1;87737.25;90661.825;55276
"S12M";49441;"Leidos";"United States of America";"Global";"IT & software development";"Services";"IT services";2010;25;2020;116983;116983;NA;2019;55276;NA;NA;1;100;"Scope 1+2 (market-based)";2728;62275;52548;2728;62275;52548;"49441-abs-S12M-2010-2020-1";NA;2010;"No, but we anticipate setting one in the next 2 years";210.994759922382;"Scope 1+2";"S1";"S2M";"absolute";116983;116983;2728;52548;0.0493523409798104;1;87737.25;90661.825;55276
"S12M";49441;"Leidos";"United States of America";"Global";"IT & software development";"Services";"IT services";2010;25;2020;116983;116983;NA;2019;55276;NA;NA;1;100;"Scope 1+2 (market-based)";NA;62275;52548;NA;62275;52548;"49441-abs-S12M-2010-2020-1";NA;2010;"No, but we anticipate setting one in the next 2 years";210.994759922382;"Scope 1+2";"S1";"S2M";"absolute";116983;116983;NA;52548;1;1;87737.25;90661.825;55276
"S12M";51285;"Media6";"France";"Global";"Metal products manufacturing";"Manufacturing";"Metal containers & packaging";2017;5;2025;2957;2887.65;NA;2019;NA;NA;NA;1;93;"Scope 1+2 (market-based)";1361;NA;NA;1361;NA;NA;"51285-abs-S12M-2017-2025-1";NA;2018;"No, but we anticipate setting one in the next 2 years";225.904633074062;"Scope 1+2";"S1";"S2M";"absolute";2957;2957;1361;NA;1;1;2809.15;2920.0375;2920.0375
