"account_id";"company_name";"primary_industry";"Scope";"% emissions in Scope";"BY_covered";"BY_Scope_exclS3";"BY_Scope";"MRY_Scope";"MRY_Scope_exclS3";"MRY_Covered";"% reduction from base year";"Target year";"Target status";"Target coverage";"MRY_inventory";"MRY_target";"TargetActive";"Quantifiable";"Scope1_2";"Full_coverage";"Include"
4832;"Dominion Energy";"Power generation";"Scope 1";100;57441116;NA;57441116;33237107;NA;32911494;55;2030;"Underway";"Business division";33237107;32911494;TRUE;TRUE;TRUE;TRUE;TRUE
4833;"Domtar Corporation";"Materials";"Scope 1+2 (market-based)";99;3608685;NA;3608685;2648150;NA;2625635;15;2020;"Achieved";"Business division";2621668.5;2625635;FALSE;TRUE;TRUE;TRUE;FALSE
4836;"Pan Pacific International Holdings Corporation";"Retail";"Scope 1+2 (location-based)";100;476093;NA;NA;NA;NA;350955;26;2030;"Achieved";"Business division";0;350955;TRUE;TRUE;TRUE;TRUE;TRUE
4839;"DB Insurance";"Services";"Scope 1+2 (location-based) +3 (upstream)";100;25488;25247;25489;25489;25247;25488;25;2030;"Underway";"Company-wide";25247;25488;TRUE;TRUE;TRUE;TRUE;TRUE
4855;"Doosan Infracore";"Manufacturing";"Scope 1+2 (location-based)";79.34;112186;NA;NA;90447;NA;90447;13.2;2020;"Achieved";"Country/region";71760.6498;90447;FALSE;TRUE;TRUE;FALSE;FALSE
4855;"Doosan Infracore";"Manufacturing";"Scope 2 (location-based)";79.34;112186;NA;NA;66486;NA;90447;13.72;2023;"New";"Country/region";52749.9924;90447;TRUE;TRUE;TRUE;FALSE;FALSE
4855;"Doosan Infracore";"Manufacturing";"Scope 1+2 (location-based)";79.34;112186;NA;NA;90447;NA;90447;14.07;2025;"New";"Country/region";71760.6498;90447;TRUE;TRUE;TRUE;FALSE;FALSE
4861;"Doosan Heavy Industries & Construction";"Manufacturing";"Scope 1+2 (location-based)";99;306590;NA;NA;229327;NA;NA;7.6;2030;NA;NA;227033.73;0;FALSE;TRUE;TRUE;TRUE;FALSE
4895;"Keurig Dr Pepper";"Food, beverage & agriculture";"Scope 1+2 (market-based)";100;411136.2;NA;411136.36;383035;NA;383035.82;30;2030;"New";"Company-wide";383035;383035.82;TRUE;TRUE;TRUE;TRUE;TRUE
4899;"Downer EDI";"Services";"Scope 1+2 (location-based)";100;580090.92;NA;580090.92;591169.164;NA;591168.95;45;2035;"Underway";"Company-wide";591169.164;591168.95;TRUE;TRUE;TRUE;TRUE;TRUE
4899;"Downer EDI";"Services";"Scope 1+2 (location-based)";100;580090.92;NA;580090.92;591169.164;NA;591168.95;94.8;2050;"Underway";"Company-wide";591169.164;591168.95;TRUE;TRUE;TRUE;TRUE;TRUE
4902;"Drägerwerk AG";"Biotech, health care & pharma";"Scope 1+2 (location-based) +3 (downstream)";100;120774;68485;44608;77539;42826;88428;11;2020;"Achieved";"Company-wide";42826;88428;FALSE;TRUE;TRUE;TRUE;FALSE
4902;"Drägerwerk AG";"Biotech, health care & pharma";"Scope 1+2 (location-based) +3 (downstream)";100;120774;68485;44608;77539;42826;88428;29;2025;"New";"Company-wide";42826;88428;TRUE;TRUE;TRUE;TRUE;TRUE
4906;"Drax Group";"Power generation";"Scope 1+2 (location-based)";100;4484437;NA;4484437;3079981;NA;3079980;100;2030;"Underway";"Company-wide";3079981;3079980;TRUE;TRUE;TRUE;TRUE;TRUE
4911;"Dr. Reddy’s Laboratories";"Biotech, health care & pharma";"Scope 1+2 (location-based)";100;544395;NA;460808;527431.2;NA;527431.2;55;2030;"Underway";"Company-wide";527431.2;527431.2;TRUE;TRUE;TRUE;TRUE;TRUE
5021;"DTE Energy Company";"Fossil Fuels";"Scope 1";94;37700000;NA;37722000;24558180;NA;20887000;80;2040;"Underway";"Business division";23084689.2;20887000;TRUE;TRUE;TRUE;TRUE;TRUE
5021;"DTE Energy Company";"Fossil Fuels";"Scope 1";94;37700000;NA;37722000;24558180;NA;20887000;50;2030;"Underway";"Business division";23084689.2;20887000;TRUE;TRUE;TRUE;TRUE;TRUE
5021;"DTE Energy Company";"Fossil Fuels";"Scope 1";94;37700000;NA;37722000;24558180;NA;20887000;32;2023;"Underway";"Business division";23084689.2;20887000;TRUE;TRUE;TRUE;TRUE;TRUE
5021;"DTE Energy Company";"Fossil Fuels";"Scope 1";94;37700000;NA;37722000;24558180;NA;20887000;100;2050;"Underway";"Business division";23084689.2;20887000;TRUE;TRUE;TRUE;TRUE;TRUE
5021;"DTE Energy Company";"Fossil Fuels";"Scope 1";100;1400000;NA;37722000;24558180;NA;623755;100;2050;"Underway";"Business division";24558180;623755;TRUE;TRUE;TRUE;TRUE;TRUE
5025;"DSV Panalpina A/S";"Transportation services";"Scope 1+2 (location-based)";100;189897;NA;189897;178591;NA;178591;40;2030;"Underway";"Company-wide";178591;178591;TRUE;TRUE;TRUE;TRUE;TRUE
5052;"Duke Energy Corporation";"Power generation";"Scope 1";100;138800000;NA;138800000;74976000;NA;74126405;50;2030;"Underway";"Company-wide";74976000;74126405;TRUE;TRUE;TRUE;TRUE;TRUE
5052;"Duke Energy Corporation";"Power generation";"Scope 1";100;138800000;NA;138800000;74976000;NA;74126405;100;2050;"Underway";"Company-wide";74976000;74126405;TRUE;TRUE;TRUE;TRUE;TRUE
5052;"Duke Energy Corporation";"Power generation";"Scope 1";100;178138;NA;74976000;74976000;NA;178138;100;2030;"Underway";"Business division";74976000;178138;TRUE;TRUE;TRUE;TRUE;TRUE
5066;"Duratex S/A";"Manufacturing";"Scope 1";100;265184.97;NA;264375.99;290135.18;NA;270958.25;25;2025;"Underway";"Company-wide";290135.18;270958.25;TRUE;TRUE;TRUE;TRUE;TRUE
5087;"Dynapack International Technology Corporation";"Manufacturing";"Scope 1";100;22804.71;NA;1218.89;1218.89;NA;22804.71;50;2030;"Achieved";"Site/facility";1218.89;22804.71;TRUE;TRUE;TRUE;TRUE;TRUE
5089;"DZ Bank";"Services";"Scope 1+2 (location-based) +3 (upstream)";100;154994;NA;NA;NA;NA;57046.9;65;2030;"Underway";"Company-wide";0;57046.9;TRUE;TRUE;TRUE;TRUE;TRUE
5108;"E.ON SE";"Infrastructure";"Scope 1+2 (location-based)";100;8704639;NA;8700000;8051870.13;NA;8051870;75;2030;"Underway";"Company-wide";8051870.13;8051870;TRUE;TRUE;TRUE;TRUE;TRUE
5108;"E.ON SE";"Infrastructure";"Scope 1+2 (location-based)";100;8704639;NA;8700000;8051870.13;NA;8051870;100;2040;"Underway";"Company-wide";8051870.13;8051870;TRUE;TRUE;TRUE;TRUE;TRUE
5145;"East Japan Railway Company";"Transportation services";"Scope 1+2 (market-based)";86;2150000;NA;2500000;2500000;NA;1990000;50;2031;"New";"Company-wide";2150000;1990000;TRUE;TRUE;TRUE;FALSE;FALSE
5145;"East Japan Railway Company";"Transportation services";"Scope 1+2 (location-based)";86;2150000;NA;2600000;2480000;NA;1990000;100;2051;"New";"Company-wide";2132800;1990000;TRUE;TRUE;TRUE;FALSE;FALSE
5154;"Ecolab Inc.";"Services";"Scope 1+2 (market-based)";100;489389;NA;489389;340004;NA;340004;50;2030;"Underway";"Company-wide";340004;340004;TRUE;TRUE;TRUE;TRUE;TRUE
5169;"Eastman Chemical Company";"Materials";"Scope 1+2 (location-based)";100;7710490;NA;7710490;6372993;NA;6372993;32;2030;"New";"Company-wide";6372993;6372993;TRUE;TRUE;TRUE;TRUE;TRUE
5194;"Eaton Corporation";"Manufacturing";"Scope 1+2 (market-based)";100;1099044;NA;1099044.17;900557.37;NA;900557;50;2030;"Underway";"Company-wide";900557.37;900557;TRUE;TRUE;TRUE;TRUE;TRUE
5197;"eBay Inc.";"Services";"Scope 1+2 (market-based)";100;119919;NA;119919;66562;NA;66562;50;2025;"Underway";"Company-wide";66562;66562;TRUE;TRUE;TRUE;TRUE;TRUE
5197;"eBay Inc.";"Services";"Scope 1+2 (market-based)";100;119919;NA;119919;66562;NA;66562;75;2030;"Underway";"Company-wide";66562;66562;TRUE;TRUE;TRUE;TRUE;TRUE
5197;"eBay Inc.";"Services";"Scope 1+2 (market-based)";100;119919;NA;119919;66562;NA;66562;80;2035;"Underway";"Company-wide";66562;66562;TRUE;TRUE;TRUE;TRUE;TRUE
5207;"ECS";"Transportation services";"Scope 1+2 (location-based)";100;9277.66;NA;9277.67;4997.18;NA;4997.18;25;2025;"New";"Company-wide";4997.18;4997.18;TRUE;TRUE;TRUE;TRUE;TRUE
5280;"EDP - Energias do Brasil S.A.";"Infrastructure";"Scope 1";100;5429189.58;NA;5429189.57;1875717.97;NA;1821784.93;10;2027;"Underway";"Company-wide";1875717.97;1821784.93;TRUE;TRUE;TRUE;TRUE;TRUE
5280;"EDP - Energias do Brasil S.A.";"Infrastructure";"Scope 2 (location-based)";100;440853.87;NA;348820.07;202752.8;NA;202752.79;41.41;2030;"Underway";"Company-wide";202752.8;202752.79;TRUE;TRUE;TRUE;TRUE;TRUE
5300;"EDP - Energias de Portugal S.A.";"Power generation";"Scope 1+2 (location-based)";100;22532018;NA;22532019;9905012.8;NA;9905012.6;90;2030;"Revised";"Company-wide";9905012.8;9905012.6;TRUE;TRUE;TRUE;TRUE;TRUE
5344;"Electrolux";"Manufacturing";"Scope 1+2 (market-based)";100;462152;NA;462151;109566;NA;109566;80;2025;"Underway";"Company-wide";109566;109566;TRUE;TRUE;TRUE;TRUE;TRUE
5351;"Eisai Co., Ltd.";"Biotech, health care & pharma";"Scope 1+2 (location-based)";100;91558;NA;NA;83197;NA;54967;23;2020;"Achieved";"Other, please specify: Eisai group in Japan (Plants, Research laborateries, and Offices)";83197;54967;FALSE;TRUE;TRUE;TRUE;FALSE
5351;"Eisai Co., Ltd.";"Biotech, health care & pharma";"Scope 1+2 (market-based) +3 (upstream)";100;134547;NA;NA;407940;81583;81588;30;2030;"Achieved";"Company-wide";81583;81588;TRUE;TRUE;TRUE;TRUE;TRUE
5357;"Grupo Elecnor";"Infrastructure";"Scope 1+2 (market-based)";100;56071.87;NA;56071.87;56071.87;NA;56071.87;38;2035;"New";"Company-wide";56071.87;56071.87;TRUE;TRUE;TRUE;TRUE;TRUE
5357;"Grupo Elecnor";"Infrastructure";"Scope 1+2 (location-based)";100;44179;NA;53683;57070;NA;56071.87;25;2030;"Underway";"Company-wide";57070;56071.87;TRUE;TRUE;TRUE;TRUE;TRUE
5369;"EDF";"Power generation";"Scope 1+2 (location-based)";100;76621532;NA;51800000;28011770;NA;56570851;50;2030;"Underway";"Company-wide";28011770;56570851;TRUE;TRUE;TRUE;TRUE;TRUE
5369;"EDF";"Power generation";"Scope 1+2 (location-based)";100;76621532;NA;51800000;28011770;NA;56570851;23;2023;"Underway";"Company-wide";28011770;56570851;TRUE;TRUE;TRUE;TRUE;TRUE
5400;"Elisa Oyj";"Services";"Scope 1+2 (market-based)";95;13142;NA;13142;2328;NA;2328;50;2025;"Underway";"Company-wide";2211.6;2328;TRUE;TRUE;TRUE;TRUE;TRUE
5400;"Elisa Oyj";"Services";"Scope 1+2 (market-based)";95;13142;NA;13142;2328;NA;0;100;2020;"Achieved";"Company-wide";2211.6;0;FALSE;TRUE;TRUE;TRUE;FALSE
5414;"Elitegroup computer systems co., Ltd.";"Manufacturing";"Scope 1+2 (location-based)";100;29575;NA;29574.32;29283.658;NA;29427.12;0.5;2020;"Achieved";"Company-wide";29283.658;29427.12;FALSE;TRUE;TRUE;TRUE;FALSE
5516;"ENAGAS";"Fossil Fuels";"Scope 1+2 (market-based)";100;304757.8;NA;324352.171;209968.006;NA;209968.01;5;2021;"Underway";"Company-wide";209968.006;209968.01;TRUE;TRUE;TRUE;TRUE;TRUE
5516;"ENAGAS";"Fossil Fuels";"Scope 1+2 (market-based)";100;304757.83;NA;324352.171;209968.006;NA;209968.01;15;2025;"Underway";"Company-wide";209968.006;209968.01;TRUE;TRUE;TRUE;TRUE;TRUE
5516;"ENAGAS";"Fossil Fuels";"Scope 1+2 (market-based)";100;304757.83;NA;324352.171;209968.006;NA;209968.01;41;2030;"Revised";"Company-wide";209968.006;209968.01;TRUE;TRUE;TRUE;TRUE;TRUE
5516;"ENAGAS";"Fossil Fuels";"Scope 1+2 (market-based)";100;304757.83;NA;324352.171;209968.006;NA;209968.01;65;2040;"Revised";"Company-wide";209968.006;209968.01;TRUE;TRUE;TRUE;TRUE;TRUE
5516;"ENAGAS";"Fossil Fuels";"Scope 1";100;275889.04;NA;275889.036;208313.902;NA;208313.9;10.7;2020;"Achieved";"Company-wide";208313.902;208313.9;FALSE;TRUE;TRUE;TRUE;FALSE
5516;"ENAGAS";"Fossil Fuels";"Scope 2 (market-based)";100;34273.03;NA;34273.033;1654.104;NA;1654.1;10.7;2020;"Revised";"Company-wide";1654.104;1654.1;FALSE;TRUE;TRUE;TRUE;FALSE
5519;"Emera Inc.";"Power generation";"Scope 1+2 (location-based)";100;25017167;NA;25017167;15545778;NA;15349492;55;2025;"New";"Company-wide";15545778;15349492;TRUE;TRUE;TRUE;TRUE;TRUE
5519;"Emera Inc.";"Power generation";"Scope 1+2 (location-based)";100;25017167;NA;25017167;15545778;NA;15349492;80;2040;"New";"Company-wide";15545778;15349492;TRUE;TRUE;TRUE;TRUE;TRUE
5532;"Emira Property Fund";"Services";"Scope 1+2 (location-based)";100;172970;NA;172970;141805.88;NA;164473;13;2023;"Replaced";"Company-wide";141805.88;164473;FALSE;TRUE;TRUE;TRUE;FALSE
5566;"EnBW Energie Baden-Württemberg AG";"Infrastructure";"Scope 1+2 (location-based)";100;17583128;NA;17539600;10268219;NA;10321830;50;2030;"New";"Company-wide";10268219;10321830;TRUE;TRUE;TRUE;TRUE;TRUE
5566;"EnBW Energie Baden-Württemberg AG";"Infrastructure";"Scope 1+2 (location-based)";100;17583128;NA;17539600;10268219;NA;10321830;95;2036;"New";"Company-wide";10268219;10321830;TRUE;TRUE;TRUE;TRUE;TRUE
5574;"ENEL SpA";"Infrastructure";"Scope 1";100;105200000;NA;105961618;45255000;NA;45260000;100;2050;"Underway";"Company-wide";45255000;45260000;TRUE;TRUE;TRUE;TRUE;TRUE
5584;"Endesa";"Power generation";"Scope 1";100;34801749;NA;34801749;10298310;NA;10298310;100;2050;"Underway";"Company-wide";10298310;10298310;TRUE;TRUE;TRUE;TRUE;TRUE
5634;"Eni SpA";"Fossil Fuels";"Scope 1";12.42;5327942;NA;42883588;37762458;NA;4052638;100;2025;"Underway";"Business division";4690097.2836;4052638;TRUE;TRUE;TRUE;FALSE;FALSE
5634;"Eni SpA";"Fossil Fuels";"Scope 1";6.75;2894206;NA;42883588;37762458;NA;280770;80;2025;"Achieved";"Business division";2548965.915;280770;TRUE;TRUE;TRUE;FALSE;FALSE
5634;"Eni SpA";"Fossil Fuels";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;505000000;44018462;296372203;244419820;38494064;439000000;21;2030;"Revised";"Company-wide";38494064;439000000;TRUE;TRUE;TRUE;TRUE;TRUE
5634;"Eni SpA";"Fossil Fuels";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;537000000;44018462;296372203;244419820;38494064;439000000;54;2040;"Revised";"Company-wide";38494064;439000000;TRUE;TRUE;TRUE;TRUE;TRUE
5653;"Entergy Corporation";"Infrastructure";"Scope 1+2 (location-based)";100;48262228;NA;49050228;33064307;NA;33064307;20;2020;"Achieved";"Company-wide";33064307;33064307;FALSE;TRUE;TRUE;TRUE;FALSE
5653;"Entergy Corporation";"Infrastructure";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;49960899;49050228;NA;37059564;33064307;36963693;100;2050;"New";"Company-wide";33064307;36963693;TRUE;TRUE;TRUE;TRUE;TRUE
5802;"Eramet";"Materials";"Scope 1+2 (market-based)";100;4071804;NA;NA;3682055;NA;3682054;40;2035;"New";"Company-wide";3682055;3682054;TRUE;TRUE;TRUE;TRUE;TRUE
5811;"Ericsson";"Manufacturing";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;560000;260000;42428975;36719500;114000;243000;35;2022;"Underway";"Company-wide";114000;243000;TRUE;TRUE;TRUE;TRUE;TRUE
5885;"Estee Lauder Companies Inc.";"Materials";"Scope 1+2 (market-based)";100;57444;NA;49586.9;27226.45;NA;27226;50;2030;"Underway";"Company-wide";27226.45;27226;TRUE;TRUE;TRUE;TRUE;TRUE
5921;"Eurazeo";"Services";"Scope 1+2 (location-based)";100;182.2;NA;134.73;135.62;NA;135.62;44.2;2030;"Underway";"Company-wide";135.62;135.62;TRUE;TRUE;TRUE;TRUE;TRUE
6032;"Euromoney Institutional Investor PLC";"Services";"Scope 1+2 (location-based) +3 (upstream)";100;9124;3200;8000;4194;2163;4195;10;2020;"Achieved";"Company-wide";2163;4195;FALSE;TRUE;TRUE;TRUE;FALSE
6086;"EVN AG";"Infrastructure";"Scope 1+2 (market-based)";0.3;8087;NA;2399542;2399542;NA;8087;100;2021;"New";"Other, please specify: EVN Wasser GmbH  (EVN's drinking water supply company in Lower Austria)";7198.626;8087;TRUE;TRUE;TRUE;FALSE;FALSE
6125;"Expedia Group";"Services";"Scope 1+2 (location-based) +3 (upstream)";100;NA;23777;40697;40697;23777;NA;100;2020;"Achieved";"Company-wide";23777;0;FALSE;TRUE;TRUE;TRUE;FALSE
6125;"Expedia Group";"Services";"Scope 2 (market-based)";57.8;24113;NA;0;13899;NA;NA;100;2031;NA;"Company-wide";8033.622;0;FALSE;TRUE;TRUE;FALSE;FALSE
6193;"FamilyMart Co.,Ltd.";"Retail";"Scope 1+2 (market-based)";100;1597519;NA;1773569;1384010;NA;1384010;30;2030;"Underway";"Company-wide";1384010;1384010;TRUE;TRUE;TRUE;TRUE;TRUE
6195;"Fancl Corporation";"Materials";"Scope 1+2 (market-based)";100;12864;NA;NA;10431.8;NA;10431.8;41.4;2030;"Underway";"Company-wide";10431.8;10431.8;TRUE;TRUE;TRUE;TRUE;TRUE
6195;"Fancl Corporation";"Materials";"Scope 1+2 (market-based)";100;12864;NA;NA;10431.8;NA;10431.8;100;2050;"Underway";"Company-wide";10431.8;10431.8;TRUE;TRUE;TRUE;TRUE;TRUE
6211;"Far EasTone Telecommunications";"Services";"Scope 1+2 (location-based)";100;304806.54;NA;304806.55;249598.465;NA;249598.46;20.3;2030;"Underway";"Company-wide";249598.465;249598.46;TRUE;TRUE;TRUE;TRUE;TRUE
6263;"Faurecia";"Manufacturing";"Scope 1+2 (location-based)";100;912000;NA;752000;649000;NA;779000;100;2025;"Underway";"Company-wide";649000;779000;TRUE;TRUE;TRUE;TRUE;TRUE
6285;"Fifth Third Bancorp";"Services";"Scope 1+2 (location-based)";100;106103;NA;152847;85690;NA;62633;25;2022;"Achieved";"Company-wide";85690;62633;TRUE;TRUE;TRUE;TRUE;TRUE
6305;"Ferrovial";"Infrastructure";"Scope 1+2 (market-based)";100;1139094;NA;1139.094;870136;NA;870135;32;2030;"Underway";"Company-wide";870136;870135;TRUE;TRUE;TRUE;TRUE;TRUE
6305;"Ferrovial";"Infrastructure";"Scope 2 (market-based)";100;1139094;NA;165.959;52632;NA;870135;80;2050;"New";"Company-wide";52632;870135;TRUE;TRUE;TRUE;TRUE;TRUE
6331;"Leonardo";"Manufacturing";"Scope 1+2 (market-based)";100;403636;NA;403636;422714;NA;422714;40;2030;"New";"Company-wide";422714;422714;TRUE;TRUE;TRUE;TRUE;TRUE
6331;"Leonardo";"Manufacturing";"Scope 1+2 (market-based)";100;403636;NA;403636;422714;NA;422714;4;2024;"Replaced";"Company-wide";422714;422714;FALSE;TRUE;TRUE;TRUE;FALSE
6332;"Finnair";"Transportation services";"Scope 1";99.99;3566389;NA;3567039;1151517;NA;1151299;100;2045;"New";"Company-wide";1151401.8483;1151299;TRUE;TRUE;TRUE;TRUE;TRUE
6332;"Finnair";"Transportation services";"Scope 1";100;2805064;NA;3567039;1151517;NA;1151188;50;2025;"New";"Company-wide";1151517;1151188;TRUE;TRUE;TRUE;TRUE;TRUE
6332;"Finnair";"Transportation services";"Scope 1+2 (market-based)";0.01;11697;NA;3578242;1160216;NA;8802;100;2022;"New";"Company-wide";116.0216;8802;TRUE;TRUE;TRUE;FALSE;FALSE
6333;"Finning International Inc.";"Retail";"Scope 1+2 (market-based)";100;108708;NA;NA;127429;NA;79834;20;2027;"Underway";"Company-wide";127429;79834;TRUE;TRUE;TRUE;TRUE;TRUE
6338;"Essentra";"Manufacturing";"Scope 1+2 (market-based)";100;72375;NA;65522;58141;NA;62930;100;2040;"New";"Company-wide";58141;62930;TRUE;TRUE;TRUE;TRUE;TRUE
6383;"FirstEnergy Corporation";"Power generation";"Scope 1";100;18102068;NA;18102068;14704679;NA;14704679;30;2030;"Underway";"Company-wide";14704679;14704679;TRUE;TRUE;TRUE;TRUE;TRUE
6383;"FirstEnergy Corporation";"Power generation";"Scope 1";100;18102068;NA;18102068;14704679;NA;14704679;100;2050;"Underway";"Company-wide";14704679;14704679;TRUE;TRUE;TRUE;TRUE;TRUE
6394;"FIRMENICH SA";"Materials";"Scope 1+2 (market-based)";100;146010;NA;146010;80420;NA;80420;20;2020;"Achieved";"Company-wide";80420;80420;FALSE;TRUE;TRUE;TRUE;FALSE
6394;"FIRMENICH SA";"Materials";"Scope 1+2 (market-based)";100;132308;NA;132308;80420;NA;80420;55;2030;"Underway";"Company-wide";80420;80420;TRUE;TRUE;TRUE;TRUE;TRUE
6394;"FIRMENICH SA";"Materials";"Scope 1+2 (market-based)";100;146010;NA;146010;80420;NA;80420;75;2050;"Underway";"Company-wide";80420;80420;TRUE;TRUE;TRUE;TRUE;TRUE
6419;"First Solar Inc";"Manufacturing";"Scope 1+2 (market-based)";100;351734;NA;351734;351734;NA;351734;20;2028;"New";"Company-wide";351734;351734;TRUE;TRUE;TRUE;TRUE;TRUE
6419;"First Solar Inc";"Manufacturing";"Scope 1+2 (market-based)";100;351734;NA;351734;351734;NA;351734;100;2050;"New";"Company-wide";351734;351734;TRUE;TRUE;TRUE;TRUE;TRUE
6432;"Fisher & Paykel Healthcare Corporation";"Biotech, health care & pharma";"Scope 1+2 (location-based)";1.9;11198.33;NA;11198;13980.44;NA;12515.02;67.2;2034;"Underway";"Company-wide";265.62836;12515.02;TRUE;TRUE;TRUE;FALSE;FALSE
6436;"Firstrand Limited";"Services";"Scope 1+2 (location-based)";94.7;264130.25;NA;281831.35;190772.77;NA;179362.15;75;2050;"Underway";"Country/region";180661.81319;179362.15;TRUE;TRUE;TRUE;TRUE;TRUE
6516;"Fiskars Corporation";"Manufacturing";"Scope 1+2 (market-based)";100;85289;NA;86861;48380.21;NA;48380.21;60;2030;"New";"Company-wide";48380.21;48380.21;TRUE;TRUE;TRUE;TRUE;TRUE
6532;"Firstsource Solutions";"Services";"Scope 1+2 (location-based)";100;3298.35;NA;2240.47;5006.01;NA;5006.01;5;2020;"New";"Company-wide";5006.01;5006.01;FALSE;TRUE;TRUE;TRUE;FALSE
6546;"Fletcher Building";"Materials";"Scope 1+2 (location-based)";95;1238380;NA;1236022;1146851;NA;1146851;30;2030;"Underway";"Company-wide";1089508.45;1146851;TRUE;TRUE;TRUE;TRUE;TRUE
6550;"Flex Ltd.";"Manufacturing";"Scope 2 (market-based)";100;878181;NA;775817;628261;NA;704688;50;2030;"New";"Company-wide";628261;704688;TRUE;TRUE;TRUE;TRUE;TRUE
6555;"FLSmidth & Co. A/S";"Manufacturing";"Scope 1+2 (location-based)";100;53222.08;NA;53222.08;36955.83;NA;36955.83;2;2020;"Achieved";"Company-wide";36955.83;36955.83;FALSE;TRUE;TRUE;TRUE;FALSE
6559;"Fluor Corporation";"Infrastructure";"Scope 1+2 (location-based)";63;59000;NA;59180;46570;NA;46000;100;2023;"New";"Company-wide";29339.1;46000;TRUE;TRUE;TRUE;FALSE;FALSE
6564;"Fluidra";"Manufacturing";"Scope 2 (market-based)";3;10607;NA;10607;10607;NA;10607;3;2022;"Underway";"Company-wide";318.21;10607;TRUE;TRUE;TRUE;FALSE;FALSE
6582;"Fortum Oyj";"Power generation";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;104251800;69057900;25163900;77691800;49855500;77691900;100;2050;"New";"Company-wide";49855500;77691900;TRUE;TRUE;TRUE;TRUE;TRUE
6582;"Fortum Oyj";"Power generation";"Scope 1+2 (market-based)";40;27695300;NA;69057900;49855500;NA;19165900;50;2030;"New";"Country/region";19942200;19165900;TRUE;TRUE;TRUE;FALSE;FALSE
6582;"Fortum Oyj";"Power generation";"Scope 1+2 (market-based)";40;27695300;NA;69057900;49855500;NA;19165900;100;2035;"New";"Country/region";19942200;19165900;TRUE;TRUE;TRUE;FALSE;FALSE
6595;"Ford Motor Company";"Manufacturing";"Scope 1+2 (market-based)";100;4653734;NA;4653734;3572034;NA;3572034;76;2035;"New";"Company-wide";3572034;3572034;TRUE;TRUE;TRUE;TRUE;TRUE
6595;"Ford Motor Company";"Manufacturing";"Scope 1+2 (market-based)";100;3985890;NA;4653734;3572034;NA;3074244;18;2023;"New";"Business activity";3572034;3074244;TRUE;TRUE;TRUE;TRUE;TRUE
6595;"Ford Motor Company";"Manufacturing";"Scope 1+2 (location-based)";100;4168442;NA;4792292;3840126;NA;3636301;16.2;2023;"Replaced";"Company-wide";3840126;3636301;FALSE;TRUE;TRUE;TRUE;FALSE
6595;"Ford Motor Company";"Manufacturing";"Scope 1+2 (location-based)";100;4168442;NA;4792292;3840126;NA;3636301;75;2035;"Replaced";"Company-wide";3840126;3636301;FALSE;TRUE;TRUE;TRUE;FALSE
6602;"Formosa Petrochemical";"Fossil Fuels";"Scope 1+2 (location-based)";100;27396162;NA;27393038.168;25540079.33;NA;25540079;30;2035;"Revised";"Company-wide";25540079.33;25540079;TRUE;TRUE;TRUE;TRUE;TRUE
6602;"Formosa Petrochemical";"Fossil Fuels";"Scope 1+2 (location-based)";100;28909036;NA;NA;25540079.33;NA;25540079;4.1;2025;"Underway";"Site/facility";25540079.33;25540079;TRUE;TRUE;TRUE;TRUE;TRUE
6602;"Formosa Petrochemical";"Fossil Fuels";"Scope 1+2 (location-based)";100;25671446;NA;NA;25540079.33;NA;25540079;50;2050;"Underway";"Company-wide";25540079.33;25540079;TRUE;TRUE;TRUE;TRUE;TRUE
6612;"Formosa Chemicals & Fibre Corporation";"Materials";"Scope 1+2 (location-based)";100;12227328;NA;9391076.73;8357526.727;NA;8542799;20;2030;"Underway";"Company-wide";8357526.727;8542799;TRUE;TRUE;TRUE;TRUE;TRUE
6612;"Formosa Chemicals & Fibre Corporation";"Materials";"Scope 1+2 (location-based)";100;9391076.73;NA;9391076.73;8357526.727;NA;8542799;50;2050;"Underway";"Company-wide";8357526.727;8542799;TRUE;TRUE;TRUE;TRUE;TRUE
6634;"Fortescue Metals Group";"Materials";"Scope 1+2 (location-based)";100;2071322;NA;2071322;2071322;NA;2071322;100;2030;"New";"Other, please specify: Company-wide, current operations";2071322;2071322;TRUE;TRUE;TRUE;TRUE;TRUE
6669;"FP Corporation";"Manufacturing";"Scope 1+2 (market-based)";100;126816;NA;NA;243446;NA;224908;20;2021;"Achieved";"Company-wide";243446;224908;TRUE;TRUE;TRUE;TRUE;TRUE
6764;"Orange";"Services";"Scope 1+2 (market-based)";96.4;1316233;NA;1186822;1203394;NA;1203394;30;2025;"New";"Company-wide";1160071.816;1203394;TRUE;TRUE;TRUE;TRUE;TRUE
6829;"FSP Technology Inc.";"Manufacturing";"Scope 1+2 (location-based)";100;29193;NA;29192.62;16802.026;NA;16802;50;2020;"Achieved";"Country/region";16802.026;16802;FALSE;TRUE;TRUE;TRUE;FALSE
6841;"Fuji Electric Co., Ltd.";"Manufacturing";"Scope 1+2 (market-based)";100;535966;NA;NA;436977;NA;436977;31;2030;"Underway";"Company-wide";436977;436977;TRUE;TRUE;TRUE;TRUE;TRUE
