"account_id";"company_name";"primary_industry";"Scope";"% emissions in Scope";"BY_covered";"BY_Scope_exclS3";"BY_Scope";"MRY_Scope";"MRY_Scope_exclS3";"MRY_Covered";"% reduction from base year";"Target year";"Target status";"Target coverage";"MRY_inventory";"MRY_target";"TargetActive";"Quantifiable";"Scope1_2";"Full_coverage";"Include"
18095;"Swedish Match";"Food, beverage & agriculture";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;198478;30714;206580;183452;30928;183452;75;2050;"Underway";"Company-wide";30928;183452;TRUE;TRUE;TRUE;TRUE;TRUE
18095;"Swedish Match";"Food, beverage & agriculture";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;198478;40050.4;215916.4;192811;40287;183452;41;2030;"Underway";"Company-wide";40287;183452;TRUE;TRUE;TRUE;TRUE;TRUE
18124;"Swisscom";"Services";"Scope 1";100;14420;NA;14420;14420;NA;14420;74.9;2030;"Revised";"Company-wide";14420;14420;TRUE;TRUE;TRUE;TRUE;TRUE
18124;"Swisscom";"Services";"Scope 2 (market-based)";100;1;NA;0;0;NA;0;100;2030;"Revised";"Company-wide";0;0;TRUE;TRUE;TRUE;TRUE;TRUE
18127;"Sykes Enterprises Incorporated";"Services";"Scope 1+2 (location-based)";85;678.01;NA;NA;23070.41;NA;524;5;2016;"Achieved";"Country/region";19609.8485;524;FALSE;TRUE;TRUE;FALSE;FALSE
18135;"Symrise AG";"Materials";"Scope 1+2 (market-based)";100;325490;NA;325310;300479;NA;300479;18;2030;"Underway";"Company-wide";300479;300479;TRUE;TRUE;TRUE;TRUE;TRUE
18169;"T. Rowe Price Associates, Inc.";"Services";"Scope 1+2 (location-based) +3 (downstream)";100;43172;38396.55;NA;21420.59;NA;23833.93;13;2025;"Achieved";"Company-wide";21420.59;23833.93;TRUE;TRUE;TRUE;TRUE;TRUE
18266;"Taisei Corporation";"Infrastructure";"Scope 1+2 (location-based)";94;235195;NA;190867;317720;NA;206086;26;2030;"Underway";"Business activity";298656.8;206086;TRUE;TRUE;TRUE;TRUE;TRUE
18266;"Taisei Corporation";"Infrastructure";"Scope 1+2 (location-based)";94;235195;NA;190867;317720;NA;206086;3;2024;"New";"Business activity";298656.8;206086;TRUE;TRUE;TRUE;TRUE;TRUE
18266;"Taisei Corporation";"Infrastructure";"Scope 1+2 (location-based)";94;235195;NA;190867;317720;NA;206086;7;2022;"New";"Business activity";298656.8;206086;TRUE;TRUE;TRUE;TRUE;TRUE
18266;"Taisei Corporation";"Infrastructure";"Scope 1+2 (location-based)";94;235195;NA;190867;317720;NA;206086;8;2021;"Achieved";"Business activity";298656.8;206086;TRUE;TRUE;TRUE;TRUE;TRUE
18277;"Taiwan Mobile Co. Ltd.";"Services";"Scope 1+2 (market-based)";100;235938.84;NA;235938.839;240705.32;NA;240705.31;30;2030;"Underway";"Company-wide";240705.32;240705.31;TRUE;TRUE;TRUE;TRUE;TRUE
18280;"Taiwan Semiconductor Manufacturing";"Manufacturing";"Scope 2 (market-based)";100;7459856;NA;7459856;7459856;NA;7459856;100;2050;"New";"Company-wide";7459856;7459856;TRUE;TRUE;TRUE;TRUE;TRUE
18281;"Taiyo Nippon Sanso Corporation";"Materials";"Scope 1+2 (market-based)";100;2495000;NA;NA;5395000;NA;2010410;15;2030;"Underway";"Country/region";5395000;2010410;TRUE;TRUE;TRUE;TRUE;TRUE
18284;"Tata Communications";"Services";"Scope 1+2 (market-based)";100;115268;NA;NA;NA;NA;104014;25;2024;"Underway";"Company-wide";0;104014;TRUE;TRUE;TRUE;TRUE;TRUE
18287;"Tata Consultancy Services";"Services";"Scope 1+2 (market-based)";100;471323;NA;471323;210278;NA;210278;70;2025;"New";"Company-wide";210278;210278;TRUE;TRUE;TRUE;TRUE;TRUE
18288;"Tata Chemicals";"Materials";"Scope 1+2 (location-based)";100;4360531;NA;4360531;4124874.94;NA;4125407.62;27.5;2030;"Underway";"Company-wide";4124874.94;4125407.62;TRUE;TRUE;TRUE;TRUE;TRUE
18292;"Taiyo Yuden Co., Ltd.";"Manufacturing";"Scope 1+2 (location-based)";100;483925;NA;486602;255553;NA;483925;25;2030;"New";"Company-wide";255553;483925;TRUE;TRUE;TRUE;TRUE;TRUE
18316;"Takeda Pharmaceutical Company Limited";"Biotech, health care & pharma";"Scope 1+2 (market-based)";100;690000;NA;353465;302500;NA;529000;100;2040;"Underway";"Company-wide";302500;529000;TRUE;TRUE;TRUE;TRUE;TRUE
18316;"Takeda Pharmaceutical Company Limited";"Biotech, health care & pharma";"Scope 1+2 (market-based)";100;690000;NA;353465;302500;NA;529000;40;2025;"Underway";"Company-wide";302500;529000;TRUE;TRUE;TRUE;TRUE;TRUE
18316;"Takeda Pharmaceutical Company Limited";"Biotech, health care & pharma";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;4907776;308694;4313914;4486000;302500;0;100;2020;"Achieved";"Company-wide";302500;0;FALSE;TRUE;TRUE;TRUE;FALSE
18320;"Target Corporation";"Retail";"Scope 1+2 (market-based)";100;2567880;NA;2886609;1883429;NA;1883429;30;2030;"Underway";"Company-wide";1883429;1883429;TRUE;TRUE;TRUE;TRUE;TRUE
18341;"PJSC Tatneft";"Fossil Fuels";"Scope 1+2 (market-based)";100;8935580.71;NA;8935580.72;9160938.46;NA;9160938.45;10;2025;"Underway";"Company-wide";9160938.46;9160938.45;TRUE;TRUE;TRUE;TRUE;TRUE
18341;"PJSC Tatneft";"Fossil Fuels";"Scope 1+2 (market-based)";100;8935580.71;NA;8935580.72;9160938.46;NA;9160938.45;20;2030;"Underway";"Company-wide";9160938.46;9160938.45;TRUE;TRUE;TRUE;TRUE;TRUE
18346;"Tate & Lyle";"Food, beverage & agriculture";"Scope 1+2 (market-based)";100;2438535;NA;2584200;2393205;NA;2257047;30;2030;"New";"Company-wide";2393205;2257047;TRUE;TRUE;TRUE;TRUE;TRUE
18362;"TDC NET A/S";"Services";"Scope 1+2 (location-based) +3 (upstream)";100;149789;129600;NA;131143;32855;42582;70;2020;"Achieved";"Company-wide";32855;42582;FALSE;TRUE;TRUE;TRUE;FALSE
18362;"TDC NET A/S";"Services";"Scope 1+2 (market-based)";100;75135;NA;75135;75135;NA;75135;50;2023;"New";"Company-wide";75135;75135;TRUE;TRUE;TRUE;TRUE;TRUE
18362;"TDC NET A/S";"Services";"Scope 1+2 (market-based)";100;75135;NA;75135;75135;NA;75135;100;2028;"New";"Company-wide";75135;75135;TRUE;TRUE;TRUE;TRUE;TRUE
18362;"TDC NET A/S";"Services";"Scope 1+2 (market-based)";100;75135;NA;75135;75135;NA;75135;56;2030;"New";"Company-wide";75135;75135;TRUE;TRUE;TRUE;TRUE;TRUE
18373;"Tech Mahindra";"Services";"Scope 1+2 (location-based)";100;114309;NA;114309;74348.9;NA;74348.9;50;2050;"Underway";"Company-wide";74348.9;74348.9;TRUE;TRUE;TRUE;TRUE;TRUE
18373;"Tech Mahindra";"Services";"Scope 1+2 (location-based)";100;114309;NA;114309;74348.9;NA;74348.9;22;2030;"Achieved";"Company-wide";74348.9;74348.9;TRUE;TRUE;TRUE;TRUE;TRUE
18377;"Tecan Group Ltd";"Biotech, health care & pharma";"Scope 1+2 (location-based)";100;1344.46;NA;1344.46;1875.4;NA;878.7;33;2022;"Achieved";"Company-wide";1875.4;878.7;TRUE;TRUE;TRUE;TRUE;TRUE
18405;"Teknion Limited";"Manufacturing";"Scope 1";100;10011;NA;10011.69;8013.24;NA;8013.24;50;2030;"Revised";"Company-wide";8013.24;8013.24;TRUE;TRUE;TRUE;TRUE;TRUE
18405;"Teknion Limited";"Manufacturing";"Scope 2 (location-based)";100;7986;NA;7985.82;2670;NA;2670.9;50;2030;"Underway";"Company-wide";2670;2670.9;TRUE;TRUE;TRUE;TRUE;TRUE
18415;"Telecom Italia";"Services";"Scope 2 (market-based)";100;641540;NA;641541;495623;NA;495623;70;2025;"Underway";"Country/region";495623;495623;TRUE;TRUE;TRUE;TRUE;TRUE
18415;"Telecom Italia";"Services";"Scope 1+2 (market-based)";100;795369;NA;795370;626273;NA;626273;81;2030;"Underway";"Company-wide";626273;626273;TRUE;TRUE;TRUE;TRUE;TRUE
18417;"Teijin Ltd.";"Materials";"Scope 1+2 (market-based)";99.5;1481626;NA;1411021;1369389;NA;1369390;30;2030;"Revised";"Company-wide";1362542.055;1369390;TRUE;TRUE;TRUE;TRUE;TRUE
18421;"Tele2 AB";"Services";"Scope 1+2 (market-based)";48;43041;NA;96899;11036;NA;8937;90;2025;"New";"Country/region";5297.28;8937;TRUE;TRUE;TRUE;FALSE;FALSE
18421;"Tele2 AB";"Services";"Scope 1+2 (market-based)";48;43041;NA;96899;11036;NA;8937;100;2029;"New";"Country/region";5297.28;8937;TRUE;TRUE;TRUE;FALSE;FALSE
18427;"Telefónica";"Services";"Scope 1+2 (market-based)";100;1912188;NA;1912188;743366;NA;743366.3;70;2025;"Revised";"Company-wide";743366;743366.3;TRUE;TRUE;TRUE;TRUE;TRUE
18427;"Telefónica";"Services";"Scope 1+2 (market-based)";100;1912188;NA;1912188;743366;NA;743366.3;80;2030;"Revised";"Company-wide";743366;743366.3;TRUE;TRUE;TRUE;TRUE;TRUE
18427;"Telefónica";"Services";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;1912188;1912188;4558708;1825907.608;743366;743366.3;90;2040;"Underway";"Company-wide";743366;743366.3;TRUE;TRUE;TRUE;TRUE;TRUE
18430;"Telia Company AB";"Services";"Scope 1+2 (market-based)";100;62591;NA;214000;13000;NA;13159;50;2025;"Achieved";"Company-wide";13000;13159;TRUE;TRUE;TRUE;TRUE;TRUE
18433;"Telekom Austria AG";"Services";"Scope 1+2 (market-based)";10.6;21307;NA;244313;247705;NA;21170;8;2021;"Underway";"Country/region";26256.73;21170;TRUE;TRUE;TRUE;FALSE;FALSE
18433;"Telekom Austria AG";"Services";"Scope 1+2 (market-based)";100;240909;NA;240909;247705;NA;247705;50;2030;"New";"Company-wide";247705;247705;TRUE;TRUE;TRUE;TRUE;TRUE
18435;"Telenor Group";"Services";"Scope 1+2 (market-based)";100;1208400;NA;1208377;1207192;NA;1207200;57;2030;"Underway";"Company-wide";1207192;1207200;TRUE;TRUE;TRUE;TRUE;TRUE
18452;"Telent";"Services";"Scope 1+2 (market-based)";100;7894;NA;7894;5433;NA;5432.77;0;2020;"Achieved";"Company-wide";5433;5432.77;FALSE;TRUE;TRUE;TRUE;FALSE
18513;"Teradata Corp.";"Services";"Scope 1+2 (location-based)";100;17854.88;NA;18010.88;10826.91;NA;10650.45;37;2033;"Underway";"Company-wide";10826.91;10650.45;TRUE;TRUE;TRUE;TRUE;TRUE
18519;"Telstra Corporation";"Services";"Scope 1+2 (location-based)";100;1237452;NA;1247671;1185582;NA;1185582;50;2030;"New";"Company-wide";1185582;1185582;TRUE;TRUE;TRUE;TRUE;TRUE
18526;"Telus Corporation";"Services";"Scope 1+2 (location-based)";100;423591;NA;423591;267459;NA;267592;25;2020;"Achieved";"Company-wide";267459;267592;FALSE;TRUE;TRUE;TRUE;FALSE
18553;"Teradyne Inc.";"Manufacturing";"Scope 1+2 (location-based)";100;31141.8;NA;31141.8;31652.935;NA;31652;1;2020;"Underway";"Company-wide";31652.935;31652;FALSE;TRUE;TRUE;TRUE;FALSE
18571;"Terumo Corporation";"Biotech, health care & pharma";"Scope 1+2 (market-based)";100;281378;NA;NA;274115.819;NA;274116;30;2030;"Underway";"Company-wide";274115.819;274116;TRUE;TRUE;TRUE;TRUE;TRUE
18571;"Terumo Corporation";"Biotech, health care & pharma";"Scope 1+2 (market-based)";100;281378;NA;NA;274115.819;NA;274116;80;2050;"Underway";"Company-wide";274115.819;274116;TRUE;TRUE;TRUE;TRUE;TRUE
18573;"Terex Corporation";"Manufacturing";"Scope 1+2 (location-based)";100;69312;NA;69312;57646;NA;57654;15;2024;"Achieved";"Company-wide";57646;57654;TRUE;TRUE;TRUE;TRUE;TRUE
18574;"Tesco";"Retail";"Scope 1+2 (market-based)";99;2336542;NA;NA;1066762;NA;1066762;60;2025;"Underway";"Company-wide";1056094.38;1066762;TRUE;TRUE;TRUE;TRUE;TRUE
18579;"Terna";"Infrastructure";"Scope 1+2 (location-based)";100;1668940;NA;68497.795;115693.3;NA;1670902.6;28;2030;"New";"Company-wide";115693.3;1670902.6;TRUE;TRUE;TRUE;TRUE;TRUE
18579;"Terna";"Infrastructure";"Scope 1+2 (location-based)";94;139860.7;NA;148282.2;115693.3;NA;108504.4;14;2022;"Replaced";"Company-wide";108751.702;108504.4;FALSE;TRUE;TRUE;TRUE;FALSE
18585;"TETRA PAK";"Manufacturing";"Scope 1+2 (market-based)";100;382994;NA;384268;123922;NA;123922;42;2030;"Achieved";"Company-wide";123922;123922;TRUE;TRUE;TRUE;TRUE;TRUE
18585;"TETRA PAK";"Manufacturing";"Scope 1+2 (market-based)";100;382994;NA;384268;123922;NA;123922;58;2040;"Achieved";"Company-wide";123922;123922;TRUE;TRUE;TRUE;TRUE;TRUE
18585;"TETRA PAK";"Manufacturing";"Scope 1+2 (market-based)";100;181713;NA;180801;123922;NA;123922;46;2030;"New";"Company-wide";123922;123922;TRUE;TRUE;TRUE;TRUE;TRUE
18585;"TETRA PAK";"Manufacturing";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;12264695;180801;12226555;11181853;123922;11181854;46;2030;"New";"Company-wide";123922;11181854;TRUE;TRUE;TRUE;TRUE;TRUE
18586;"Teva Pharmaceutical Industries Ltd";"Biotech, health care & pharma";"Scope 1+2 (market-based)";100;931113;NA;931113;696685;NA;696685;33;2030;"New";"Company-wide";696685;696685;TRUE;TRUE;TRUE;TRUE;TRUE
18631;"Thales";"Manufacturing";"Scope 1+2 (location-based)";100;251000;NA;251000;248008;NA;196249;40;2030;"Underway";"Company-wide";248008;196249;TRUE;TRUE;TRUE;TRUE;TRUE
18640;"Texas Instruments Incorporated";"Manufacturing";"Scope 1+2 (market-based)";100;2471357;NA;2471357;1916743;NA;1916743;15;2020;"Achieved";"Company-wide";1916743;1916743;FALSE;TRUE;TRUE;TRUE;FALSE
18908;"The Nisshin OilliO Group,Ltd.";"Food, beverage & agriculture";"Scope 1+2 (market-based)";100;191619;NA;191619;160232;NA;160232;31;2031;"Underway";"Company-wide";160232;160232;TRUE;TRUE;TRUE;TRUE;TRUE
18939;"Taylor Communications";"Manufacturing";"Scope 1+2 (location-based)";100;31653.42;NA;31653;31653;NA;31653.42;10;2025;"New";"Business division";31653;31653.42;TRUE;TRUE;TRUE;TRUE;TRUE
18939;"Taylor Communications";"Manufacturing";"Scope 1+2 (location-based)";100;59918;NA;59919;31653;NA;31653.42;25;2023;"Achieved";"Business division";31653;31653.42;TRUE;TRUE;TRUE;TRUE;TRUE
18939;"Taylor Communications";"Manufacturing";"Scope 1+2 (location-based)";100;91703;NA;91712;31653;NA;31653.42;20;2023;"Achieved";"Business division";31653;31653.42;TRUE;TRUE;TRUE;TRUE;TRUE
18949;"The Spar Group Ltd";"Retail";"Scope 2 (location-based)";59;48632;NA;43974;39054;NA;39054;90.68;2050;"Underway";"Company-wide";23041.86;39054;TRUE;TRUE;TRUE;FALSE;FALSE
18949;"The Spar Group Ltd";"Retail";"Scope 1";41;34351;NA;39010;41424;NA;39849;3.92;2050;"Underway";"Company-wide";16983.84;39849;TRUE;TRUE;TRUE;FALSE;FALSE
18951;"The Southern Company";"Power generation";"Scope 1";100;156650363;NA;156650363;75111982;NA;74942855;100;2050;"Underway";"Company-wide";75111982;74942855;TRUE;TRUE;TRUE;TRUE;TRUE
18951;"The Southern Company";"Power generation";"Scope 1";100;156650363;NA;156650363;75111982;NA;74942855;50;2030;"Underway";"Company-wide";75111982;74942855;TRUE;TRUE;TRUE;TRUE;TRUE
19016;"Thermo Fisher Scientific Inc.";"Biotech, health care & pharma";"Scope 1+2 (location-based)";100;513900;NA;488873;510411;NA;512360;30;2030;"Underway";"Company-wide";510411;512360;TRUE;TRUE;TRUE;TRUE;TRUE
19051;"Westpac Banking Corporation";"Services";"Scope 1+2 (location-based)";100;147620;NA;147620;107634;NA;107634;34;2030;"Underway";"Company-wide";107634;107634;TRUE;TRUE;TRUE;TRUE;TRUE
19051;"Westpac Banking Corporation";"Services";"Scope 1+2 (location-based) +3 (upstream)";3;6225;121168;180208;196447;107634;5012;30;2025;"Underway";"Country/region";3229.02;5012;TRUE;TRUE;TRUE;FALSE;FALSE
19063;"Tim S.A.";"Services";"Scope 2 (market-based)";100;53806;NA;NA;NA;NA;38717;70;2025;"Underway";"Company-wide";0;38717;TRUE;TRUE;TRUE;TRUE;TRUE
19063;"Tim S.A.";"Services";"Scope 1+2 (location-based)";100;58938;NA;58938.22;44189.999;NA;44190;100;2030;"Underway";"Company-wide";44189.999;44190;TRUE;TRUE;TRUE;TRUE;TRUE
19075;"Thomson Reuters Corporation";"Services";"Scope 1+2 (market-based)";100;100933;NA;100933;7629.8;NA;4090.88;50.4;2030;"Achieved";"Company-wide";7629.8;4090.88;TRUE;TRUE;TRUE;TRUE;TRUE
19080;"thyssenkrupp AG";"Services";"Scope 1+2 (location-based)";100;25930000;NA;26000000;22750000;NA;22750000;30;2030;"Underway";"Company-wide";22750000;22750000;TRUE;TRUE;TRUE;TRUE;TRUE
19084;"Thorlux Lighting";"Manufacturing";"Scope 1+2 (location-based)";100;1825;NA;NA;1750;NA;1750;3;2020;"Achieved";"Company-wide";1750;1750;FALSE;TRUE;TRUE;TRUE;FALSE
19100;"Technicolor SA";"Manufacturing";"Scope 2 (location-based)";100;140515;NA;140515;110604;NA;NA;NA;2018;NA;"Company-wide";110604;0;FALSE;FALSE;TRUE;TRUE;FALSE
19145;"TJX Companies, Inc.";"Retail";"Scope 1+2 (market-based)";100;802058;NA;839943;542645;NA;542645;55;2030;"Underway";"Company-wide";542645;542645;TRUE;TRUE;TRUE;TRUE;TRUE
19152;"Toda Corporation";"Infrastructure";"Scope 1+2 (market-based)";100;90854;NA;NA;78761;NA;78761;57;2050;"Underway";"Company-wide";78761;78761;TRUE;TRUE;TRUE;TRUE;TRUE
19152;"Toda Corporation";"Infrastructure";"Scope 1+2 (market-based)";100;90854;NA;NA;78761;NA;78761;35;2030;"Underway";"Company-wide";78761;78761;TRUE;TRUE;TRUE;TRUE;TRUE
19152;"Toda Corporation";"Infrastructure";"Scope 1+2 (market-based)";96;192364;NA;NA;78761;NA;76405;80;2050;"Underway";"Business activity";75610.56;76405;TRUE;TRUE;TRUE;TRUE;TRUE
19152;"Toda Corporation";"Infrastructure";"Scope 1+2 (market-based)";96;192364;NA;NA;78761;NA;76405;70;2030;"Underway";"Business activity";75610.56;76405;TRUE;TRUE;TRUE;TRUE;TRUE
19167;"Tokai Rika Co., Ltd.";"Manufacturing";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;625283;NA;NA;595499;201531;594301;100;2050;"New";"Company-wide";201531;594301;TRUE;TRUE;TRUE;TRUE;TRUE
19167;"Tokai Rika Co., Ltd.";"Manufacturing";"Scope 1+2 (market-based)";100;231183;NA;NA;201531;NA;201530;60;2030;"New";"Company-wide";201531;201530;TRUE;TRUE;TRUE;TRUE;TRUE
19169;"Tokyu Fudosan Holdings Corporation";"Services";"Scope 1+2 (market-based)";100;282799;NA;227822.86;275195;NA;275195;46.2;2030;"New";"Company-wide";275195;275195;TRUE;TRUE;TRUE;TRUE;TRUE
19174;"Tokyo Electron Ltd.";"Manufacturing";"Scope 1+2 (market-based)";100;173794;NA;128137;186025;NA;186025;70;2030;"Revised";"Company-wide";186025;186025;TRUE;TRUE;TRUE;TRUE;TRUE
19179;"Tokuyama Corporation";"Materials";"Scope 1+2 (market-based)";100;6821000;NA;6725000;6594000;NA;6594000;30;2030;"Underway";"Company-wide";6594000;6594000;TRUE;TRUE;TRUE;TRUE;TRUE
19184;"Tokio Marine Holdings, Inc.";"Services";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;122280;92808;122280;89895;67140;89894;60;2031;"New";"Company-wide";67140;89894;TRUE;TRUE;TRUE;TRUE;TRUE
19184;"Tokio Marine Holdings, Inc.";"Services";"Scope 1+2 (location-based)";100;92808;NA;92808;67140;NA;67140;60;2031;"New";"Company-wide";67140;67140;TRUE;TRUE;TRUE;TRUE;TRUE
19184;"Tokio Marine Holdings, Inc.";"Services";"Scope 1+2 (location-based)";88.3;62544;NA;NA;67140;NA;35344;60;2051;"Underway";"Company-wide";59284.62;35344;TRUE;TRUE;TRUE;FALSE;FALSE
19190;"Tokyu Corporation";"Retail";"Scope 1+2 (market-based)";100;643444;NA;1291386;550236;NA;550235;2;2020;"Achieved";"Company-wide";550236;550235;FALSE;TRUE;TRUE;TRUE;FALSE
19190;"Tokyu Corporation";"Retail";"Scope 2 (market-based)";100;475515;NA;519764;438716;NA;420958;6;2023;"Underway";"Company-wide";438716;420958;TRUE;TRUE;TRUE;TRUE;TRUE
19190;"Tokyu Corporation";"Retail";"Scope 2 (market-based)";77.9;599039;NA;NA;438716;NA;420958;30;2030;"Underway";"Company-wide";341759.764;420958;TRUE;TRUE;TRUE;FALSE;FALSE
19190;"Tokyu Corporation";"Retail";"Scope 1+2 (market-based)";100;748799;NA;NA;550236;NA;550235;20;2030;"Achieved";"Company-wide";550236;550235;TRUE;TRUE;TRUE;TRUE;TRUE
19195;"Tokyo Tatemono Co., Ltd.";"Infrastructure";"Scope 1+2 (market-based)";100;130948;NA;45325;116717;NA;116717;40;2030;"New";"Company-wide";116717;116717;TRUE;TRUE;TRUE;TRUE;TRUE
19195;"Tokyo Tatemono Co., Ltd.";"Infrastructure";"Scope 1+2 (market-based) +3 (downstream)";100;798513;NA;45325;1039929;116717;1028782;100;2050;"New";"Company-wide";116717;1028782;TRUE;TRUE;TRUE;TRUE;TRUE
19197;"Toshiba Corporation";"Manufacturing";"Scope 1+2 (market-based)";100;1140000;NA;1140000;1044859;NA;1045719;8.77;2024;"Underway";"Company-wide";1044859;1045719;TRUE;TRUE;TRUE;TRUE;TRUE
19197;"Toshiba Corporation";"Manufacturing";"Scope 1+2 (market-based)";100;1140000;NA;1140000;1044859;NA;1045718;28;2031;"Underway";"Company-wide";1044859;1045718;TRUE;TRUE;TRUE;TRUE;TRUE
19197;"Toshiba Corporation";"Manufacturing";"Scope 1+2 (market-based)";100;1140000;NA;1140000;1044859;NA;1045718;100;2051;"Underway";"Company-wide";1044859;1045718;TRUE;TRUE;TRUE;TRUE;TRUE
19227;"Topdanmark";"Services";"Scope 1+2 (location-based) +3 (upstream)";100;7136;3705;8253.522;4353.122;1354.122;6024;100;2030;"Underway";"Company-wide";1354.122;6024;TRUE;TRUE;TRUE;TRUE;TRUE
19238;"Toppan Inc.";"Services";"Scope 1+2 (market-based)";100;1373000;NA;0;1174872;NA;1085558;30;2030;"Underway";"Company-wide";1174872;1085558;TRUE;TRUE;TRUE;TRUE;TRUE
19241;"TD Bank Group";"Services";"Scope 1+2 (location-based)";100;158077;NA;158077;136511;NA;136511;25;2025;"New";"Company-wide";136511;136511;TRUE;TRUE;TRUE;TRUE;TRUE
19242;"Toray Industries, Inc.";"Materials";"Scope 1+2 (market-based)";51;2629278;NA;NA;4969000;NA;1964448;7;2030;"Achieved";"Company-wide";2534190;1964448;TRUE;TRUE;TRUE;FALSE;FALSE
19257;"Total";"Fossil Fuels";"Scope 1+2 (market-based)";100;45800000;NA;45800000;38417798;NA;35800000;12.7;2025;"Achieved";"Company-wide";38417798;35800000;TRUE;TRUE;TRUE;TRUE;TRUE
19257;"Total";"Fossil Fuels";"Scope 1+2 (market-based)";100;45800000;NA;45800000;38417798;NA;35800000;40;2030;"New";"Company-wide";38417798;35800000;TRUE;TRUE;TRUE;TRUE;TRUE
19257;"Total";"Fossil Fuels";"Scope 1+2 (market-based)";100;45800000;NA;45800000;38417798;NA;35800000;100;2050;"New";"Company-wide";38417798;35800000;TRUE;TRUE;TRUE;TRUE;TRUE
19266;"Toto Ltd.";"Manufacturing";"Scope 1+2 (market-based)";100;356671;NA;367661;307145;NA;307145;30;2030;"Achieved";"Company-wide";307145;307145;TRUE;TRUE;TRUE;TRUE;TRUE
19272;"Toyo Suisan Kaisha, Ltd.";"Food, beverage & agriculture";"Scope 1";17;17552;NA;93724;166362;NA;3154.9;83;2021;"Underway";"Business activity";28281.54;3154.9;TRUE;TRUE;TRUE;FALSE;FALSE
19276;"Toyo Seikan Group Holdings, Ltd.";"Manufacturing";"Scope 1+2 (market-based)";100;1493893;NA;1647846;1380761;NA;1380762;35;2030;"Achieved";"Company-wide";1380761;1380762;TRUE;TRUE;TRUE;TRUE;TRUE
19279;"Toyobo Co., Ltd.";"Manufacturing";"Scope 1+2 (market-based)";100;1214119;NA;NA;902850;NA;902850;30;2030;"Underway";"Company-wide";902850;902850;TRUE;TRUE;TRUE;TRUE;TRUE
19286;"Toyota Boshoku Corporation";"Manufacturing";"Scope 1+2 (location-based)";100;272739;NA;NA;287974;NA;287975;15;2021;"Underway";"Company-wide";287974;287975;TRUE;TRUE;TRUE;TRUE;TRUE
19286;"Toyota Boshoku Corporation";"Manufacturing";"Scope 1+2 (location-based)";100;299224;NA;300620;287974;NA;287975;100;2051;"Underway";"Company-wide";287974;287975;TRUE;TRUE;TRUE;TRUE;TRUE
19288;"Toyota Industries Corporation";"Manufacturing";"Scope 1+2 (location-based)";27;315000;NA;NA;816271;NA;265800;10;2020;"Achieved";"Other, please specify: 単独";220393.17;265800;FALSE;TRUE;TRUE;FALSE;FALSE
19288;"Toyota Industries Corporation";"Manufacturing";"Scope 1+2 (market-based)";100;1038057;NA;NA;746901;NA;746902;25;2025;"Achieved";"Company-wide";746901;746902;TRUE;TRUE;TRUE;TRUE;TRUE
19288;"Toyota Industries Corporation";"Manufacturing";"Scope 1+2 (market-based)";100;1038057;NA;NA;746901;NA;746902;50;2030;"New";"Company-wide";746901;746902;TRUE;TRUE;TRUE;TRUE;TRUE
19290;"Toyota Motor Corporation";"Manufacturing";"Scope 1+2 (market-based)";99.2;6261414;NA;NA;4903590;NA;4903590;100;2050;"Underway";"Company-wide";4864361.28;4903590;TRUE;TRUE;TRUE;TRUE;TRUE
19290;"Toyota Motor Corporation";"Manufacturing";"Scope 1+2 (market-based)";99.2;6261414;NA;NA;4903590;NA;4903590;35;2030;"Underway";"Company-wide";4864361.28;4903590;TRUE;TRUE;TRUE;TRUE;TRUE
19290;"Toyota Motor Corporation";"Manufacturing";"Scope 1+2 (market-based)";99.2;6261414;NA;NA;4903590;NA;4903590;30;2025;"New";"Company-wide";4864361.28;4903590;TRUE;TRUE;TRUE;TRUE;TRUE
19304;"TC Energy";"Fossil Fuels";"Scope 1";1;118421;NA;12800000;15810568;NA;138406;20;2020;"Underway";"Country/region";158105.68;138406;FALSE;TRUE;TRUE;FALSE;FALSE
19304;"TC Energy";"Fossil Fuels";"Scope 1";NA;NA;NA;15810568;15810568;NA;NA;40;2030;"Underway";"Country/region";15810568;0;TRUE;TRUE;TRUE;NA;NA
19305;"Transcontinental Inc.";"Manufacturing";"Scope 1+2 (location-based)";100;207097;NA;207098;191889;NA;191889;5;2021;"Achieved";"Company-wide";191889;191889;TRUE;TRUE;TRUE;TRUE;TRUE
19325;"Toyota Tsusho Corporation";"Retail";"Scope 1+2 (market-based)";100;623906.06;NA;709307.06;703618.03;NA;589295;11.36;2030;"Underway";"Company-wide";703618.03;589295;TRUE;TRUE;TRUE;TRUE;TRUE
19328;"TransAlta Corporation";"Power generation";"Scope 1+2 (location-based)";100;32227815;NA;32227815;16379890;NA;16379890;22;2021;"Achieved";"Company-wide";16379890;16379890;TRUE;TRUE;TRUE;TRUE;TRUE
