"company_name";"Scope_short";"Target year";"Base year";"count_branches";"sum_percent_alloc";"remaing";"perc_from_closest_number"
"General Motors Company";"S12M";2030;2010;4;0.580771993241176;0.580771993241176;0.721846114546939
"Hasbro, Inc.";"S12L";2025;2015;42;1.74097405676353;0.740974056763531;0.148782195938059
"Hermes International";"S12L";2030;2018;45;0.759098114368183;0.759098114368183;0.317352765172293
"Hikma Pharmaceuticals";"S2L";2019;2015;4;2.25556022871264;0.255560228712638;0.113302329709236
"Holmen";"S12M";2020;2005;3;0.561546690592864;0.561546690592864;0.780795821170685
"HP Inc";"S12M";2025;2015;4;0.769611675788377;0.769611675788377;0.29935658652218
"IGT PLC";"S12L";2019;2018;49;0.147148237210072;0.147148237210072;1
"INDRA";"S12M";2020;2013;20;0.748757218177253;0.748757218177253;0.33554639036985
"INDRA";"S12M";2030;2013;20;0.748757218177253;0.748757218177253;0.33554639036985
"Inmarsat";"S12M";2025;2019;12;0.573400605924861;0.573400605924861;0.743981414855779
"ISS";"S2L";2021;2017;47;1.18197573656846;0.181975736568457;0.153958944281525
"ITV";"S12M";2030;2019;14;0.485103236639453;0.485103236639453;1
"Jiangyin Suokang Electricity Co.,LTD.";"S1";2019;2018;1;0.000000391304347826087;0.000000391304347826087;1
"Juniper Networks, Inc.";"S12M";2020;2011;5;0.822878954824492;0.822878954824492;0.215245564535413
"Juniper Networks, Inc.";"S12M";2025;2018;5;0.822878954824492;0.822878954824492;0.215245564535413
"Juniper Networks, Inc.";"S12M";2035;2018;5;0.822878954824492;0.822878954824492;0.215245564535413
"KDDI Corporation";"S12M";2030;2013;9;0.882136150149474;0.882136150149474;0.133611857796049
"KDDI Corporation";"S12M";2050;2013;9;0.882136150149474;0.882136150149474;0.133611857796049
"Keysight Technologies Inc";"S12L";2019;2018;6;0.550635463268379;0.550635463268379;0.816083537490214
"Kimball Electronics";"S2L";2019;2018;18;1.56706505997351;0.567065059973508;0.276271197083426
"Kimball Electronics";"S2L";2020;2019;18;1.56706505997351;0.567065059973508;0.276271197083426
"Kindred Group";"S12M";2023;2018;4;0.21619399917797;0.21619399917797;1
"Kone Oyj";"S12M";2030;2018;4;0.520818630910375;0.520818630910375;0.920054200542002
"Lancer-Hoshizaki";"S12L";2024;2018;2;0.512402909484025;0.512402909484025;0.951589230839792
"Legal and General";"S12L3";2030;2019;3;0.31821352605627;0.31821352605627;1
"Logitech Europe S.A.";"S12M";2030;2018;40;0.428248508248509;0.428248508248509;1
"Lululemon Athletica Inc.";"S12M";2030;2018;7;0.859648398146283;0.859648398146283;0.163266286724161
"Mace Ltd";"S12M";2022;2017;16;0.311092641714479;0.311092641714479;1
"Maisons du Monde SA";"S12M";2030;2018;9;0.848301329394387;0.848301329394387;0.1788263973533
"Mastercard Incorporated";"S12L";2025;2016;98;1.53968754044366;0.539687540443655;0.298964853234902
"Meliá Hotels International S.A.";"S12L";2023;2018;21;1.36803965695831;0.368039656958309;0.269027038131779
"Meliá Hotels International S.A.";"S12L";2035;2018;21;1.36803965695831;0.368039656958309;0.269027038131779
"Mitsui Chemicals, Inc.";"S12M";2030;2005;9;0.330199169443991;0.330199169443991;1
"Mitsui O.S.K. Lines Ltd";"S12L";2100;2008;18;0.106354806989362;0.106354806989362;1
"Mohebi Logistics";"S2L";2019;2018;1;0.83400959055699;0.83400959055699;0.199026979212738
"National Grid PLC";"S12L";2020;1990;2;0.349152542372881;0.349152542372881;1
"National Grid PLC";"S12L";2030;1990;2;0.349152542372881;0.349152542372881;1
"National Grid PLC";"S12L";2040;1990;2;0.349152542372881;0.349152542372881;1
"National Grid PLC";"S12L";2050;1990;2;0.349152542372881;0.349152542372881;1
"Neopost";"S12M";2030;2018;18;0.030473730309857;0.030473730309857;1
"NINGBO YINZHOU BINHAN CASE & BAG INDUSTRY AND TRADE CO., LTD.";"S1";2020;2018;2;0.351851851851852;0.351851851851852;1
"NN Group NV";"S12M3";2020;2014;12;0.787076602397081;0.787076602397081;0.27052436440678
"Nomura Holdings, Inc.";"S12M";2030;2012;14;0.8964449399232;0.8964449399232;0.115517479618628
"Nomura Holdings, Inc.";"S12M";2050;2012;14;0.8964449399232;0.8964449399232;0.115517479618628
"Novartis";"S12M";2025;2016;40;1.65027469167988;0.650274691679875;0.211919452005973
"Novartis";"S12M3";2030;2016;40;1.65027469167988;0.650274691679875;0.211919452005973
"Novo Nordisk A/S";"S12L3";2030;2018;10;0.678602744073019;0.678602744073019;0.473616204375969
"Novo Nordisk A/S";"S12M";2030;2018;10;0.559352361544293;0.559352361544293;0.787781850494278
"OMRON Corporation";"S12M";2020;2016;12;0.506808182030422;0.506808182030422;0.973133101351494
"OMRON Corporation";"S12M";2030;2016;12;0.506808182030422;0.506808182030422;0.973133101351494
"OMRON Corporation";"S12M";2050;2016;12;0.506808182030422;0.506808182030422;0.973133101351494
"Otsuka Holdings Co., Ltd.";"S12M";2030;2017;9;0.614598036448041;0.614598036448041;0.627079718281107
"Pacific Market International";"S12M3";2019;2018;5;0.00295889321964977;0.00295889321964977;1
"Panasonic Corporation";"S12L";2031;2014;56;1.80717030590698;0.807170305906985;0.106702557840135
"Panasonic Corporation";"S12L";2051;2014;56;1.80717030590698;0.807170305906985;0.106702557840135
"Perrigo Company plc";"S12L";2020;2015;6;0.662352247522251;0.662352247522251;0.509770675257513
"PI Electronics";"S1";2019;2018;2;1.2;0.2;0.166666666666667
"PI Electronics";"S12L";2019;2018;4;2.4;0.4;0.166666666666667
"Raytheon Technologies Corporation";"S12L";2020;2015;9;0.899377909030359;0.899377909030359;0.111879655881391
"Raytheon Technologies Corporation";"S12M";2020;2015;9;0.8989976449928;0.8989976449928;0.11234996617595
"Reconext";"S12L";2024;2018;13;0.748766887170409;0.748766887170409;0.335529144162612
"Ricoh Co., Ltd.";"S12M";2030;2015;10;0.86949009630035;0.86949009630035;0.150099356226097
"Ricoh Co., Ltd.";"S12M";2050;2015;10;0.86949009630035;0.86949009630035;0.150099356226097
"ROFON ENTERPRISE CO. LTD";"S1";2029;2018;1;0.0359088075480326;0.0359088075480326;1
"Rohm Co., Ltd.";"S12L";2020;2005;6;1.16369789319772;0.163697893197722;0.140670438740675
"Royal Dutch Shell";"S12M";2050;2019;12;0.76125;0.76125;0.313628899835796
"Royal Dutch Shell";"S12M3";2050;2019;12;0.76125;0.76125;0.313628899835796
"Sage Group";"S12L";2020;2015;24;0.273095952632006;0.273095952632006;1
"Samsung Engineering";"S12L";2020;2014;11;0.657677783838893;0.657677783838893;0.520501413569055
"Samsung Engineering";"S12L";2036;2014;11;0.657677783838893;0.657677783838893;0.520501413569055
"Samsung SDI";"S12L";2020;2015;8;0.670571259405646;0.670571259405646;0.491265821452503
"Sanying Packaging (Jiangsu) Co., Ltd";"S1";2026;2016;1;0.608818228500659;0.608818228500659;0.642526378460624
"Scatec Solar";"S12M";2030;2019;12;0.83790811904074;0.83790811904074;0.193448275862069
"Scatec Solar";"S12M";2050;2019;12;0.83790811904074;0.83790811904074;0.193448275862069
"Schaeffler";"S12M";2024;2019;8;0.520683548769707;0.520683548769707;0.920552324656391
"Sensirion Holding AG";"S1";2019;2018;6;1.13793103448276;0.137931034482759;0.121212121212121
"Shimadzu Corporation";"S12M";2030;2017;8;0.333085915754315;0.333085915754315;1
"Sims Metal Management";"S12L";2020;2014;3;0.876366218034993;0.876366218034993;0.141075476690808
"Smithfield Foods, Inc.";"S12L3";2025;2010;3;0.826596820470204;0.826596820470204;0.209779635289616
"Sopra Steria Group";"S12M";2020;2014;30;0.875488138686131;0.875488138686131;0.142219929444992
"Sopra Steria Group";"S12M";2025;2015;30;0.875488138686131;0.875488138686131;0.142219929444992
"Sopra Steria Group";"S12M";2040;2015;30;0.875488138686131;0.875488138686131;0.142219929444992
"Standard Chartered";"S12L";2025;2017;7;1.28494115883367;0.284941158833671;0.221754246779914
"Sthree Plc";"S12L3";2024;2019;13;0.828288490284005;0.828288490284005;0.207308820212047
"Sumitomo Forestry Co., Ltd.";"S12M";2030;2017;14;0.205150205876231;0.205150205876231;1
"Sumitomo Mitsui Financial Group";"S2L";2030;2018;34;1.11273657021908;0.112736570219081;0.101314698587541
"Swedbank";"S12L3";2022;2017;5;0.742761760242792;0.742761760242792;0.346326714063905
"Sykes Enterprises Incorporated";"S12L";2016;2016;18;0.0273403426328504;0.0273403426328504;1
"Teijin Ltd.";"S12M";2020;1990;11;0.414234899830995;0.414234899830995;1
"Teijin Ltd.";"S12M";2020;2011;11;0.414234899830995;0.414234899830995;1
"Teradyne Inc.";"S12L";2019;2018;20;0.490771305632265;0.490771305632265;1
"Tiffany & Co.";"S12M";2020;2013;10;0.643484848484849;0.643484848484849;0.554038144572638
"Tokai Rika Co., Ltd.";"S12L";2030;2013;5;0.611805385641674;0.611805385641674;0.634506696849651
"Toyota Boshoku Corporation";"S12L";2020;2010;6;0.267108501430979;0.267108501430979;1
"Toyota Boshoku Corporation";"S12L";2050;2013;6;0.267108501430979;0.267108501430979;1
"UniCredit";"S12L";2020;2008;12;0.514381329425403;0.514381329425403;0.944083003784496
"UniCredit";"S12L";2030;2008;12;0.514381329425403;0.514381329425403;0.944083003784496
"Unitika Ltd.";"S12M";2017;2005;4;0.540710153823261;0.540710153823261;0.849419680635153
"Veolia Environnement SA";"S12L";2023;2018;17;0.737917187319812;0.737917187319812;0.355165616391317
"Veolia Environnement SA";"S12L";2034;2018;17;0.737917187319812;0.737917187319812;0.355165616391317
"Walsin Lihwa Corporation";"S1";2019;2019;1;0.004690556515538;0.004690556515538;1
"Wereldhave";"S12L";2030;2018;3;0.544854224698236;0.544854224698236;0.835353301250154
"William Tools Co., Ltd.";"S1";2030;2018;1;0.462294134643167;0.462294134643167;1
"Yakjin Trading Corp";"S12L";2024;2017;3;0.221705071781426;0.221705071781426;1
"ZOTEQ";"S2L";2020;2020;1;0.275;0.275;1
