"Scope_Target_1";"Scope_Target_2";"TwoTargets";"Country";"Actor name";"Action description";"Included in aggregation";"Sufficient data";"Actor type";"Target type";"Action or initiative";"Sector targeted";"Subsector";"Subsector 2";"Smaller actor types included";"Geographic coverage";"Action status";"Base Year";"BY Scope 1 emissions (tCO2e)";"BY Scope 2 emissions (tCO2e)";"MRY Year";"MRY Scope 1 emissions (tCO2e)";"MRY Scope 2 emissions (tCO2e)";"Target Year 1";"Target Year 1 Scope 1 emissions reduction (perc)";"Target Year 1 Scope 2 emissions reduction (perc)";"Target Year 2";"Target Year 2 Scope 1 emissions reduction (perc)";"Target Year 2 Scope 2 emissions reduction (perc)"
"Scope 1+2";"Scope 1+2";TRUE;"Zimbabwe";"Anglo American Platinum";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2016;13796.0701798369;122547.039874251;2019;10968;97426;2020;0.302185705277773;0.302185705277773;"2030";"0.3";"0.3"
"Scope 1+2";NA;FALSE;"Argentina";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;113976.138371199;170964.207556798;2019;98960.4976828478;148440.746524272;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Belgium";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;28289.0301493559;42433.5452240338;2019;24562.1280256742;36843.1920385113;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Bolivia";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;20137.9268343568;30206.8902515352;2019;17484.8813998098;26227.3220997147;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Brazil";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;228510.036579515;342765.054869273;2019;198405.273845888;297607.910768832;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Canada";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;36325.6264779269;54488.4397168903;2019;31539.9532416976;47309.9298625465;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Chile";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;5039.36276676644;7559.04415014965;2019;4375.45835935811;6563.18753903717;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"China";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;386600.914915577;579901.372373366;2019;335668.671455511;503503.007183266;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Cuba";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;14828.918583421;22243.3778751315;2019;12875.3016559876;19312.9524839814;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Dominican Republic";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;43134.3068736952;64701.4603105428;2019;37451.6327402105;56177.4491103157;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Germany";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;27055.309714937;40582.9645724056;2019;23490.9425131947;35236.413769792;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Guatemala";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;3847.85688955611;5771.78533433417;2019;3340.92590119784;5011.38885179676;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"India";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;8083.03234150034;12124.5485122505;2019;7018.14357577461;10527.2153636619;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Luxembourg";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;734.533295428155;1101.79994314223;2019;637.763145154606;956.64471773191;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Mexico";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;637522.659917093;956283.989875639;2019;553533.051839478;830299.577759217;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Netherlands";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;6156.99316886186;9235.48975329279;2019;5345.84797245973;8018.7719586896;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Paraguay";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;11454.9200985305;17182.3801477957;2019;9945.80628952313;14918.7094342847;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Peru";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;2166.13446676191;3249.20170014286;2019;1880.7598497555;2821.13977463325;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Russia";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;52213.6027653165;78320.4041479747;2019;45334.7883979189;68002.1825968784;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"South Korea";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;64621.5164928291;96932.2747392437;2019;56108.0373886987;84162.056083048;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Ukraine";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;22730.4283289247;34095.6424933871;2019;19735.8370981895;29603.7556472843;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"United Kingdom";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;37407.374506395;56111.0617595926;2019;32479.1877586279;48718.7816379419;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"United States of America";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;708728.064288555;1063092.09643283;2019;615357.59121244;923036.38681866;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Uruguay";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;9194.33056001449;13791.4958400217;2019;7983.03523072835;11974.5528460925;2025;0.35;0.35;"";"";""
"Scope 1+2";NA;FALSE;"Vietnam";"Anheuser Busch InBev";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;1550.85729544781;2326.28594317171;2019;1346.54158305272;2019.81237457908;2025;0.35;0.35;"";"";""
"Scope 1+3";NA;FALSE;"Japan";"Anritsu Corporation";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2018;65897.6385688297;0;2020;62602.7566403882;0;2030;0.3;0.3;"";"";""
"Scope 1+2";NA;FALSE;"United Kingdom of Great Britain and Northern Ireland";"Anritsu Corporation";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2015;0;235.565860323073;2020;0;194;2030;0.3;0.3;"";"";""
NA;"Scope 1+2";TRUE;"United Kingdom of Great Britain and Northern Ireland";"Anritsu Corporation";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2015;0;235.565860323073;NA;NA;NA;NA;NA;NA;"2050";"0.6";"0.6"
"Scope 1+3";NA;FALSE;"United States of America";"Anritsu Corporation";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2018;15256.3614311704;0;2020;14493.5433596119;0;2030;0.3;0.3;"";"";""
"Scope 1+2";NA;FALSE;"Chile";"Antofagasta";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;895893.930212806;2027144.76283284;2019;760299.346954094;1720334.05673049;2022;0.03;0.03;"";"";""
"Scope 1+2";NA;FALSE;"United Kingdom";"Antofagasta";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2017;0;1227.15887683997;2019;0;1041.42696049825;2022;0.03;0.03;"";"";""
"Scope 1+2";NA;FALSE;"Asia, Australasia";"Aon plc";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2015;665.804726192161;17102.6565728032;2019;265.668113601744;6824.26893431774;2020;0.15;0.15;"";"";""
"Scope 1+2";NA;FALSE;"Europe, the Middle East, Africa and Russia (EMEAR)";"Aon plc";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2015;17998.3096080374;20281.6852978633;2019;7181.65067546758;8092.75882519414;2020;0.15;0.15;"";"";""
"Scope 1+2";NA;FALSE;"Latin America (LATAM)";"Aon plc";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2015;1632.6783642281;2438.76609593887;2019;651.468161879157;973.111728914009;2020;0.15;0.15;"";"";""
"Scope 1+2";NA;FALSE;"North America";"Aon plc";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2015;6397.98415169094;63125.1942832884;2019;2552.91125696069;25188.0928840759;2020;0.15;0.15;"";"";""
"Scope 2";NA;FALSE;"Japan";"Aoyama Trading Co., Ltd.";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2009;0;93133;2020;0;64696;2025;0.27;0.27;"";"";""
"Scope 1+2";"Scope 1+2";TRUE;"Switzerland";"APG SGA SA";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2018;1404.44229279628;6.55770720371809;2019;1285;6.00000000000004;2035;1;1;"2023";"0.3";"0.3"
"Scope 1+2";NA;FALSE;"United States of America";"Apple Inc.";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2012;130001.139488417;0;2019;40969;0;2036;0.52;0.52;"";"";""
"Scope 1+2";NA;FALSE;"Argentina";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;131;0;2019;131;0;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"Brazil";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;428;0;2019;428;0;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"China";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;5;0;2019;5;0;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"Colombia";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;7;0;2019;7;0;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"Czechia";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;253;80;2019;253;80;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"France";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;12220;1192;2019;12220;1192;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"Germany";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;2539;501;2019;2539;501;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"India";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;178;0;2019;178;0;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"Indonesia";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;17;0;2019;17;0;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"Ireland";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;49;55;2019;49;55.0000000000001;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"Italy";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;201;172;2019;201;172;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"Mexico";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;31;10054;2019;31;10054;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"Russian Federation";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;247;0;2019;247;0;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"Spain";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;33;109;2019;33;109;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"Switzerland";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;62;8;2019;62;8;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"United Kingdom of Great Britain and Northern Ireland";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;22;70;2019;22;70;2030;0.28;0.28;"";"";""
"Scope 1+2";NA;FALSE;"United States of America";"AptarGroup";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;4654;51923;2019;4654;51923;2030;0.28;0.28;"";"";""
"Scope 1+2+3";NA;FALSE;"Belgium";"Arcadis";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2008;487.08655664563;358.374564993158;2019;381.257470640672;280.510677880702;2030;1;1;"";"";""
"Scope 1+2+3";NA;FALSE;"Brazil";"Arcadis";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2008;306.006450742397;113.56940439924;2019;239.520561218557;88.8942289058563;2030;1;1;"";"";""
"Scope 1+2+3";NA;FALSE;"Chile";"Arcadis";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2008;85.17705329943;60.570349012928;2019;66.6706716793922;47.4102554164567;2030;1;1;"";"";""
"Scope 1+2+3";NA;FALSE;"China";"Arcadis";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2008;0;406.957032430611;2019;0;318.53765357932;2030;1;1;"";"";""
"Scope 1+2+3";NA;FALSE;"Czech Republic";"Arcadis";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2008;223.353161985172;560.275728369585;2019;174.825316848184;438.544862602224;2030;1;1;"";"";""
"Scope 1+2+3";NA;FALSE;"France";"Arcadis";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2008;586.14431492719;71.2963483173009;2019;458.79299251967;55.8058214797877;2030;1;1;"";"";""
"Scope 1+2+3";NA;FALSE;"Germany";"Arcadis";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2008;628.41737100913;78.2367008083656;2019;491.881399945738;61.2382465795899;2030;1;1;"";"";""
"Scope 1+2+3";NA;FALSE;"Netherlands";"Arcadis";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2008;5558.59140420726;2517.45513084982;2019;4350.87864811441;1970.48874074648;2030;1;1;"";"";""
"Scope 1+2+3";NA;FALSE;"Poland";"Arcadis";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2008;115.462227805894;77.605759672814;2019;90.3757993876207;60.7443897523352;2030;1;1;"";"";""
"Scope 1+2+3";NA;FALSE;"United Kingdom";"Arcadis";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2008;357.112682722055;457.432323274718;2019;279.522964226193;358.046199759699;2030;1;1;"";"";""
"Scope 1+2+3";NA;FALSE;"United States of America";"Arcadis";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2008;3530.11565340971;15977.953316702;2019;2763.12894849037;12506.4302933995;2030;1;1;"";"";""
"Scope 1+2";NA;FALSE;"Argentina";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;4100;9999.99999999999;2019;4100;9999.99999999999;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Barbados";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;40;380;2019;40;380;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Belgium";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;430;730;2019;430;730;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Belize";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;80.0000000000001;360.000000000001;2019;80.0000000000001;360.000000000001;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Brazil";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;103000;22000;2019;103000;22000;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Bulgaria";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;27600;71000;2019;27600;71000;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Canada";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;159000;40999.9999999999;2019;159000;40999.9999999999;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"China";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;2800;53000;2019;2800;53000;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Colombia";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;2299.99999999999;19.9999999999999;2019;2299.99999999999;19.9999999999999;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Czechia";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;999.999999999999;58999.9999999999;2019;999.999999999999;58999.9999999999;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Ecuador";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;819.999999999999;2400;2019;819.999999999999;2400;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"France";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;73000.0000000001;10000;2019;73000.0000000001;10000;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Germany";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;377000;42000;2019;377000;42000;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Grenada";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;160;350;2019;160;350;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"India";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;69000;18000;2019;69000;18000;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Italy";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;80.0000000000001;430;2019;80.0000000000001;430;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Jamaica";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;290;7299.99999999999;2019;290;7299.99999999999;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Mexico";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;176000;46999.9999999999;2019;176000;46999.9999999999;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Morocco";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;11000;8199.99999999999;2019;11000;8199.99999999999;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Netherlands";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;173000;3600.00000000001;2019;173000;3600.00000000001;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Paraguay";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;45000;0;2019;45000;0;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Peru";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;20;210;2019;20;210;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Philippines";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;10000;1900;2019;10000;1900;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Poland";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;48000;41000;2019;48000;41000;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Romania";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;9000;4400;2019;9000;4400;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"South Africa";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;140;1200;2019;140;1200;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Spain";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;5900;2000;2019;5900;2000;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Switzerland";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;660.000000000001;10;2019;660.000000000001;10;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Trinidad and Tobago";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;570;1000;2019;570;1000;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Turkey";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;83000;1100;2019;83000;1100;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Ukraine";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;2700;13000;2019;2700;13000;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"United Kingdom of Great Britain and Northern Ireland";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;111000;43000;2019;111000;43000;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"United States of America";"Archer Daniels Midland";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2019;13207000;2498000;2019;13207000;2498000;2035;0;0;"";"";""
"Scope 1+2";NA;FALSE;"Americas";"ARKEMA";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2015;1010299.53488372;1515449.30232558;2019;821938.604651163;1232907.90697674;2030;0.375;0.375;"";"";""
"Scope 1+2";NA;FALSE;"Europe";"ARKEMA";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2015;549715.348837209;824573.023255814;2019;447226.046511628;670839.069767442;2030;0.375;0.375;"";"";""
"Scope 1+2";NA;FALSE;"Rest of world";"ARKEMA";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2015;327985.11627907;491977.674418605;2019;266835.348837209;400253.023255814;2030;0.375;0.375;"";"";""
"Scope 1+2";NA;FALSE;"Russian Federation";"Arkhangelsk Pulp and Paper Mill";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";1990;3072201.32642601;31219.673573986;2019;1825627;18552;2020;0.291;0.291;"";"";""
NA;"Scope 1+2";TRUE;"Russian Federation";"Arkhangelsk Pulp and Paper Mill";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2012;2074876.13325333;21084.8667466661;NA;NA;NA;NA;NA;NA;"2030";"0.332";"0.332"
"Scope 2";NA;FALSE;"China";"ARTESYN EMBEDDED TECHNOLOGIES";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2014;0;15579.2759322897;2019;0;7265.83;2030;0.025;0.025;"";"";""
"Scope 2";NA;FALSE;"Philippines";"ARTESYN EMBEDDED TECHNOLOGIES";"";"Yes";"";"Companies";"GHG emissions target";"Individual action";"";"";"";"No";"National";"Non-binding commitment";2014;0;56693.7240677104;2019;0;26440.7;2030;0.025;0.025;"";"";""
