"account_id";"company_name";"primary_industry";"Scope";"% emissions in Scope";"BY_covered";"BY_Scope_exclS3";"BY_Scope";"MRY_Scope";"MRY_Scope_exclS3";"% reduction from base year";"Target year";"Target status";"% achieved (emissions)";"Target coverage";"MRY_inventory";"MRY_target";"TargetActive";"Quantifiable";"Scope1_2";"Include"
17166;"SNC-Lavalin Group Inc.";"Infrastructure";"Scope 1+2 (location-based)";14.11;7962.7;NA;62527.75;76555.4;NA;10;2017;"Expired";100;"Unknown";10801.96694;7166.43;FALSE;TRUE;TRUE;FALSE
17190;"Smith & Nephew";"Biotech, health care & pharma";"Scope 1+2 (location-based)";100;92237;NA;92237;85558;NA;7;2020;"Underway";70;"Unknown";85558;87717.387;TRUE;TRUE;TRUE;TRUE
17279;"Snam S.P.A";"Fossil Fuels";"Scope 1";58;834812;NA;1438720;1500301;NA;10;2021;"Underway";32;"Unknown";870174.58;808098.016;TRUE;TRUE;TRUE;TRUE
17313;"Sohgo Security Services Co., Ltd.";"Services";"Scope 1 +2 (market-based)";100;36291;NA;36649;36291;NA;1;2018;"Underway";71.4;"Unknown";36291;36031.88226;TRUE;TRUE;TRUE;TRUE
17322;"Sodexo";"Hospitality";"Scope 1+2 (market-based) +3 (upstream)";85;11514849;NA;NA;166884;144730;34;2025;"Underway";40;"Unknown";123020.5;9948829.536;TRUE;TRUE;TRUE;TRUE
17334;"Meliá Hotels International S.A.";"Hospitality";"Scope 1";100;47348;NA;56359.02;48539;NA;5.1;2017;"Expired";14.27;"Unknown";48539;47003.4154604;FALSE;TRUE;TRUE;FALSE
17334;"Meliá Hotels International S.A.";"Hospitality";"Scope 1";100;47348;NA;56359.02;48539;NA;11.4;2020;"Underway";100;"Unknown";48539;41950.328;TRUE;TRUE;TRUE;TRUE
17344;"SoftBank Group Corp";"Services";"Scope 1 +2 (market-based)";1.2;13964;NA;NA;732880;NA;34;2016;"Replaced";100;"Unknown";8794.56;9216.24;FALSE;TRUE;TRUE;FALSE
17344;"SoftBank Group Corp";"Services";"Scope 1 +2 (market-based)";5.1;NA;NA;NA;732880;NA;NA;2019;"Replaced";NA;"Unknown";37376.88;0;FALSE;FALSE;TRUE;FALSE
17344;"SoftBank Group Corp";"Services";"Scope 1 +2 (market-based)";2.2;NA;NA;NA;732880;NA;NA;2019;"Replaced";NA;"Unknown";16123.36;0;FALSE;FALSE;TRUE;FALSE
17344;"SoftBank Group Corp";"Services";"Scope 1 +2 (market-based)";4.4;NA;NA;NA;732880;NA;NA;2019;"Replaced";NA;"Unknown";32246.72;0;FALSE;FALSE;TRUE;FALSE
17367;"Sony Corporation";"Manufacturing";"Scope 1 +2 (market-based)";100;1605947;NA;NA;1418462.22;NA;5;2020;"Underway";100;"Unknown";1418462.22;1525649.65;TRUE;TRUE;TRUE;TRUE
17377;"Sompo Holdings, Inc";"Services";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;255710;NA;NA;597839;99454;40;2020;"Underway";99;"Unknown";99454;154448.84;TRUE;TRUE;TRUE;TRUE
17377;"Sompo Holdings, Inc";"Services";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;255710;NA;NA;597839;99454;70;2050;"Underway";57;"Unknown";99454;153681.71;TRUE;TRUE;TRUE;TRUE
17583;"SSAB";"Materials";"Scope 1";100;9577730;NA;9597696;10424208;NA;3;2020;NA;82;"Unknown";10424208;9342117.842;FALSE;TRUE;TRUE;FALSE
17628;"St. James Place";"Services";"Scope 1 +2 (market-based)";100;2809;NA;NA;1006;NA;50;2020;"Underway";100;"Unknown";1006;1404.5;TRUE;TRUE;TRUE;TRUE
17634;"Stagecoach Group";"Transportation services";"Scope 1+2 (location-based) +3 (upstream)";5;95276;1498015;1562654;1688916;1364776;6;2019;"Underway";45;"Unknown";68238.8;92703.548;TRUE;TRUE;TRUE;TRUE
17637;"Standard Bank Group";"Services";"Scope 2 (location-based)";100;283314;NA;283814;220408;NA;22;2020;"Underway";100;"Unknown";220408;220984.92;TRUE;TRUE;TRUE;TRUE
17673;"Stanley Black & Decker, Inc.";"Manufacturing";"Scope 1 +2 (market-based)";100;379402;NA;379403;443228;NA;100;2030;"New";0;"Unknown";443228;379402;TRUE;TRUE;TRUE;TRUE
17770;"Stockland";"Services";"Scope 2 (market-based)";27;24679;NA;NA;87860;NA;70;2030;"Underway";89.5;"Unknown";23722.2;9217.6065;TRUE;TRUE;TRUE;TRUE
17788;"Steelcase";"Manufacturing";"Scope 1+2 (location-based)";100;149835;NA;149835;127262;NA;25;2020;"Underway";60;"Unknown";127262;127359.75;TRUE;TRUE;TRUE;TRUE
17788;"Steelcase";"Manufacturing";"Scope 1 +2 (market-based)";100;130473;NA;130473;47840;NA;25;2020;"Underway";100;"Unknown";47840;97854.75;TRUE;TRUE;TRUE;TRUE
17834;"Storebrand ASA";"Services";"Scope 1+2 (location-based)";100;762;NA;883;320;NA;60;2030;"Underway";97;"Unknown";320;318.516;TRUE;TRUE;TRUE;TRUE
17834;"Storebrand ASA";"Services";"Scope 1+2 (location-based)";100;762;NA;883;320;NA;80;2050;"Underway";72;"Unknown";320;323.088;TRUE;TRUE;TRUE;TRUE
17842;"Straumann Holding AG";"Biotech, health care & pharma";"Scope 1+2 (location-based)";23;1222;NA;4991;7641;NA;20;2024;"Underway";40;"Unknown";1757.43;1124.24;TRUE;TRUE;TRUE;TRUE
17868;"Sumco Corporation";"Manufacturing";"Scope 1 +2 (market-based)";100;693041;NA;693041.39;693041.39;NA;0.6;2018;"Underway";0.9;"Unknown";693041.39;693003.575786;TRUE;TRUE;TRUE;TRUE
17873;"Suez";"Infrastructure";"Scope 1 +2 (market-based)";100;7883761;NA;NA;7903879;NA;30;2030;"Underway";44.6;"Unknown";7903879;6828913.7782;TRUE;TRUE;TRUE;TRUE
17880;"Sumitomo Chemical Co., Ltd.";"Manufacturing";"Scope 1 +2 (market-based)";100;9320000;NA;NA;7758082;NA;30;2030;"Underway";55;"Unknown";7758082;7782200;TRUE;TRUE;TRUE;TRUE
17880;"Sumitomo Chemical Co., Ltd.";"Manufacturing";"Scope 1 +2 (market-based)";100;9320000;NA;NA;7758082;NA;57;2050;"Underway";30;"Unknown";7758082;7726280;TRUE;TRUE;TRUE;TRUE
17884;"Sumitomo Electric Industries, Ltd.";"Manufacturing";"Scope 1+2 (location-based)";99;1469000;NA;1268500;1496545;NA;0;2017;"Underway";0;"Unknown";1481579.55;1469000;FALSE;TRUE;TRUE;FALSE
17889;"Sun International Ltd";"Hospitality";"Scope 2 (location-based)";100;244351;NA;244351;244351;NA;15;2022;"New";0;"Unknown";244351;244351;TRUE;TRUE;TRUE;TRUE
17895;"Sumitomo Metal Mining Co., Ltd.";"Materials";"Scope 1 +2 (market-based)";55;1967000;NA;3429010;2761765;NA;1;2020;"Underway";73;"Unknown";1518970.75;1952640.9;TRUE;TRUE;TRUE;TRUE
17895;"Sumitomo Metal Mining Co., Ltd.";"Materials";"Scope 1 +2 (market-based)";7.4;262500;NA;3429010;2761765;NA;76;2017;"Expired";100;"Unknown";204370.61;63000;FALSE;TRUE;TRUE;FALSE
17897;"Sumitomo Forestry Co., Ltd.";"Food, beverage & agriculture";"Scope 1 +2 (market-based)";100;369785;NA;196963;369785.11;NA;21;2030;"New";0;"Unknown";369785.11;369785;TRUE;TRUE;TRUE;TRUE
17899;"Sumitomo Mitsui Financial Group";NA;"Scope 2 (location-based)";70;8198;NA;NA;163409.17;NA;19;2030;"Replaced";100;"Unknown";114386.419;6640.38;FALSE;TRUE;TRUE;FALSE
17919;"Sumitomo Heavy Industries. Ltd.";"Manufacturing";"Scope 1 +2 (market-based)";93;101867;NA;NA;187020;NA;3;2019;"Underway";93;"Unknown";173928.6;99024.9107;TRUE;TRUE;TRUE;TRUE
18124;"Swisscom";"Services";"Scope 1";100;24061;NA;24061;18471.2;NA;10;2020;"Underway";100;"Unknown";18471.2;21654.9;TRUE;TRUE;TRUE;TRUE
18124;"Swisscom";"Services";"Scope 2 (market-based)";100;50000;NA;0;0;NA;100;2020;"Underway";98.4;"Unknown";0;799.999999999995;TRUE;TRUE;TRUE;TRUE
18125;"Symantec Corporation";"Services";"Scope 1 +2 (market-based)";100;129135;NA;129135;87509;NA;30;2025;"Underway";100;"Unknown";87509;90394.5;TRUE;TRUE;TRUE;TRUE
18125;"Symantec Corporation";"Services";"Scope 1 +2 (market-based)";100;129135;NA;129135;87509;NA;54;2033;"Underway";59;"Unknown";87509;87992.589;TRUE;TRUE;TRUE;TRUE
18135;"Symrise AG";"Manufacturing";"Scope 1 +2 (market-based)";100;325490;NA;325310;320435;NA;1.23;2030;"Underway";100;"Unknown";320435;321486.473;TRUE;TRUE;TRUE;TRUE
18170;"T&D Holdings, Inc.";"Services";"Scope 2 (market-based)";79;336;NA;57488;55531;NA;11;2018;"Underway";91;"Unknown";43869.49;302.3664;TRUE;TRUE;TRUE;TRUE
18266;"Taisei Corporation";"Infrastructure";"Scope 1 +2 (market-based)";96;250000;NA;NA;314959;NA;26;2030;"Replaced";7;"Unknown";302360.64;245450;FALSE;TRUE;TRUE;FALSE
18277;"Taiwan Mobile Co. Ltd.";"Services";"Scope 1+2 (location-based)";100;251449.23;NA;251449.24;241492.83;NA;2.1;2025;"Underway";4;"Unknown";241492.83;251238.0126468;TRUE;TRUE;TRUE;TRUE
18284;"Tata Communications";"Services";"Scope 1+2 (location-based)";100;100128;NA;235744.23;129081;NA;25;2019;"Underway";61;"Unknown";129081;84858.48;TRUE;TRUE;TRUE;TRUE
18285;"Tata Motors";"Manufacturing";"Scope 1";100;110267;NA;110267;97163;NA;70;2040;"Underway";16.97;"Unknown";97163;97168.38307;TRUE;TRUE;TRUE;TRUE
18285;"Tata Motors";"Manufacturing";"Scope 2 (location-based)";100;413366;NA;413366;311058;NA;70;2040;"Underway";35.36;"Unknown";311058;311049.64768;TRUE;TRUE;TRUE;TRUE
18285;"Tata Motors";"Manufacturing";"Scope 1";100;110267;NA;110267;97163;NA;40;2020;"Underway";29.7;"Unknown";97163;97167.2804;TRUE;TRUE;TRUE;TRUE
18285;"Tata Motors";"Manufacturing";"Scope 2 (location-based)";100;413366;NA;413366;311058;NA;30;2020;"Underway";82.5;"Unknown";311058;311057.915;TRUE;TRUE;TRUE;TRUE
18316;"Takeda Pharmaceutical Company Limited";"Biotech, health care & pharma";"Scope 1 +2 (market-based)";100;409000;NA;NA;366869;NA;40;2020;"Underway";100;"Unknown";366869;245400;TRUE;TRUE;TRUE;TRUE
18316;"Takeda Pharmaceutical Company Limited";"Biotech, health care & pharma";"Scope 1 +2 (market-based)";100;485982;NA;NA;366869;NA;25;2020;"Underway";98;"Unknown";366869;366916.41;TRUE;TRUE;TRUE;TRUE
18316;"Takeda Pharmaceutical Company Limited";"Biotech, health care & pharma";"Scope 1 +2 (market-based)";100;357292;NA;417492;366869;NA;30;2030;"Underway";0;"Unknown";366869;357292;TRUE;TRUE;TRUE;TRUE
18320;"Target Corporation";"Retail";"Scope 1 +2 (market-based)";100;2982884;NA;NA;2817713;NA;25;2025;"Underway";5.5;"Unknown";2817713;2941869.345;TRUE;TRUE;TRUE;TRUE
18413;"Spark New Zealand";"Services";"Scope 1+2 (location-based) +3 (upstream)";100;27109;18301;26678;24151;15476;11;2025;"Underway";45;"Unknown";15476;25767.1045;TRUE;TRUE;TRUE;TRUE
18427;"Telefónica";"Services";"Scope 1 +2 (market-based)";100;1895117;NA;1895117;1362725;NA;30;2020;"Underway";93;"Unknown";1362725;1366379.357;TRUE;TRUE;TRUE;TRUE
18427;"Telefónica";"Services";"Scope 1 +2 (market-based)";100;1895117;NA;1895117;1362725;NA;50;2030;"Underway";56;"Unknown";1362725;1364484.24;TRUE;TRUE;TRUE;TRUE
18427;"Telefónica";"Services";"Scope 1 +2 (market-based)";100;1895117;NA;1895117;1362725;NA;82;2050;"Underway";34;"Unknown";1362725;1366758.3804;TRUE;TRUE;TRUE;TRUE
18433;"Telekom Austria AG";"Services";"Scope 1 +2 (market-based)";100;219571;NA;219301;218488;NA;25;2020;"Underway";2;"Unknown";218488;218473.145;TRUE;TRUE;TRUE;TRUE
18433;"Telekom Austria AG";"Services";"Scope 1+2 (market-based) +3 (upstream)";100;325096;NA;NA;325861;218488;45;2030;"Underway";0;"Unknown";218488;325096;TRUE;TRUE;TRUE;TRUE
18433;"Telekom Austria AG";"Services";"Scope 1+2 (market-based) +3 (upstream)";100;325096;NA;NA;325861;218488;79;2050;"Underway";0;"Unknown";218488;325096;TRUE;TRUE;TRUE;TRUE
18435;"Telenor Group";"Services";"Scope 1";100;296000;NA;296017;224906;NA;24;2017;"Expired";100;"Unknown";224906;224960;FALSE;TRUE;TRUE;FALSE
18448;"TELEPLAN";"Services";"Scope 2 (location-based)";100;29600;NA;29600;20841;NA;2;2016;"Retired";NA;"Unknown";20841;0;FALSE;TRUE;TRUE;FALSE
18526;"Telus Corporation";"Services";"Scope 1+2 (location-based)";100;413423;NA;423591;359549;NA;25;2020;"Underway";76;"Unknown";359549;334872.63;TRUE;TRUE;TRUE;TRUE
18553;"Teradyne Inc.";"Manufacturing";"Scope 1+2 (location-based)";100;30768;NA;30768;30063;NA;1;2017;"Underway";2.26;"Unknown";30063;30761.046432;FALSE;TRUE;TRUE;FALSE
18573;"Terex Corporation";"Manufacturing";"Scope 1+2 (location-based)";25;40986;NA;161277;92899;NA;10;2017;"Underway";100;"Unknown";23224.75;36887.4;FALSE;TRUE;TRUE;FALSE
18574;"Tesco";"Retail";"Scope 2 (market-based)";99;3306738;NA;NA;1136325;NA;60;2025;"Underway";43.52;"Unknown";1124961.75;2443282.57344;TRUE;TRUE;TRUE;TRUE
18579;"Terna";"Infrastructure";"Scope 2 (location-based)";100;74716;NA;74715.5;72489.3;NA;8;2022;"Underway";3;"Unknown";72489.3;74536.6816;TRUE;TRUE;TRUE;TRUE
18586;"Teva Pharmaceutical Industries Ltd";"Biotech, health care & pharma";"Scope 1 +2 (market-based)";79;1095488;NA;1095488;959851;NA;15;2020;"Underway";100;"Unknown";758282.29;931164.8;TRUE;TRUE;TRUE;TRUE
18640;"Texas Instruments Incorporated";"Manufacturing";"Scope 1+2 (location-based)";100;2408435;NA;2408435;2396098;NA;15;2020;"Underway";0.4;"Unknown";2396098;2406989.939;TRUE;TRUE;TRUE;TRUE
18949;"The Spar Group Ltd";"Retail";"Scope 1+2 (location-based)";59;48632;NA;82984;81577;NA;2;2050;"Underway";2;"Unknown";48130.43;48612.5472;TRUE;TRUE;TRUE;TRUE
18949;"The Spar Group Ltd";"Retail";"Scope 1+2 (location-based)";41;34351;NA;82984;81577;NA;2;2050;"Underway";43;"Unknown";33446.57;34055.5814;TRUE;TRUE;TRUE;TRUE
19051;"Westpac Banking Corporation";"Services";"Scope 1+2 (location-based)";77.75;141726;NA;188782;134237;NA;14;2017;"Retired";26.36;"Unknown";104369.2675;136495.743696;FALSE;TRUE;TRUE;FALSE
19051;"Westpac Banking Corporation";"Services";"Scope 1+2 (location-based) +3 (upstream)";3.43;8391;175806;244289;202727;134237;4;2017;"Retired";30;"Unknown";4604.3291;8290.308;FALSE;TRUE;TRUE;FALSE
19051;"Westpac Banking Corporation";"Services";"Scope 1+2 (location-based)";100;147620;NA;156702;134237;NA;9;2020;"New";0;"Unknown";134237;147620;TRUE;TRUE;TRUE;TRUE
19075;"Thomson Reuters Corporation";"Services";"Scope 1+2 (location-based) +3 (downstream)";100;622771;574104;NA;263303;NA;50.4;2017;"Underway";50.4;"Unknown";263303;464577.201664;FALSE;TRUE;TRUE;FALSE
19080;"thyssenkrupp AG";"Services";"Scope 1+2 (location-based)";8;2010000;NA;18964000;23400000;NA;10;2022;"Underway";60.5;"Unknown";1872000;1888395;TRUE;TRUE;TRUE;TRUE
19080;"thyssenkrupp AG";"Services";"Scope 1+2 (location-based)";100;23800000;NA;18964000;23400000;NA;3;2022;"Underway";62;"Unknown";23400000;23357320;TRUE;TRUE;TRUE;TRUE
19083;"Tiffany & Co.";"Retail";"Scope 1 +2 (market-based)";100;42329;NA;NA;13620;NA;15;2020;"Underway";100;"Unknown";13620;35979.65;TRUE;TRUE;TRUE;TRUE
19083;"Tiffany & Co.";"Retail";"Scope 1 +2 (market-based)";100;45000;NA;NA;13620;NA;100;2050;"Underway";70;"Unknown";13620;13500;TRUE;TRUE;TRUE;TRUE
19100;"Technicolor SA";"Manufacturing";"Scope 2 (location-based)";100;140515;NA;140515;199036;NA;20;2018;"Underway";NA;"Unknown";199036;0;TRUE;TRUE;TRUE;TRUE
19152;"Toda Corporation";"Infrastructure";"Scope 1+2 (location-based)";100;90854;NA;NA;73802;NA;57;2050;"Underway";32.9;"Unknown";73802;73816.14938;TRUE;TRUE;TRUE;TRUE
19152;"Toda Corporation";"Infrastructure";"Scope 1+2 (location-based)";100;90854;NA;NA;73802;NA;35;2030;"Underway";53.6;"Unknown";73802;73809.7896;TRUE;TRUE;TRUE;TRUE
19152;"Toda Corporation";"Infrastructure";"Scope 1+2 (location-based)";96;192364;NA;NA;73802;NA;80;2050;"Underway";79.3;"Unknown";70849.92;70328.2784;TRUE;TRUE;TRUE;TRUE
19152;"Toda Corporation";"Infrastructure";"Scope 1+2 (location-based)";96;192364;NA;NA;73802;NA;70;2030;"Underway";90.6;"Unknown";70849.92;70366.7512;TRUE;TRUE;TRUE;TRUE
19167;"Tokai Rika Co., Ltd.";"Manufacturing";"Scope 1+2 (location-based)";56.1;128559;NA;NA;211820;NA;0;2050;"Underway";0;"Unknown";118831.02;128559;TRUE;TRUE;TRUE;TRUE
19184;"Tokio Marine Holdings, Inc.";"Services";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;119420;92808;122280;115244;86543;1;2017;"Expired";100;"Unknown";86543;118225.8;FALSE;TRUE;TRUE;FALSE
19184;"Tokio Marine Holdings, Inc.";"Services";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;115244;90953;119420;115244;86543;1;2018;"Underway";0;"Unknown";86543;115244;TRUE;TRUE;TRUE;TRUE
19184;"Tokio Marine Holdings, Inc.";"Services";"Scope 1+2 (location-based)";52;62544;NA;NA;86543;NA;40;2020;"Underway";69;"Unknown";45002.36;45281.856;TRUE;TRUE;TRUE;TRUE
19184;"Tokio Marine Holdings, Inc.";"Services";"Scope 1+2 (location-based)";52;62544;NA;90953;86543;NA;60;2050;"Underway";46;"Unknown";45002.36;45281.856;TRUE;TRUE;TRUE;TRUE
19184;"Tokio Marine Holdings, Inc.";"Services";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;98317;82506;87972;115244;86543;3;2017;"Expired";100;"Unknown";86543;95367.49;FALSE;TRUE;TRUE;FALSE
19192;"Tokyo Gas Co., Ltd.";"Infrastructure";"Scope 1 +2 (market-based)";2;50000;NA;NA;4020000;NA;13;2020;"Underway";77;"Unknown";80400;44995;TRUE;TRUE;TRUE;TRUE
19197;"Toshiba Corporation";"Manufacturing";"Scope 1+2 (location-based)";100;6760000;NA;NA;1274560;NA;75;2020;"Underway";100;"Unknown";1274560;1690000;TRUE;TRUE;TRUE;TRUE
19207;"Tongaat Hulett Ltd";"Food, beverage & agriculture";"Scope 1";100;885976;NA;885976;798174;NA;10;2020;"Underway";11;"Unknown";798174;876230.264;TRUE;TRUE;TRUE;TRUE
19207;"Tongaat Hulett Ltd";"Food, beverage & agriculture";"Scope 2 (location-based)";100;360254;NA;360258;270183;NA;28;2020;"Underway";10;"Unknown";270183;350166.888;TRUE;TRUE;TRUE;TRUE
19238;"Toppan Printing Co., Ltd.";"Services";"Scope 1 +2 (market-based)";61;751000;NA;NA;1173429;NA;29;2020;"Underway";98;"Unknown";715791.69;537565.8;TRUE;TRUE;TRUE;TRUE
19241;"TD Bank Group";"Services";"Scope 1+2 (location-based)";100;200676;NA;200676;176459;NA;0;2020;"Underway";100;"Unknown";176459;200676;TRUE;TRUE;TRUE;TRUE
19241;"TD Bank Group";"Services";"Scope 1+2 (market-based) +3 (upstream)";100;62133;62133;84480;888604;51859;100;2040;"Underway";100;"Unknown";51859;0;TRUE;TRUE;TRUE;TRUE
19242;"Toray Industries, Inc.";"Manufacturing";"Scope 1 +2 (market-based)";67;2550000;NA;NA;5471236;NA;15;2020;"Underway";100;"Unknown";3665728.12;2167500;TRUE;TRUE;TRUE;TRUE
19257;"Total";"Fossil Fuels";"Scope 1";15;8140000;NA;51600000;36200000;NA;80;2020;"Underway";100;"Unknown";5430000;1628000;TRUE;TRUE;TRUE;TRUE
19257;"Total";"Fossil Fuels";"Scope 1";15;8140000;NA;51600000;36200000;NA;100;2030;"Underway";87;"Unknown";5430000;1058200;TRUE;TRUE;TRUE;TRUE
19266;"Toto Ltd.";"Manufacturing";"Scope 1+2 (location-based)";100;352000;NA;333593;347638;NA;0;2017;"Retired";100;"Unknown";347638;352000;FALSE;TRUE;TRUE;FALSE
19266;"Toto Ltd.";"Manufacturing";"Scope 1 +2 (market-based)";100;450000;NA;NA;363116;NA;0;2022;"New";0;"Unknown";363116;450000;TRUE;TRUE;TRUE;TRUE
19266;"Toto Ltd.";"Manufacturing";"Scope 1 +2 (market-based)";100;450000;NA;NA;363116;NA;0;2030;"New";0;"Unknown";363116;450000;TRUE;TRUE;TRUE;TRUE
19276;"Toyo Seikan Group Holdings, Ltd.";"Manufacturing";"Scope 1 +2 (market-based)";100;1813987;NA;NA;1669881;NA;14;2022;"Underway";57;"Unknown";1669881;1669230.8374;TRUE;TRUE;TRUE;TRUE
19279;"Toyobo Co., Ltd.";"Apparel";"Scope 1 +2 (market-based)";100;834800;NA;NA;784030;NA;17;2030;"Underway";77;"Unknown";784030;725524.68;TRUE;TRUE;TRUE;TRUE
19288;"Toyota Industries Corporation";"Manufacturing";"Scope 1+2 (location-based)";27;315000;NA;NA;934483;NA;10;2020;"Underway";100;"Unknown";252310.41;283500;TRUE;TRUE;TRUE;TRUE
19290;"Toyota Motor Corporation";"Manufacturing";"Scope 1+2 (location-based)";100;8890000;NA;7611000;7870080;NA;100;2050;"Underway";11.47;"Unknown";7870080;7870317;TRUE;TRUE;TRUE;TRUE
19290;"Toyota Motor Corporation";"Manufacturing";"Scope 1+2 (location-based)";15.3;2110000;NA;NA;7870080;NA;28;2020;"Underway";100;"Unknown";1204122.24;1519200;TRUE;TRUE;TRUE;TRUE
19290;"Toyota Motor Corporation";"Manufacturing";"Scope 1+2 (location-based)";100;8890000;NA;7611000;7870080;NA;35;2030;"Underway";32.8;"Unknown";7870080;7869428;TRUE;TRUE;TRUE;TRUE
19304;"TransCanada Corporation";"Fossil Fuels";"Scope 1";1;118352;NA;12800000;12500000;NA;20;2020;"Underway";NA;"Unknown";125000;0;TRUE;TRUE;TRUE;TRUE
19304;"TransCanada Corporation";"Fossil Fuels";"Scope 1";NA;NA;NA;NA;12500000;NA;NA;2020;"Underway";NA;"Unknown";12500000;0;TRUE;FALSE;TRUE;FALSE
19304;"TransCanada Corporation";"Fossil Fuels";"Scope 1";27.5;2269667;NA;12400000;12500000;NA;10;2018;"Underway";NA;"Unknown";3437500;0;TRUE;TRUE;TRUE;TRUE
19328;"TransAlta Corporation";"Power generation";"Scope 1+2 (location-based)";100;32227815;NA;32227815;29925603;NA;22;2021;"Underway";33;"Unknown";29925603;29888075.631;TRUE;TRUE;TRUE;TRUE
19328;"TransAlta Corporation";"Power generation";"Scope 1+2 (location-based)";100;32227815;NA;32227815;29925603;NA;61;2030;"Underway";12;"Unknown";29925603;29868738.942;TRUE;TRUE;TRUE;TRUE
19366;"Trant Engineering Ltd";"Infrastructure";"Scope 1";100;2791;NA;2790;2181;NA;5;2017;"Expired";100;"Unknown";2181;2651.45;FALSE;TRUE;TRUE;FALSE
19366;"Trant Engineering Ltd";"Infrastructure";"Scope 2 (location-based)";68;177;NA;176.63;145;NA;5;2017;"Expired";100;"Unknown";98.6;168.15;FALSE;TRUE;TRUE;FALSE
19377;"The Travelers Companies, Inc.";"Services";"Scope 1+2 (location-based)";100;84603;NA;84603;54890;NA;40;2020;"New";88;"Unknown";54890;54822.744;TRUE;TRUE;TRUE;TRUE
19402;"Reach";"Services";"Scope 2 (location-based)";100;26032;NA;26032;19227;NA;0.5;2017;"New";13;"Unknown";19227;26015.0792;FALSE;TRUE;TRUE;FALSE
19569;"United Continental Holdings";"Transportation services";"Scope 1";2.8;865546;NA;31446166;32429263;NA;80;2025;"Underway";0.8;"Unknown";908019.364;860006.5056;TRUE;TRUE;TRUE;TRUE
19569;"United Continental Holdings";"Transportation services";"Scope 1";0.09;28213;NA;32086690;32429263;NA;11;2017;"Expired";100;"Unknown";29186.3367;25109.57;FALSE;TRUE;TRUE;FALSE
19573;"Ube Industries, Ltd.";"Manufacturing";"Scope 1 +2 (market-based)";100;14230000;NA;NA;12100000;NA;15;2021;"Underway";99;"Unknown";12100000;12116845;TRUE;TRUE;TRUE;TRUE
19581;"Tyson Foods, Inc.";"Food, beverage & agriculture";"Scope 1 +2 (market-based)";100;5421370;NA;NA;NA;NA;30;2030;"New";0;"Unknown";0;5421370;TRUE;TRUE;TRUE;TRUE
19593;"U.S. Bancorp";"Services";"Scope 1 +2 (market-based)";100;415211;NA;415211;341506;NA;40;2029;"Underway";44;"Unknown";341506;342133.864;TRUE;TRUE;TRUE;TRUE
19593;"U.S. Bancorp";"Services";"Scope 1 +2 (market-based)";100;415211;NA;415211;341506;NA;60;2044;"Underway";29;"Unknown";341506;342964.286;TRUE;TRUE;TRUE;TRUE
19657;"UCB SA";"Biotech, health care & pharma";"Scope 1+2 (location-based) +3 (downstream)";100;175632;NA;56612;NA;NA;5;2020;"Underway";100;"Unknown";0;166850.4;TRUE;TRUE;TRUE;TRUE
19657;"UCB SA";"Biotech, health care & pharma";"Scope 1+2 (location-based) +3 (downstream)";100;175632;NA;56612;NA;NA;20;2025;"Underway";75;"Unknown";0;149287.2;TRUE;TRUE;TRUE;TRUE
19657;"UCB SA";"Biotech, health care & pharma";"Scope 1+2 (location-based) +3 (downstream)";100;175632;NA;56612;NA;NA;35;2030;"Underway";42;"Unknown";0;149814.096;TRUE;TRUE;TRUE;TRUE
19657;"UCB SA";"Biotech, health care & pharma";"Scope 1+2 (location-based) +3 (downstream)";100;175632;NA;56612;NA;NA;70;2050;"Underway";21;"Unknown";0;149814.096;TRUE;TRUE;TRUE;TRUE
19783;"Ultrapar Participações S/A";"Fossil Fuels";"Scope 1+2 (location-based)";100;447000.03;NA;NA;597570.78;NA;25;2020;"Underway";0;"Unknown";597570.78;447000.03;TRUE;TRUE;TRUE;TRUE
19783;"Ultrapar Participações S/A";"Fossil Fuels";"Scope 1+2 (location-based)";100;17770.7;NA;613737.06;597570.78;NA;2;2017;"Expired";0.6;"Unknown";597570.78;17768.567516;FALSE;TRUE;TRUE;FALSE
19792;"Uni-Charm Corporation";"Manufacturing";"Scope 1 +2 (market-based)";100;412000;NA;411996;452882;NA;34;2030;"New";12;"Unknown";452882;395190.4;TRUE;TRUE;TRUE;TRUE
19794;"UniCredit";"Services";"Scope 1+2 (location-based)";100;491448;NA;491448;290777;NA;60;2020;"Underway";68.33;"Unknown";290777;289964.14896;TRUE;TRUE;TRUE;TRUE
19794;"UniCredit";"Services";"Scope 1+2 (location-based)";100;491448;NA;491448;290777;NA;80;2030;"Underway";51.25;"Unknown";290777;289954.32;TRUE;TRUE;TRUE;TRUE
19829;"Unilever plc";"Manufacturing";"Scope 1 +2 (market-based)";100;1858924;NA;1858924;1693385;NA;100;2030;"Underway";9;"Unknown";1693385;1691620.84;TRUE;TRUE;TRUE;TRUE
19829;"Unilever plc";"Manufacturing";"Scope 1 +2 (market-based)";100;1858924;NA;1858924;1693385;NA;100;2040;"Underway";9;"Unknown";1693385;1691620.84;TRUE;TRUE;TRUE;TRUE
