"account_id";"company_name";"primary_industry";"Scope";"% emissions in Scope";"BY_covered";"BY_Scope_exclS3";"BY_Scope";"MRY_Scope";"MRY_Scope_exclS3";"% reduction from base year";"Target year";"Target status";"% achieved (emissions)";"Target coverage";"MRY_inventory";"MRY_target";"TargetActive";"Quantifiable";"Scope1_2";"Include"
44;"3i Group";"Services";"Scope 1 +2 (market-based)";100;365.8;NA;366;293.4;NA;25;2019;"Underway";20;"Unknown";293.4;347.51;TRUE;TRUE;TRUE;TRUE
53;"Abertis Infraestructuras";"Infrastructure";"Scope 1";100;63412;NA;66412;72554;NA;10;2020;"Underway";0;"Unknown";72554;63412;TRUE;TRUE;TRUE;TRUE
53;"Abertis Infraestructuras";"Infrastructure";"Scope 2 (location-based)";100;57999;NA;57999;56317;NA;10;2020;"Underway";30;"Unknown";56317;56259.03;TRUE;TRUE;TRUE;TRUE
53;"Abertis Infraestructuras";"Infrastructure";"Scope 1+2 (location-based)";18;23456.81;NA;124411;128871;NA;1.5;2018;"Underway";0;"Unknown";23196.78;23456.81;TRUE;TRUE;TRUE;TRUE
87;"A2A";"Power generation";"Scope 1";87;9467290;NA;5124047;8057008;NA;34;2022;"Underway";97;"Unknown";7009596.96;6344977.758;TRUE;TRUE;TRUE;TRUE
87;"A2A";"Power generation";"Scope 1";87;9467290;NA;5124047;8057008;NA;62;2030;"Underway";53;"Unknown";7009596.96;6356338.506;TRUE;TRUE;TRUE;TRUE
97;"Aareal Bank AG";"Services";"Scope 2 (market-based)";84;3249;NA;NA;2728;NA;100;2020;"Underway";99;"Unknown";2291.52;32.49;TRUE;TRUE;TRUE;TRUE
119;"Resolute Forest Products Inc.";"Materials";"Scope 1+2 (location-based)";100;11856979;NA;11856980;2868747;NA;65;2015;"Expired";100;"Unknown";2868747;4149942.65;FALSE;TRUE;TRUE;FALSE
135;"ABN Amro Holding";"Services";"Scope 1+2 (location-based)";100;15370;NA;15370;4370;NA;55;2017;"Expired";72;"Unknown";4370;9283.48;FALSE;TRUE;TRUE;FALSE
135;"ABN Amro Holding";"Services";"Scope 1";100;3370;NA;7250;2350;NA;100;2019;"Underway";30;"Unknown";2350;2359;TRUE;TRUE;TRUE;TRUE
154;"ACCIONA S.A.";"Infrastructure";"Scope 1 +2 (market-based)";100;1228540;NA;1228540;1228540;NA;16;2030;"New";0;"Unknown";1228540;1228540;TRUE;TRUE;TRUE;TRUE
154;"ACCIONA S.A.";"Infrastructure";"Scope 1 +2 (market-based)";100;817204;NA;817204;1228540;NA;2.1;2017;"Expired";0;"Unknown";1228540;817204;FALSE;TRUE;TRUE;FALSE
169;"ACERINOX";"Materials";"Scope 1+2 (location-based)";100;566788;NA;566788;597726;NA;20;2020;"Underway";100;"Unknown";597726;453430.4;TRUE;TRUE;TRUE;TRUE
173;"ADP (Aeroports de Paris)";"Services";"Scope 1+2 (location-based)";100;177641;NA;177641;66380;NA;100;2030;"Underway";63;"Unknown";66380;65727.17;TRUE;TRUE;TRUE;TRUE
220;"Adecco Group AG";"Services";"Scope 1";100;51562;NA;51562;59815;NA;12;2022;"Underway";0;"Unknown";59815;51562;TRUE;TRUE;TRUE;TRUE
220;"Adecco Group AG";"Services";"Scope 2 (location-based)";100;52372;NA;52372;33045;NA;12;2022;"Underway";100;"Unknown";33045;46087.36;TRUE;TRUE;TRUE;TRUE
246;"Advantest Corporation";"Manufacturing";"Scope 1 +2 (market-based)";100;36163;NA;35144;35268;NA;2.54;2017;"Underway";85;"Unknown";35268;35382.24083;FALSE;TRUE;TRUE;FALSE
252;"Aegon";"Services";"Scope 1 +2 (market-based)";100;77448;NA;NA;45688;NA;100;2017;"Underway";100;"Unknown";45688;0;FALSE;TRUE;TRUE;FALSE
258;"Aeon Co., Ltd.";"Retail";"Scope 1 +2 (market-based)";100;3466980;NA;NA;NA;NA;35;2030;"Underway";8.2;"Unknown";0;3367477.674;TRUE;TRUE;TRUE;TRUE
258;"Aeon Co., Ltd.";"Retail";"Scope 1+2 (location-based)";100;3466980;NA;811197;3195969;NA;100;2050;"Underway";8.2;"Unknown";3195969;3182687.64;TRUE;TRUE;TRUE;TRUE
282;"ABB";"Manufacturing";"Scope 1 +2 (market-based)";100;1550000;NA;1550000;1027429;NA;40;2020;"Replaced";33;"Unknown";1027429;1345400;FALSE;TRUE;TRUE;FALSE
285;"3M Company";"Manufacturing";"Scope 1+2 (location-based)";100;18300000;NA;18340000;5840000;NA;50;2025;"Underway";20;"Unknown";5840000;16470000;TRUE;TRUE;TRUE;TRUE
304;"The AES Corporation";"Infrastructure";"Scope 2 (location-based)";0.17;688.08;NA;306367;226143;NA;12;2017;"New";100;"Unknown";384.4431;605.5104;FALSE;TRUE;TRUE;FALSE
313;"ACEA SpA";"Power generation";"Scope 2 (location-based)";100;480000;NA;480000;398287;NA;21;2022;"Underway";82;"Unknown";398287;397344;TRUE;TRUE;TRUE;TRUE
313;"ACEA SpA";"Power generation";"Scope 2 (market-based)";100;494363;NA;494363;235812;NA;52;2017;"Underway";100;"Unknown";235812;237294.24;FALSE;TRUE;TRUE;FALSE
313;"ACEA SpA";"Power generation";"Scope 1";55;105737;NA;192446;380883;NA;45;2022;"Underway";0;"Unknown";209485.65;105737;TRUE;TRUE;TRUE;TRUE
333;"Adobe, Inc.";"Services";"Scope 1 +2 (market-based)";100;64736;NA;64736;73661;NA;25;2025;"Underway";0;"Unknown";73661;64736;TRUE;TRUE;TRUE;TRUE
333;"Adobe, Inc.";"Services";"Scope 1 +2 (market-based)";100;64736;NA;64736;73661;NA;55;2040;"Underway";0;"Unknown";73661;64736;TRUE;TRUE;TRUE;TRUE
336;"ASE Technology Holding Co., Ltd.";"Services";"Scope 1 +2 (market-based)";100;1384808;NA;1384808;1276373;NA;19;2025;"Underway";41.2;"Unknown";1276373;1276405.22976;TRUE;TRUE;TRUE;TRUE
336;"ASE Technology Holding Co., Ltd.";"Services";"Scope 1 +2 (market-based)";100;1384808;NA;1384808;1276373;NA;40;2035;"Underway";19.6;"Unknown";1276373;1276239.0528;TRUE;TRUE;TRUE;TRUE
351;"AGL Energy";"Power generation";"Scope 1";78.7;34054514;NA;43258798;43441666;NA;100;2050;"Underway";0;"Unknown";34188591.142;34054514;TRUE;TRUE;TRUE;TRUE
351;"AGL Energy";"Power generation";"Scope 1";17.5;7585578;NA;43258798;43441666;NA;100;2022;"Underway";0;"Unknown";7602291.55;7585578;TRUE;TRUE;TRUE;TRUE
351;"AGL Energy";"Power generation";"Scope 1";36.8;15912788;NA;43258798;43441666;NA;100;2035;"Underway";0;"Unknown";15986533.088;15912788;TRUE;TRUE;TRUE;TRUE
356;"Aetna Inc.";"Services";"Scope 1";100;NA;NA;NA;9724;NA;2;2023;"Underway";NA;"Unknown";9724;0;TRUE;FALSE;TRUE;FALSE
356;"Aetna Inc.";"Services";"Scope 2 (location-based)";100;NA;NA;NA;69287;NA;2;2023;"Underway";NA;"Unknown";69287;0;TRUE;FALSE;TRUE;FALSE
362;"AFLAC Incorporated";"Services";"Scope 2 (location-based)";100;29765;NA;29765;11718;NA;50;2025;"Replaced";100;"Unknown";11718;14882.5;FALSE;TRUE;TRUE;FALSE
365;"Affiliated Managers Group";NA;"Scope 1+2 (location-based)";100;1178.74;NA;1178.74;1178.74;NA;5;2023;"New";0;"Unknown";1178.74;1178.74;TRUE;TRUE;TRUE;TRUE
372;"African Rainbow Minerals";"Mineral extraction";"Scope 1+2 (location-based)";100;1228656;NA;1228657;2119976;NA;5;2018;"Underway";100;"Unknown";2119976;1167223.2;TRUE;TRUE;TRUE;TRUE
372;"African Rainbow Minerals";"Mineral extraction";"Scope 1+2 (location-based)";100;2475491;NA;1228657;2119976;NA;5;2020;"Underway";33;"Unknown";2119976;2434645.3985;TRUE;TRUE;TRUE;TRUE
394;"Ajinomoto Co.Inc.";"Food, beverage & agriculture";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;13730002;NA;NA;14289107;2316924;30;2030;"Underway";0;"Unknown";2316924;13730002;TRUE;TRUE;TRUE;TRUE
399;"Aisin Seiki Co., Ltd.";"Manufacturing";"Scope 1+2 (location-based)";100;2180195.7;NA;2232053;2413212.16;NA;100;2050;"Underway";0;"Unknown";2413212.16;2180195.7;TRUE;TRUE;TRUE;TRUE
399;"Aisin Seiki Co., Ltd.";"Manufacturing";"Scope 1+2 (location-based)";100;1666764.64;NA;NA;2413212.16;NA;20;2020;"Underway";0;"Unknown";2413212.16;1666764.64;TRUE;TRUE;TRUE;TRUE
427;"Air Canada";"Transportation services";"Scope 1";99;8698800;NA;8698800;12205420;NA;50;2050;"Underway";0;"Unknown";12083365.8;8698800;TRUE;TRUE;TRUE;TRUE
429;"Air France - KLM";"Transportation services";"Scope 1";100;24907000;NA;NA;27665812;NA;50;2050;"Underway";9;"Unknown";27665812;23786185;TRUE;TRUE;TRUE;TRUE
432;"Air Liquide";"Manufacturing";"Scope 1";2.6;375000;NA;14062000;14476000;NA;5.5;2020;"New";0;"Unknown";376376;375000;TRUE;TRUE;TRUE;TRUE
449;"AKBANK T.A.S.";"Services";"Scope 1+2 (location-based)";83;55372;NA;55372;44077;NA;20;2020;NA;NA;"Unknown";36583.91;0;FALSE;TRUE;TRUE;FALSE
453;"AK Steel Holding Corporation";"Materials";"Scope 1";100;8092985;NA;8092985;6567119;NA;18.1;2025;"Underway";18.8;"Unknown";6567119;7817596.90642;TRUE;TRUE;TRUE;TRUE
454;"Akamai Technologies Inc";"Services";"Scope 1+2 (location-based) +3 (upstream)";71;132493;93525;187757;218725;110122;5;2020;"Underway";0;"Unknown";78186.62;132493;TRUE;TRUE;TRUE;TRUE
462;"AkzoNobel";"Manufacturing";"Scope 1 +2 (market-based)";100;4600000;NA;NA;3355000;NA;0;2020;"Underway";100;"Unknown";3355000;4600000;TRUE;TRUE;TRUE;TRUE
462;"AkzoNobel";"Manufacturing";"Scope 1 +2 (market-based)";100;4700000;NA;4700000;3355000;NA;100;2050;"Underway";13;"Unknown";3355000;4089000;TRUE;TRUE;TRUE;TRUE
533;"Allergan plc";"Biotech, health care & pharma";"Scope 1 +2 (market-based)";50;86200;NA;172614;134990;NA;20;2020;"Underway";100;"Unknown";67495;68960;TRUE;TRUE;TRUE;TRUE
550;"ANA Holdings Inc.";"Transportation services";"Scope 1";37;4400000;NA;NA;11177181;NA;0;2020;"Underway";55.5;"Unknown";4135556.97;4400000;TRUE;TRUE;TRUE;TRUE
569;"Alma Media Corporation";"Services";"Scope 1 +2 (market-based)";98;5404;NA;5771;5447.7;NA;21;2025;"Underway";28.6;"Unknown";5338.746;5079.43576;TRUE;TRUE;TRUE;TRUE
573;"Alpha Bank";"Services";"Scope 1+2 (location-based)";100;54689;NA;56683;48930.65;NA;10;2017;"Expired";100;"Unknown";48930.65;49220.1;FALSE;TRUE;TRUE;FALSE
578;"Alliance One International Inc.";"Food, beverage & agriculture";"Scope 1+2 (location-based)";100;364148;NA;431050;98798.71;NA;77.4;2020;"Underway";100;"Unknown";98798.71;82297.448;TRUE;TRUE;TRUE;TRUE
582;"Allstate Insurance Company";"Services";"Scope 1+2 (location-based)";66;188715;NA;236706;145027;NA;20;2020;"Underway";100;"Unknown";95717.82;150972;TRUE;TRUE;TRUE;TRUE
600;"AIB Group Plc";"Services";"Scope 1+2 (location-based)";76.27;25008;NA;32786;20823;NA;33;2020;"Retired";100;"Unknown";15881.7021;16755.36;FALSE;TRUE;TRUE;FALSE
600;"AIB Group Plc";"Services";"Scope 1+2 (location-based)";94.16;27172.7;NA;28856;20823;NA;56;2025;"Underway";48.88;"Unknown";19606.9368;19734.7711744;TRUE;TRUE;TRUE;TRUE
600;"AIB Group Plc";"Services";"Scope 1+2 (location-based)";94.16;27172.7;NA;28856;20823;NA;78;2036;"Underway";35.09;"Unknown";19606.9368;19735.4776646;TRUE;TRUE;TRUE;TRUE
625;"alstria office REIT-AG";"Services";"Scope 2 (market-based)";98;2347;NA;2347;558;NA;95;2020;"Underway";76;"Unknown";546.84;652.466;TRUE;TRUE;TRUE;TRUE
628;"Altria Group, Inc.";"Food, beverage & agriculture";"Scope 1+2 (location-based)";100;392172;NA;392172;340007;NA;13.3;2025;"Underway";66.5;"Unknown";340007;357486.34746;TRUE;TRUE;TRUE;TRUE
638;"Alten";"Services";"Scope 1";57;160;NA;280;9692;NA;10;2017;"Expired";0;"Unknown";5524.44;160;FALSE;TRUE;TRUE;FALSE
661;"Ameren Corporation";"Infrastructure";"Scope 1";1;26795627;NA;26795627;30200376;NA;1;2017;"Underway";63;"Unknown";302003.76;26626814.5499;FALSE;TRUE;TRUE;FALSE
661;"Ameren Corporation";"Infrastructure";"Scope 1";1;26795627;NA;26795627;30200376;NA;1;2017;"Underway";9;"Unknown";302003.76;26771510.9357;FALSE;TRUE;TRUE;FALSE
661;"Ameren Corporation";"Infrastructure";"Scope 1";1;26795627;NA;26795627;30200376;NA;1;2017;"Underway";63;"Unknown";302003.76;26626814.5499;FALSE;TRUE;TRUE;FALSE
661;"Ameren Corporation";"Infrastructure";"Scope 1";35;35754207;NA;NA;30200376;NA;35;2030;"Underway";NA;"Unknown";10570131.6;0;TRUE;TRUE;TRUE;TRUE
661;"Ameren Corporation";"Infrastructure";"Scope 1";50;35754207;NA;NA;30200376;NA;50;2040;"Underway";NA;"Unknown";15100188;0;TRUE;TRUE;TRUE;TRUE
661;"Ameren Corporation";"Infrastructure";"Scope 1";80;35754207;NA;NA;30200376;NA;80;2050;"Underway";NA;"Unknown";24160300.8;0;TRUE;TRUE;TRUE;TRUE
689;"American Electric Power Company, Inc.";"Power generation";"Scope 1";99;134000000;NA;140917311;78760420;NA;10;2020;"Replaced";100;"Unknown";77972815.8;120600000;FALSE;TRUE;TRUE;FALSE
689;"American Electric Power Company, Inc.";"Power generation";"Scope 1";99;167000000;NA;NA;78760420;NA;80;2050;"Underway";71;"Unknown";77972815.8;72144000;TRUE;TRUE;TRUE;TRUE
692;"American Express";"Services";"Scope 1 +2 (market-based)";100;157365;NA;157365;79435;NA;31;2021;"Underway";100;"Unknown";79435;108581.85;TRUE;TRUE;TRUE;TRUE
692;"American Express";"Services";"Scope 1 +2 (market-based)";100;157365;NA;157365;79435;NA;85;2040;"Underway";58;"Unknown";79435;79784.055;TRUE;TRUE;TRUE;TRUE
699;"American International Group, Inc. (AIG)";"Services";"Scope 1+2 (location-based)";23;5190;NA;NA;10046;NA;20;2020;"Underway";95;"Unknown";2310.58;4203.9;TRUE;TRUE;TRUE;TRUE
716;"Amgen, Inc.";"Biotech, health care & pharma";"Scope 1+2 (location-based)";94;385000;NA;406647;317096;NA;10;2020;"Underway";90;"Unknown";298070.24;350350;TRUE;TRUE;TRUE;TRUE
716;"Amgen, Inc.";"Biotech, health care & pharma";"Scope 1: Scope 1 - Fleet";12.5;15000;NA;119968;163362;NA;20;2020;"Underway";100;"Unknown";20420.25;12000;TRUE;TRUE;TRUE;TRUE
724;"AMP";"Services";"Scope 1+2 (location-based)";100;20830;NA;13986;9702;NA;40;2021;"Underway";83;"Unknown";9702;13914.44;TRUE;TRUE;TRUE;TRUE
772;"Anglo American";"Materials";"Scope 1+2 (location-based)";100;17958182;NA;17875766;17958182;NA;30;2030;"New";0;"Unknown";17958182;17958182;TRUE;TRUE;TRUE;TRUE
772;"Anglo American";"Materials";"Scope 1+2 (location-based)";100;17875766;NA;18227939;17958182;NA;22;2020;"Underway";95;"Unknown";17958182;14139730.906;TRUE;TRUE;TRUE;TRUE
777;"Anglo American Platinum";"Mineral extraction";"Scope 1+2 (location-based)";100;17875766;NA;5579206;4611656;NA;30;2030;"New";56;"Unknown";4611656;14872637.312;TRUE;TRUE;TRUE;TRUE
777;"Anglo American Platinum";"Mineral extraction";"Scope 1+2 (location-based)";100;5879640;NA;5363000;4611656;NA;10;2020;"Underway";100;"Unknown";4611656;5291676;TRUE;TRUE;TRUE;TRUE
807;"Hitachi Rail STS";"Infrastructure";"Scope 2 (location-based)";100;5486;NA;7190;5486;NA;18;2017;"Underway";100;"Unknown";5486;4498.52;FALSE;TRUE;TRUE;FALSE
820;"Antofagasta";"Mineral extraction";"Scope 1+2 (location-based) +3 (upstream & downstream)";9.3;300000;3876498;8059601;8059601;3876498;3;2022;"New";0;"Unknown";360514.314;300000;TRUE;TRUE;TRUE;TRUE
820;"Antofagasta";"Mineral extraction";"Scope 2 (market-based)";2;60000;NA;NA;NA;NA;2;2022;"New";0;"Unknown";0;60000;TRUE;TRUE;TRUE;TRUE
820;"Antofagasta";"Mineral extraction";"Scope 2 (market-based)";100;350000;NA;NA;NA;NA;100;2020;"Underway";0;"Unknown";0;350000;TRUE;TRUE;TRUE;TRUE
825;"Aon plc";"Services";"Scope 1+2 (location-based)";100;100;NA;NA;95212;NA;15;2020;"Underway";24.31;"Unknown";95212;96.3535;TRUE;TRUE;TRUE;TRUE
830;"Aoyama Trading Co., Ltd.";"Retail";"Scope 2 (market-based)";100;67987;NA;NA;71722;NA;27;2025;"Underway";85.1;"Unknown";71722;52365.62701;TRUE;TRUE;TRUE;TRUE
846;"AptarGroup";"Manufacturing";"Scope 1";100;17608;NA;17608;17608;NA;7;2020;"Underway";0;"Unknown";17608;17608;TRUE;TRUE;TRUE;TRUE
846;"AptarGroup";"Manufacturing";"Scope 2 (market-based)";100;159208;NA;155134;146242;NA;32.5;2020;"Underway";25;"Unknown";146242;146272.35;TRUE;TRUE;TRUE;TRUE
846;"AptarGroup";"Manufacturing";"Scope 1 +2 (market-based)";100;175259;NA;171185;163850;NA;30;2020;"Underway";22;"Unknown";163850;163691.906;TRUE;TRUE;TRUE;TRUE
865;"Apple Inc.";"Manufacturing";"Scope 1 +2 (market-based)";100;153500;NA;NA;81647;NA;52;2020;"Underway";100;"Unknown";81647;73680;TRUE;TRUE;TRUE;TRUE
865;"Apple Inc.";"Manufacturing";"Scope 1 +2 (market-based)";100;153500;NA;NA;81647;NA;52;2036;"Underway";100;"Unknown";81647;73680;TRUE;TRUE;TRUE;TRUE
865;"Apple Inc.";"Manufacturing";"Scope 2 (market-based)";100;154300;NA;154300;36250;NA;100;2018;"Underway";74;"Unknown";36250;40118;TRUE;TRUE;TRUE;TRUE
894;"Arcadis";"Services";"Scope 1 +2 (market-based)";21;8348;NA;NA;33168;NA;30;2020;"Underway";100;"Unknown";6965.28;5843.6;TRUE;TRUE;TRUE;TRUE
895;"Arcadyan Technology Corporation";"Manufacturing";"Scope 2 (location-based)";100;14367.63;NA;14367.63;14367.63;NA;20;2017;"Underway";15.9;"Unknown";14367.63;13910.739366;FALSE;TRUE;TRUE;FALSE
992;"Asahi Group Holdings, Ltd.";"Food, beverage & agriculture";"Scope 1 +2 (market-based)";85;525225;NA;620706;619447;NA;30;2030;"Underway";16.8;"Unknown";526529.95;498753.66;TRUE;TRUE;TRUE;TRUE
992;"Asahi Group Holdings, Ltd.";"Food, beverage & agriculture";"Scope 1 +2 (market-based)";85;525225;NA;620706;619447;NA;100;2050;"Underway";5;"Unknown";526529.95;498963.75;TRUE;TRUE;TRUE;TRUE
992;"Asahi Group Holdings, Ltd.";"Food, beverage & agriculture";"Scope 1+2 (market-based) +3 (downstream)";91;845000;NA;NA;1143456;619447;30;2020;"Underway";13;"Unknown";563696.77;812045;TRUE;TRUE;TRUE;TRUE
993;"AGC Inc.";"Materials";"Scope 1 +2 (market-based)";21;2200000;NA;NA;NA;NA;18;2020;"Underway";98;"Unknown";0;1811920;TRUE;TRUE;TRUE;TRUE
994;"Asahi Kasei Corporation";"Manufacturing";"Scope 1 +2 (market-based)";100;5923229;NA;NA;4230354;NA;35;2020;"Underway";81.66;"Unknown";4230354;4230310.91951;TRUE;TRUE;TRUE;TRUE
1037;"Asia Vital Components Co., LTD";"Manufacturing";"Scope 2 (location-based)";96.99;41614.14;NA;43580.8;41614.14;NA;5;2020;"Underway";18.94;"Unknown";40361.554386;41220.0540942;TRUE;TRUE;TRUE;TRUE
1046;"Asics Corporation";"Apparel";"Scope 1 +2 (market-based)";100;30381;NA;30858;25396;NA;5;2020;"Underway";100;"Unknown";25396;28861.95;TRUE;TRUE;TRUE;TRUE
1046;"Asics Corporation";"Apparel";"Scope 1 +2 (market-based)";100;30381;NA;30858;25396;NA;33;2030;"Underway";53.4;"Unknown";25396;25027.26018;TRUE;TRUE;TRUE;TRUE
1048;"ASML Holding";"Manufacturing";"Scope 1 +2 (market-based)";100;126712;NA;128000;158500;NA;10;2020;"Underway";44;"Unknown";158500;121136.672;TRUE;TRUE;TRUE;TRUE
1051;"Astellas Pharma Inc.";"Biotech, health care & pharma";"Scope 1 +2 (market-based)";100;222724;NA;226297;206929;NA;30;2030;"New";7.1;"Unknown";206929;217979.9788;TRUE;TRUE;TRUE;TRUE
1087;"Assurant, Inc.";"Services";"Scope 2 (location-based)";100;35252;NA;35252;26915.9;NA;20;2020;"Underway";100;"Unknown";26915.9;28201.6;TRUE;TRUE;TRUE;TRUE
1104;"AstraZeneca";"Biotech, health care & pharma";"Scope 1";100;318633;NA;318633;291655;NA;20;2025;"Underway";42;"Unknown";291655;291867.828;TRUE;TRUE;TRUE;TRUE
1104;"AstraZeneca";"Biotech, health care & pharma";"Scope 2 (market-based)";100;348664;NA;348664;182847;NA;95;2025;"Underway";50;"Unknown";182847;183048.6;TRUE;TRUE;TRUE;TRUE
1104;"AstraZeneca";"Biotech, health care & pharma";"Scope 1+2 (market-based) +3 (upstream & downstream)";25;1777190;667297;8202384;6458368;474502;0;2025;"Underway";20;"Unknown";118625.5;1777190;TRUE;TRUE;TRUE;TRUE
1106;"ASUSTeK Computer Inc";"Manufacturing";"Scope 1+2 (location-based)";100;15594;NA;15594;12444;NA;50;2025;"Underway";40;"Unknown";12444;12475.2;TRUE;TRUE;TRUE;TRUE
1113;"AT&T Inc.";"Services";"Scope 1";100;1354054;NA;NA;1048692;NA;20;2020;"Replaced";100;"Unknown";1048692;1083243.2;FALSE;TRUE;TRUE;FALSE
1113;"AT&T Inc.";"Services";"Scope 1";67.7;865777;NA;NA;1048692;NA;30;2020;"Replaced";66;"Unknown";709964.484;694353.154;FALSE;TRUE;TRUE;FALSE
1115;"Atea ASA";"Services";"Scope 1+2 (location-based)";100;7613;NA;8683.2;6816;NA;43;2030;"Underway";24;"Unknown";6816;6827.3384;TRUE;TRUE;TRUE;TRUE
1115;"Atea ASA";"Services";"Scope 1+2 (location-based)";100;7613;NA;8683.2;6816;NA;57;2040;"Underway";18;"Unknown";6816;6831.9062;TRUE;TRUE;TRUE;TRUE
1134;"Atlantia";"Infrastructure";"Scope 1+2 (location-based)";35;77280;NA;227362;238415;NA;6;2020;"Underway";60;"Unknown";83445.25;74497.92;TRUE;TRUE;TRUE;TRUE
1158;"AU Optronics";"Manufacturing";"Scope 1+2 (location-based) +3 (upstream & downstream)";90;4050000;2781871.82;4941050.33;6247229.8;3356828.05;45.6;2020;"Underway";45.6;"Unknown";3021145.245;3207859.2;TRUE;TRUE;TRUE;TRUE
1158;"AU Optronics";"Manufacturing";"Scope 2 (location-based)";100;3356828;NA;3040019.25;3040019.25;NA;16.5;2025;"New";0;"Unknown";3040019.25;3356828;TRUE;TRUE;TRUE;TRUE
1177;"Aurubis AG";"Mineral extraction";"Scope 1 +2 (market-based)";100;1162321;NA;NA;1634694;NA;8.6;2018;"Underway";67;"Unknown";1634694;1095348.06398;TRUE;TRUE;TRUE;TRUE
1187;"Australia and New Zealand Banking Group";"Services";"Scope 1+2 (location-based)";100;207711;NA;220145;180993;NA;3;2017;"Retired";100;"Unknown";180993;201479.67;FALSE;TRUE;TRUE;FALSE
1187;"Australia and New Zealand Banking Group";"Services";"Scope 1+2 (location-based)";100;209532;NA;209532;180993;NA;24;2025;"Underway";57;"Unknown";180993;180868.0224;TRUE;TRUE;TRUE;TRUE
1187;"Australia and New Zealand Banking Group";"Services";"Scope 1+2 (location-based)";100;209531;NA;209532;180993;NA;35;2030;"Underway";39;"Unknown";180993;180930.0185;TRUE;TRUE;TRUE;TRUE
1193;"ams AG";"Manufacturing";"Scope 1";6.7;1186;NA;18546;16439;NA;6.4;2017;NA;95.6;"Unknown";1101.413;1113.435776;FALSE;TRUE;TRUE;FALSE
1193;"ams AG";"Manufacturing";"Scope 1";0.77;179;NA;18546;16439;NA;0.96;2017;NA;100;"Unknown";126.5803;177.2816;FALSE;TRUE;TRUE;FALSE
1198;"Autodesk, Inc.";"Services";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;301000;NA;NA;251484.71;17399;38;2018;"Expired";100;"Unknown";17399;186620;FALSE;TRUE;TRUE;FALSE
1198;"Autodesk, Inc.";"Services";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;301000;NA;NA;251484.71;17399;41;2019;"Underway";92;"Unknown";17399;187462.8;TRUE;TRUE;TRUE;TRUE
1198;"Autodesk, Inc.";"Services";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;277000;NA;NA;251484.71;17399;43;2020;"Underway";88;"Unknown";17399;172183.2;TRUE;TRUE;TRUE;TRUE
1198;"Autodesk, Inc.";"Services";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;277000;NA;NA;251484.71;17399;85;2050;"Underway";45;"Unknown";17399;171047.5;TRUE;TRUE;TRUE;TRUE
1203;"Automatic Data Processing, Inc.";"Services";"Scope 1+2 (location-based)";100;124820;NA;124819;168690;NA;10;2020;"Underway";15;"Unknown";168690;122947.7;TRUE;TRUE;TRUE;TRUE
1213;"Avaya";"Services";"Scope 1+2 (location-based)";100;105570;NA;105570;63630;NA;15;2020;"Underway";100;"Unknown";63630;89734.5;TRUE;TRUE;TRUE;TRUE
1227;"Avery Dennison Corporation";"Manufacturing";"Scope 1 +2 (market-based)";100;682341;NA;682342;545922;NA;26;2025;"Underway";77;"Unknown";545922;545736.3318;TRUE;TRUE;TRUE;TRUE
1268;"Aviva plc";"Services";"Scope 1+2 (location-based) +3 (upstream)";100;146248;132412;NA;70029;49195;70;2030;"Underway";53;"Unknown";49195;91989.992;TRUE;TRUE;TRUE;TRUE
1268;"Aviva plc";"Services";"Scope 1+2 (location-based) +3 (upstream)";100;79410;60218;884462;70029;49195;5;2017;"Expired";14;"Unknown";49195;78854.13;FALSE;TRUE;TRUE;FALSE
1271;"Avon Products, Inc.";"Manufacturing";"Scope 1+2 (location-based)";100;75895;NA;NA;95906;NA;13;2020;"Underway";13;"Unknown";95906;74612.3745;TRUE;TRUE;TRUE;TRUE
1328;"Ball Corporation";"Manufacturing";"Scope 1 +2 (market-based)";100;1410117;NA;1410117;1410117;NA;27;2030;"New";0;"Unknown";1410117;1410117;TRUE;TRUE;TRUE;TRUE
1356;"Baker Hughes, a GE Company";"Services";"Scope 1+2 (location-based)";100;775000;NA;775000;706954;NA;17;2020;"Underway";47;"Unknown";706954;713077.5;TRUE;TRUE;TRUE;TRUE
1356;"Baker Hughes, a GE Company";"Services";"Scope 1+2 (location-based)";100;792251;NA;468800;706954;NA;10;2017;"Underway";11;"Unknown";706954;783536.239;FALSE;TRUE;TRUE;FALSE
1356;"Baker Hughes, a GE Company";"Services";"Scope 1+2 (location-based)";100;775000;NA;775000;706954;NA;53;2050;"Underway";47;"Unknown";706954;581947.5;TRUE;TRUE;TRUE;TRUE
1395;"Banco Bradesco S/A";"Services";"Scope 1";100;6351;NA;4709;8034.94;NA;1;2017;"Expired";0;"Unknown";8034.94;6351;FALSE;TRUE;TRUE;FALSE
1395;"Banco Bradesco S/A";"Services";"Scope 2 (location-based)";100;44708;NA;58752;47760.83;NA;4.7;2017;"Expired";0;"Unknown";47760.83;44708;FALSE;TRUE;TRUE;FALSE
1411;"Bank of Ireland";"Services";"Scope 1+2 (location-based)";100;100;NA;26060;26042;NA;6;2030;"Underway";26;"Unknown";26042;98.44;TRUE;TRUE;TRUE;TRUE
