"account_id";"incorporation_country";"Target reference number";"Scope";"% emissions in Scope";"BY";"MRY";"TR";"TY";"TYset";"source_year";"BY_EM";"MRY_EM";"TYSet";"TargetActive";"Quantifiable";"Scope1_2";"Full_coverage";"Include";"TYset_EM";"TY_EM";"Timelapsed";"reduction_required";"reduction_achieved";"on_track";"target_year_group";"target_completed";"progress_rate";"maturity";"maturity_expired";"maturity_remaining";"annual_ambition_MRY_g";"annual_ambition_BY_g";"annual_progress_g";"annual_ambition_MRY_a";"annual_ambition_BY_a";"annual_progress_BY_a";"annual_progress_TYset_a";"diff_required_achieved_a";"net_zero"
4724;"Japan";"Abs 3";"Scope 1+2 (market-based)";100;2013;2020;50;2030;2021;2021;722955;566777;2021;TRUE;TRUE;TRUE;TRUE;TRUE;566777;361477.5;0.411764705882353;148843.676470588;156178;TRUE;"2";-36.222270840207;104.927534513608;17;7;10;4.39801599261851;3.99533131452068;3.41712342469445;3.6222270840207;2.94117647058824;3.0861039562826;0;-0.681050613432464;FALSE
4730;"United Kingdom of Great Britain and Northern Ireland";"Abs 1";"Scope 1+2 (location-based)";100;2018;2020;5;2022;2018;2021;6896;5873;2018;TRUE;TRUE;TRUE;TRUE;TRUE;6896;6551.2;0.5;172.4;1023;TRUE;"1";11.5477609398944;593.38747099768;4;2;2;-5.61617344890621;1.27414550985662;7.71494529174401;-5.77388046994721;1.25;7.417343387471;7.417343387471;7.02388046994722;FALSE
4787;"South Africa";"Abs 1";"Scope 2 (location-based)";97;2019;2020;10;2020;2019;2021;32888;32082;2019;FALSE;TRUE;TRUE;TRUE;FALSE;32888;29599.2;1;3288.8;806;FALSE;"0";-7.73891902001122;24.5074191194357;1;1;0;NA;10;2.45074191194357;Inf;10;2.45074191194357;2.45074191194357;-Inf;FALSE
4810;"Norway";"Abs 1";"Scope 1";15;2016;2020;87;2020;2017;2021;14516;1800;2017;FALSE;TRUE;TRUE;FALSE;FALSE;11337;1887.08;1;12628.92;12716;TRUE;"0";4.83777777777779;100.689528479078;4;4;0;NA;39.9537571911115;40.6587915278091;-Inf;21.75;21.8999724441995;28.0409279350798;Inf;FALSE
4810;"Norway";"Abs 2";"Scope 1";95;2019;2020;66.67;2024;2019;2021;598222;404632;2019;TRUE;TRUE;TRUE;TRUE;TRUE;598222;199387.3926;0.2;79766.92148;193590;TRUE;"1";-50.7237705866071;242.694586187006;5;1;4;16.2163324783;19.7274493713236;32.3608961221754;12.6809426466518;13.334;32.3608961221754;32.3608961221754;0.653057353348228;FALSE
4822;"United States of America";"Abs 1";"Scope 1+2 (market-based)";100;2019;2020;30;2030;2020;2021;156959;132582;2020;TRUE;TRUE;TRUE;TRUE;TRUE;132582;109871.3;0.0909090909090909;4280.7;24377;TRUE;"2";-17.1295500143308;569.462938304483;11;1;10;1.86137481262443;3.19049408284494;15.5308074083041;1.71295500143308;2.72727272727273;15.5308074083041;NA;1.01431772583965;FALSE
4826;"United States of America";"Abs 1";"Scope 1+2 (market-based)";100;2019;2020;15;2030;2020;2021;34700000;34722201;2020;TRUE;TRUE;TRUE;TRUE;TRUE;34722201;29495000;0.0909090909090909;473181.818181818;-22201;FALSE;"2";-15.0543480812176;-4.69185398655139;11;1;10;1.61834697560297;1.46658415028694;-0.0639798270893444;1.50543480812175;1.36363636363636;-0.0639798270893372;NA;-0.141798444485391;FALSE
4826;"United States of America";"Abs 2";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;2019;2020;100;2050;2020;2021;104700000;103978831;2020;TRUE;TRUE;TRUE;TRUE;TRUE;103978831;0;0.032258064516129;3377419.35483871;721169;FALSE;"3";-100;21.3526638013372;31;1;30;NA;NA;0.688795606494752;NA;NA;0.688795606494747;NA;NA;TRUE
4832;"United States of America";"Abs 1";"Scope 1";100;2005;2020;55;2030;2019;2021;57441116;32911494;2019;TRUE;TRUE;TRUE;TRUE;TRUE;34546802.1333333;25848502.2;0.6;18955568.28;24529622;TRUE;"2";-21.460562683663;129.405890858367;25;15;10;2.38674868506864;3.14356039538776;3.64483889421932;2.1460562683663;2.2;2.84692959888407;4.73360204809077;0.0539437316336961;FALSE
4833;"United States of America";"Abs 1";"Scope 1+2 (market-based)";99;2010;2020;15;2020;2014;2021;3608685;2625635;2014;FALSE;TRUE;TRUE;TRUE;FALSE;3215465;3067382.25;1;541302.75;983050;TRUE;"0";16.824396764973;181.608166594387;10;10;0;NA;1.61205434594737;3.13016993895618;-Inf;1.5;2.72412249891581;3.05725610448256;Inf;FALSE
4836;"Japan";"Abs 2";"Scope 1+2 (location-based)";100;2013;2020;26;2030;2018;2021;476093;350955;2018;TRUE;TRUE;TRUE;TRUE;TRUE;386708.714285714;352308.82;0.411764705882353;50969.9564705882;125138;TRUE;"2";0.385753159236946;245.513256563619;17;7;10;-0.0385085165888421;1.75561276811638;4.26297047908974;-0.0385753159236941;1.52941176470588;3.75490862979652;4.62282241968023;1.56798708062958;FALSE
4839;"Republic of Korea";"Abs 1";"Scope 1+2 (location-based) +3 (upstream)";100;2020;2020;25;2030;2015;2021;25488;25488;2020;TRUE;TRUE;TRUE;TRUE;TRUE;NA;19116;0;0;0;TRUE;"2";-25;NA;10;0;10;2.83583421369265;2.83583421369265;NA;2.5;2.5;NA;NA;0;FALSE
4855;"Republic of Korea";"Abs 1";"Scope 1+2 (location-based)";79.34;2019;2020;13.2;2020;2020;2021;112186;90447;2020;FALSE;TRUE;TRUE;FALSE;FALSE;90447;97377.448;1;14808.552;21739;TRUE;"0";7.66244098753968;146.800308362357;1;1;0;NA;13.2;19.3776407038311;-Inf;13.2;19.3776407038311;NA;Inf;FALSE
4855;"Republic of Korea";"Abs 2";"Scope 2 (location-based)";79.34;2019;2020;13.72;2023;2020;2021;112186;90447;2020;TRUE;TRUE;TRUE;FALSE;FALSE;90447;96794.0808;0.25;3847.9798;21739;TRUE;"1";7.01745862217651;564.94579311461;4;1;3;-2.286474752326;3.62208336041655;19.3776407038311;-2.33915287405884;3.43;19.3776407038311;NA;5.76915287405884;FALSE
4855;"Republic of Korea";"Abs 3";"Scope 1+2 (location-based)";79.34;2019;2020;14.07;2025;2020;2021;112186;90447;2020;TRUE;TRUE;TRUE;FALSE;FALSE;90447;96401.4298;0.166666666666667;2630.7617;21739;TRUE;"1";6.58333587625903;826.338622764654;6;1;5;-1.28330436702331;2.49561771132341;19.3776407038311;-1.3166671752518;2.345;19.3776407038311;NA;3.6616671752518;FALSE
4861;"Republic of Korea";"Abs 1";"Scope 1+2 (location-based)";99;2008;2020;7.6;2030;2015;2021;306590;227033.73;2015;FALSE;TRUE;TRUE;TRUE;FALSE;260182.175833333;283289.16;0.545454545454545;12709.5490909091;79556.27;TRUE;"2";24.7784459163843;625.95666794273;22;12;10;-2.23837950492316;0.358642641548435;2.47236342656882;-2.47784459163843;0.345454545454545;2.16239576198397;2.54809505894573;2.82329913709298;FALSE
4895;"United States of America";"Abs 1";"Scope 1+2 (market-based)";100;2018;2020;30;2030;2020;2021;411136.2;383035.82;2020;TRUE;TRUE;TRUE;TRUE;TRUE;383035.82;287795.34;0.166666666666667;20556.81;28100.38;TRUE;"2";-24.8646405967985;136.696209188099;12;2;10;2.81831232817558;2.92855303767776;3.47788360142788;2.48646405967985;2.5;3.41740522970247;NA;0.0135359403201507;FALSE
4899;"Australia";"Abs 1";"Scope 1+2 (location-based)";100;2018;2020;45;2035;2019;2021;580090.92;591168.95;2019;TRUE;TRUE;TRUE;TRUE;TRUE;585629.935;319050.006;0.117647058823529;30710.6957647059;-11078.0299999999;FALSE;"3";-46.0306557034161;-36.0722208473417;17;2;15;4.02830994355676;3.45557128440515;-0.950337200806395;3.06871038022774;2.64705882352941;-0.954852904782574;-0.945821698817342;-0.421651556698327;FALSE
4899;"Australia";"Abs 2";"Scope 1+2 (location-based)";100;2018;2020;94.8;2050;2019;2021;580090.92;591168.95;2019;TRUE;TRUE;TRUE;TRUE;TRUE;585629.935;30164.72784;0.0625;34370.38701;-11078.0299999999;FALSE;"3";-94.8974438119593;-32.2313216804244;32;2;30;9.44211730573742;8.82514013305681;-0.950337200806395;3.16324812706531;2.9625;-0.954852904782574;-0.945821698817342;-0.200748127065312;FALSE
4902;"Germany";"Abs 1";"Scope 1+2 (location-based) +3 (downstream)";100;2015;2020;11;2020;2015;2021;120774;88428;2015;FALSE;TRUE;TRUE;TRUE;FALSE;120774;107488.86;1;13285.14;32346;TRUE;"0";21.5552313746777;243.47504053401;5;5;0;NA;2.3037258466209;6.04427015922031;-Inf;2.2;5.35645089174822;5.35645089174822;Inf;FALSE
4902;"Germany";"Abs 2";"Scope 1+2 (location-based) +3 (downstream)";100;2015;2020;29;2025;2020;2021;120774;88428;2020;TRUE;TRUE;TRUE;TRUE;TRUE;88428;85749.54;0.5;17512.23;32346;TRUE;"1";-3.02897272357172;184.705203163732;10;5;5;0.613270571561753;3.36691715599149;6.04427015922031;0.605794544714345;2.9;5.35645089174822;NA;2.29420545528566;FALSE
4906;"United Kingdom of Great Britain and Northern Ireland";"Abs 1";"Scope 1+2 (location-based)";100;2018;2020;100;2030;2019;2021;4484437;3079980;2019;TRUE;TRUE;TRUE;TRUE;TRUE;3782208.5;0;0.166666666666667;747406.166666667;1404457;TRUE;"2";-100;187.910812438663;12;2;10;NA;NA;17.1256787296434;NA;NA;15.6592343698886;18.5666258219239;NA;TRUE
4911;"India";"Abs 1";"Scope 1+2 (location-based)";100;2017;2021;55;2030;2020;2021;544395;527431.2;2020;TRUE;TRUE;TRUE;TRUE;TRUE;531672.15;244977.75;0.307692307692308;92128.3846153846;16963.8;FALSE;"2";-53.5526624136001;18.4132176753344;13;4;9;8.16766076365412;5.95752733837673;0.788292945888569;5.95029582373334;4.23076923076923;0.779020747802609;0.797662619717801;-1.71952659296411;FALSE
5021;"United States of America";"Abs 3";"Scope 1";94;2005;2020;80;2040;2017;2021;37700000;20887000;2017;TRUE;TRUE;TRUE;TRUE;TRUE;24249600;7540000;0.428571428571429;12925714.2857143;16813000;TRUE;"3";-63.9009910470628;130.074049513705;35;15;20;4.96692895403686;4.49427000515017;3.86039920928326;3.19504955235314;2.28571428571429;2.97312113174182;4.62220682677927;-0.909335266638853;FALSE
5021;"United States of America";"Abs 2";"Scope 1";94;2005;2020;50;2030;2017;2021;37700000;20887000;2017;TRUE;TRUE;TRUE;TRUE;TRUE;24249600;18850000;0.6;11310000;16813000;TRUE;"2";-9.75247761765692;148.656056587091;25;15;10;1.02089356103481;2.73450525877145;3.86039920928326;0.975247761765692;2;2.97312113174182;4.62220682677927;1.02475223823431;FALSE
5021;"United States of America";"Abs 1";"Scope 1";94;2005;2020;32;2023;2017;2021;37700000;20887000;2017;TRUE;TRUE;TRUE;TRUE;TRUE;24249600;25636000;0.833333333333333;10053333.3333333;16813000;TRUE;"1";22.7366304399866;167.238063660477;18;15;3;-7.06759941838413;2.11977937478824;3.86039920928326;-7.57887681332886;1.77777777777778;2.97312113174182;4.62220682677927;9.35665459110664;FALSE
5021;"United States of America";"Abs 4";"Scope 1";94;2005;2020;100;2050;2019;2021;37700000;20887000;2019;TRUE;TRUE;TRUE;TRUE;TRUE;22007866.6666667;0;0.333333333333333;12566666.6666667;16813000;TRUE;"3";-100;133.790450928382;45;15;30;NA;NA;3.86039920928326;NA;NA;2.97312113174182;5.0930273417384;NA;TRUE
5021;"United States of America";"Abs 6";"Scope 1";100;2005;2020;100;2050;2020;2021;1400000;623755;2020;TRUE;TRUE;TRUE;TRUE;TRUE;623755;0;0.333333333333333;466666.666666667;776245;TRUE;"3";-100;166.338214285714;45;15;30;NA;NA;5.24712411796436;NA;NA;3.69640476190476;NA;NA;TRUE
5025;"Denmark";"Abs 1";"Scope 1+2 (location-based)";100;2019;2020;40;2030;2020;2021;189897;178591;2020;TRUE;TRUE;TRUE;TRUE;TRUE;178591;113938.2;0.0909090909090909;6905.34545454546;11306;TRUE;"2";-36.2016003046066;163.728231620299;11;1;10;4.39491795810726;4.53769162130654;5.9537538771018;3.62016003046066;3.63636363636364;5.9537538771018;NA;0.0162036059029749;FALSE
5052;"United States of America";"Abs 1";"Scope 1";100;2005;2020;50;2030;2019;2021;138800000;74126405;2019;TRUE;TRUE;TRUE;TRUE;TRUE;78437978;69400000;0.6;41640000;64673595;TRUE;"2";-6.37614221275131;155.316030259366;25;15;10;0.656683786757506;2.73450525877145;4.09551928739944;0.637614221275131;2;3.10632060518732;5.49679263787243;1.36238577872487;FALSE
5052;"United States of America";"Abs 2";"Scope 1";100;2005;2020;100;2050;2019;2021;138800000;74126405;2019;TRUE;TRUE;TRUE;TRUE;TRUE;78437978;0;0.333333333333333;46266666.6666667;64673595;TRUE;"3";-100;139.784427233429;45;15;30;NA;NA;4.09551928739944;NA;NA;3.10632060518732;5.49679263787243;NA;TRUE
5052;"United States of America";"Abs 3";"Scope 1";100;2020;2020;100;2030;2020;2021;178138;178138;2020;TRUE;TRUE;TRUE;TRUE;TRUE;178138;0;0;0;0;TRUE;"2";-100;NA;10;0;10;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
5066;"Brazil";"Abs 1";"Scope 1";100;2012;2020;25;2025;2017;2021;265184.97;270958.25;2017;TRUE;TRUE;TRUE;TRUE;TRUE;268793.27;198888.7275;0.615384615384615;40797.6876923077;-5773.28000000003;FALSE;"1";-26.5980174067407;-14.1509980750418;13;8;5;5.99703371428948;2.18863314488896;-0.269577301317026;5.31960348134814;1.92307692307692;-0.272134578366189;-0.268481424404708;-3.39652655827122;FALSE
5087;"Taiwan, Greater China";"Abs 1";"Scope 1";100;2020;2020;50;2030;2020;2021;22804.71;22804.71;2020;TRUE;TRUE;TRUE;TRUE;TRUE;22804.71;11402.355;0;0;0;TRUE;"2";-50;NA;10;0;10;6.69670084631926;6.69670084631926;NA;5;5;NA;NA;0;FALSE
5089;"Germany";"Abs 1";"Scope 1+2 (location-based) +3 (upstream)";100;2009;2020;65;2030;2021;2021;154994;57046.9;2021;TRUE;TRUE;TRUE;TRUE;TRUE;57046.9;54247.9;0.523809523809524;52771.7666666667;97947.1;TRUE;"2";-4.9064892220261;185.605118393484;21;11;10;0.50183114436112;4.87625183027458;8.68588299663635;0.49064892220261;3.0952380952381;5.7449203312269;0;2.60458917303549;FALSE
5108;"Germany";"Abs 1";"Scope 1+2 (location-based)";100;2019;2020;75;2030;2020;2021;8704639;8051870;2020;TRUE;TRUE;TRUE;TRUE;TRUE;8051870;2176159.75;0.0909090909090909;593498.113636364;652769;TRUE;"2";-72.973237893806;109.986701726899;11;1;10;12.2636825395823;11.8408745003979;7.4990932995613;7.2973237893806;6.81818181818182;7.4990932995613;NA;-0.479141971198787;FALSE
5108;"Germany";"Abs 2";"Scope 1+2 (location-based)";100;2019;2020;100;2040;2020;2021;8704639;8051870;2020;TRUE;TRUE;TRUE;TRUE;TRUE;8051870;0;0.0476190476190476;414506.619047619;652769;TRUE;"3";-100;157.480959290787;21;1;20;NA;NA;7.4990932995613;NA;NA;7.4990932995613;NA;NA;TRUE
5145;"Japan";"Abs 1";"Scope 1+2 (market-based)";86;2014;2020;50;2031;2020;2021;2150000;1990000;2020;TRUE;TRUE;TRUE;FALSE;FALSE;1990000;1075000;0.352941176470588;379411.764705882;160000;FALSE;"2";-45.9798994974874;42.1705426356589;17;6;11;5.44448738036296;3.99533131452068;1.28061614936634;4.17999086340795;2.94117647058824;1.24031007751938;NA;-1.23881439281971;FALSE
5145;"Japan";"Abs 2";"Scope 1+2 (location-based)";86;2014;2020;100;2051;2020;2021;2150000;1990000;2020;TRUE;TRUE;TRUE;FALSE;FALSE;1990000;0;0.162162162162162;348648.648648649;160000;FALSE;"3";-100;45.8914728682171;37;6;31;NA;NA;1.28061614936634;NA;NA;1.24031007751938;NA;NA;TRUE
5154;"United States of America";"Abs 1";"Scope 1+2 (market-based)";100;2018;2020;50;2030;2019;2021;489389;340004;2019;TRUE;TRUE;TRUE;TRUE;TRUE;414696.5;244694.5;0.166666666666667;40782.4166666667;149385;TRUE;"2";-28.0318760955753;366.297566966156;12;2;10;3.2359542452286;5.61256873183065;16.6482137247075;2.80318760955753;4.16666666666667;15.2623986235898;18.0113649379727;1.36347905710913;FALSE
5169;"United States of America";"Abs 1";"Scope 1+2 (location-based)";100;2017;2020;32;2030;2020;2021;7710490;6372993;2020;TRUE;TRUE;TRUE;TRUE;TRUE;6372993;5243133.2;0.230769230769231;569390.030769231;1337497;TRUE;"2";-17.7288724465883;234.899967987335;13;3;10;1.93258110507157;2.92306181105049;6.15297977051493;1.77288724465883;2.46153846153846;5.78215305814978;NA;0.688651216879633;FALSE
5194;"United States of America";"Abs 1";"Scope 1+2 (market-based)";100;2018;2020;50;2030;2019;2021;1099044;900557;2019;TRUE;TRUE;TRUE;TRUE;TRUE;999800.5;549522;0.166666666666667;91587;198487;TRUE;"2";-38.9797647455963;216.719621780384;12;2;10;4.81963020965973;5.61256873183065;9.47926672949375;3.89797647455963;4.16666666666667;9.02998424084932;9.92633030289543;0.268690192107033;FALSE
5197;"United States of America";"Abs 1";"Scope 1+2 (market-based)";100;2016;2020;50;2025;2016;2021;119919;66562;2016;TRUE;TRUE;TRUE;TRUE;TRUE;119919;59959.5;0.444444444444444;26648.6666666667;53357;TRUE;"1";-9.9193233376401;200.223901133265;9;4;5;2.06761573888397;7.41252877127095;13.6853346393742;1.98386466752802;5.55555555555556;11.1235500629592;11.1235500629592;3.57169088802754;FALSE
5197;"United States of America";"Abs 2";"Scope 1+2 (market-based)";100;2016;2020;75;2030;2016;2021;119919;66562;2016;TRUE;TRUE;TRUE;TRUE;TRUE;119919;29979.75;0.285714285714286;25696.9285714286;53357;TRUE;"2";-54.95966166882;207.639601175238;14;4;10;7.66631585198875;9.42763357360933;13.6853346393742;5.495966166882;5.35714285714286;11.1235500629592;11.1235500629592;-0.138823309739148;FALSE
5197;"United States of America";"Abs 3";"Scope 1+2 (market-based)";100;2016;2020;80;2035;2016;2021;119919;66562;2016;TRUE;TRUE;TRUE;TRUE;TRUE;119919;23983.8;0.210526315789474;20196.8842105263;53357;TRUE;"3";-63.967729335056;264.18431399528;19;4;15;6.57865647368336;8.12187896188253;13.6853346393742;4.26451528900374;4.21052631578947;11.1235500629592;11.1235500629592;-0.0539889732142624;FALSE
5207;"Belgium";"Abs 1";"Scope 1+2 (location-based)";100;2019;2020;25;2025;2020;2021;9277.66;4997.18;2020;TRUE;TRUE;TRUE;TRUE;TRUE;4997.18;6958.245;0.166666666666667;386.569166666667;4280.48;TRUE;"1";39.2434332963791;1107.29990105264;6;1;5;-6.84518235250651;4.68157070030635;46.1374958771932;-7.84868665927583;4.16666666666667;46.1374958771932;NA;12.0153533259425;FALSE
5280;"Brazil";"Abs 1";"Scope 1";100;2017;2020;10;2027;2019;2021;5429189.58;1821784.93;2019;TRUE;TRUE;TRUE;TRUE;TRUE;3024253.14666667;4886270.622;0.3;162875.6874;3607404.65;TRUE;"2";168.213362704674;2214.82082905395;10;3;7;-15.1360927814783;1.04807417937856;30.510257968339;-24.0304803863821;1;22.1482082905395;39.7608321245207;25.0304803863821;FALSE
5280;"Brazil";"Abs 2";"Scope 2 (location-based)";100;2015;2020;41.41;2030;2019;2021;440853.87;202752.79;2019;TRUE;TRUE;TRUE;TRUE;TRUE;250373.006;258296.282433;0.333333333333333;60852.529189;238101.08;TRUE;"2";27.3946871128136;391.2755692709;15;5;10;-2.45074754862837;3.50127692962937;14.388040709382;-2.73946871128136;2.76066666666667;10.801814215672;19.0197085383877;5.50013537794803;FALSE
5300;"Portugal";"Abs 1";"Scope 1+2 (location-based)";100;2015;2020;90;2030;2020;2021;22532018;9905012.6;2020;TRUE;TRUE;TRUE;TRUE;TRUE;9905012.6;2253201.8;0.333333333333333;6759605.4;12627005.4;TRUE;"2";-77.2519037482093;186.800924799545;15;5;10;13.7628280828208;14.2304101409106;15.157982246706;7.72519037482093;6;11.2080554879727;NA;-1.72519037482093;FALSE
5344;"Sweden";"Abs 1";"Scope 1+2 (market-based)";100;2015;2020;80;2025;2017;2021;462152;109566;2017;TRUE;TRUE;TRUE;TRUE;TRUE;321117.6;92430.4;0.5;184860.8;352586;TRUE;"1";-15.6395232097549;190.730538870328;10;5;5;3.34422550945185;14.8660077479215;25.0143442026249;3.12790464195097;8;15.2584431096263;21.9599299446682;4.87209535804903;FALSE
5351;"Japan";"Abs 1";"Scope 1+2 (location-based)";100;2005;2021;23;2020;2013;2021;91558;54967;2013;FALSE;TRUE;TRUE;TRUE;FALSE;73262.5;70499.66;1.06666666666667;22462.2293333333;36591;TRUE;"0";28.2581548929358;162.900126505698;15;16;0;NA;1.72733920498707;3.13868549117061;28.2581548929358;1.53333333333333;2.49780193975404;3.12156628561679;-26.7248215596024;FALSE
5351;"Japan";"Abs 2";"Scope 1+2 (market-based) +3 (upstream)";100;2016;2021;30;2030;2019;2021;134547;81588;2019;TRUE;TRUE;TRUE;TRUE;TRUE;102771.6;94182.9;0.357142857142857;14415.75;52959;TRUE;"2";15.4371966465657;367.36902346392;14;5;9;-1.60786077663213;2.51549870627172;9.52044547079283;-1.71524407184063;2.14285714285714;7.87219335994114;10.3061546185911;3.85810121469777;FALSE
5357;"Spain";"Abs 1";"Scope 1+2 (market-based)";100;2020;2020;38;2035;2021;2021;56071.87;56071.87;2021;TRUE;TRUE;TRUE;TRUE;TRUE;56071.87;34764.5594;0;0;0;TRUE;"3";-38;NA;15;0;15;3.13665869692612;3.13665869692612;NA;2.53333333333333;2.53333333333333;NA;NA;0;FALSE
5357;"Spain";"Abs 3";"Scope 1+2 (location-based)";100;2014;2020;25;2030;2018;2021;44179;56071.87;2018;TRUE;TRUE;TRUE;TRUE;TRUE;52107.58;33134.25;0.375;4141.78125;-11892.87;FALSE;"2";-40.9075352757095;-287.143846623962;16;6;10;5.1246894491101;1.78194514447411;-4.05306078985599;4.09075352757096;1.5625;-4.4866226034994;-3.80394752548478;-2.52825352757096;FALSE
5369;"France";"Abs 1";"Scope 1+2 (location-based)";100;2017;2020;50;2030;2019;2021;76621532;56570851;2019;TRUE;TRUE;TRUE;TRUE;TRUE;63254411.3333333;38310766;0.230769230769231;8840946;20050681;TRUE;"2";-32.2782575782712;226.793388399839;13;3;10;3.82264874027184;5.19224856608286;9.61827478858634;3.22782575782712;3.84615384615385;8.72282263076302;10.5661568773644;0.618328088326728;FALSE
5369;"France";"Abs 4";"Scope 1+2 (location-based)";100;2017;2020;23;2023;2020;2021;76621532;56570851;2020;TRUE;TRUE;TRUE;TRUE;TRUE;56570851;58998579.64;0.5;8811476.18;20050681;TRUE;"1";4.29148332946239;227.551894715557;6;3;3;-1.41050564027914;4.26256503159163;9.61827478858634;-1.43049444315413;3.83333333333333;8.72282263076302;NA;5.26382777648746;FALSE
5400;"Finland";"Abs 1";"Scope 1+2 (market-based)";95;2016;2020;50;2025;2017;2021;13142;2328;2017;TRUE;TRUE;TRUE;TRUE;TRUE;10438.5;6571;0.444444444444444;2920.44444444444;10814;TRUE;"1";182.259450171821;370.286105615584;9;4;5;-23.0636234670638;7.41252877127095;35.1245507487737;-36.4518900343643;5.55555555555556;20.5714503119769;25.8993150356852;42.0074455899198;FALSE
5400;"Finland";"Abs 3";"Scope 1+2 (market-based)";95;2016;2020;100;2020;2017;2021;13142;2211.6;2017;FALSE;TRUE;TRUE;TRUE;FALSE;10409.4;0;1;13142;10930.4;FALSE;"0";-100;83.1715111855121;4;4;0;NA;NA;35.9511583724075;NA;NA;20.792877796378;26.2512728879666;NA;TRUE
5414;"Taiwan, Greater China";"Abs 1";"Scope 1+2 (location-based)";100;2019;2020;0.5;2020;2020;2021;29575;29427.12;2020;FALSE;TRUE;TRUE;TRUE;FALSE;29427.12;29427.125;1;147.875;147.880000000001;TRUE;"0";0.0000169911292813296;100.003381234151;1;1;0;NA;0.5;0.500016906170753;-Inf;0.5;0.500016906170756;NA;Inf;FALSE
5516;"Spain";"Abs 1";"Scope 1+2 (market-based)";100;2018;2020;5;2021;2019;2021;304757.8;209968.01;2019;TRUE;TRUE;TRUE;TRUE;TRUE;257362.905;289519.91;0.666666666666667;10158.5933333333;94789.79;TRUE;"1";37.8876286916278;933.099562997238;3;2;1;-37.8876286916278;1.69524275084415;16.9959752581687;-37.8876286916278;1.66666666666667;15.5516593832873;18.4155890686733;39.5542953582945;FALSE
5516;"Spain";"Abs 2";"Scope 1+2 (market-based)";100;2018;2020;15;2025;2019;2021;304757.83;209968.01;2019;TRUE;TRUE;TRUE;TRUE;TRUE;257362.92;259044.1555;0.285714285714286;13061.0498571429;94789.82;TRUE;"1";23.3731536056373;725.744262802589;7;2;5;-4.29035198391807;2.29495493376051;16.9959793435778;-4.67463072112747;2.14285714285714;15.5516627743412;18.4155938236946;6.81748786398461;FALSE
5516;"Spain";"Abs 3";"Scope 1+2 (market-based)";100;2018;2020;41;2030;2019;2021;304757.83;209968.01;2019;TRUE;TRUE;TRUE;TRUE;TRUE;257362.92;179807.1197;0.166666666666667;20825.1183833333;94789.82;TRUE;"2";-14.3645169090282;455.170617785596;12;2;10;1.53874315066679;4.30167546689734;16.9959793435778;1.43645169090282;3.41666666666667;15.5516627743412;18.4155938236946;1.98021497576385;FALSE
5516;"Spain";"Abs 4";"Scope 1+2 (market-based)";100;2018;2020;65;2040;2019;2021;304757.83;209968.01;2019;TRUE;TRUE;TRUE;TRUE;TRUE;257362.92;106665.2405;0.0909090909090909;18008.4172272727;94789.82;TRUE;"3";-49.1992896917964;526.363970823856;22;2;20;3.32960586992676;4.65985234356712;16.9959793435778;2.45996448458982;2.95454545454546;15.5516627743412;18.4155938236946;0.494580969955635;FALSE
5516;"Spain";"Abs 5";"Scope 1";100;2019;2020;10.7;2020;2019;2021;275889.04;208313.9;2019;FALSE;TRUE;TRUE;TRUE;FALSE;275889.04;246368.91272;1;29520.12728;67575.14;TRUE;"0";18.2681101549153;228.912088891237;1;1;0;NA;10.7;24.4935935113624;-Inf;10.7;24.4935935113624;24.4935935113624;Inf;FALSE
5516;"Spain";"Abs 6";"Scope 2 (market-based)";100;2019;2020;10.7;2020;2019;2021;34273.03;1654.1;2019;FALSE;TRUE;TRUE;TRUE;FALSE;34273.03;30605.81579;1;3667.21421;32618.93;TRUE;"0";1750.30021099087;889.474356612509;1;1;0;NA;10.7;95.1737561575384;-Inf;10.7;95.1737561575385;95.1737561575385;Inf;FALSE
5519;"Canada";"Abs 1";"Scope 1+2 (location-based)";100;2005;2020;55;2025;2020;2021;25017167;15349492;2020;TRUE;TRUE;TRUE;TRUE;TRUE;15349492;11257725.15;0.75;10319581.3875;9667675;FALSE;"1";-26.6573437739829;93.6828213953557;20;15;5;6.01223400766212;3.91388686873494;3.20407851499386;5.33146875479658;2.75;2.57627758837228;NA;-2.58146875479658;FALSE
5519;"Canada";"Abs 2";"Scope 1+2 (location-based)";100;2005;2020;80;2040;2020;2021;25017167;15349492;2020;TRUE;TRUE;TRUE;TRUE;TRUE;15349492;5003433.4;0.428571428571429;8577314.4;9667675;TRUE;"3";-67.403263899548;112.712144491287;35;15;20;5.45061554011649;4.49427000515017;3.20407851499386;3.3701631949774;2.28571428571429;2.57627758837228;NA;-1.08444890926311;FALSE
5532;"South Africa";"Abs 1";"Scope 1+2 (location-based)";100;2015;2020;13;2023;2017;2021;172970;164473;2017;FALSE;TRUE;TRUE;TRUE;FALSE;169571.2;150483.9;0.625;14053.8125;8497;FALSE;"1";-8.50540818249804;60.4604622411178;8;5;3;2.91954391333528;1.72571187562829;1.00237729395622;2.83513606083268;1.625;0.982482511418165;1.00217489762413;-1.21013606083268;FALSE
