"company_name";"Country/Region";"Scope(s) (or Scope 3 category)";"count_TY"
"Cargotec Corporation";"Global";"Scope 1+2 (market-based)";1
"Cargotec Corporation";"Global";"Scope 3 (upstream & downstream)";1
"Carlsberg Breweries A/S";"Global";"Scope 1+2 (market-based)";1
"Carrefour";"Global";"Scope 1+2 (location-based)";2
"Carrefour";"Global";"Scope 1+2 (location-based) +3 (downstream)";2
"Carrefour";"Global";"Scope 3: Downstream transportation and distribution";2
"Carrefour";"Global";"Scope 3: Purchased goods & services";1
"Carrefour";"Global";"Scope 3: Use of sold products";1
"CASCADE ENGINEERING, INC.";"Global";"Scope 2 (location-based)";1
"Casino Guichard-Perrachon";"Global";"Scope 1+2 (location-based)";1
"Casino Guichard-Perrachon";"Global";"Scope 3 (upstream & downstream)";1
"Casio Computer Co., Ltd.";"Global";"Scope 1+2 (location-based)";3
"Castellum";"Global";"Scope 1+2 (market-based)";1
"Castellum";"Global";"Scope 3 (upstream & downstream)";1
"Catalent, Inc.";"Global";"Scope 1+2 (location-based)";1
"Cataler Corporation";"Global";"Scope 1";1
"CAVALETTI S/A - CADEIRAS PROFISSIONAIS";"Global";"Scope 2 (location-based)";1
"CBB INDÚSTRIA E COMÉRCIO DE ASFALTO";"Global";"Scope 1";1
"CBRE Group, Inc.";"Global";"Scope 1";1
"CBRE Group, Inc.";"Global";"Scope 2 (location-based)";2
"CDGM";"Global";"Scope 1";1
"CE (CETARSA)";"Global";"Scope 1+2 (market-based) +3 (upstream)";1
"Cegereal";"Global";"Scope 1";1
"Cegereal";"Global";"Scope 1+2 (location-based)";1
"Cegereal";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Cegereal";"Global";"Scope 2 (location-based)";1
"Celestica Inc.";"Global";"Scope 1+2 (market-based)";2
"Celestica Inc.";"Global";"Scope 3 (upstream & downstream)";1
"Cellnex Telecom SA";"Global";"Scope 1+2 (market-based)";2
"Cellnex Telecom SA";"Global";"Scope 3: Purchased goods & services";1
"Cenovus Energy Inc.";"Global";"Scope 1+2 (location-based)";1
"Centrais Eletricas Brasileiras S/A (ELETROBRAS)";"Global";"Scope 1";1
"Centrais Eletricas Brasileiras S/A (ELETROBRAS)";"Global";"Scope 2 (market-based)";1
"CENTRAL NAC UNIMED COOP CENTRA";"Global";"Scope 1+2 (market-based) +3 (downstream)";1
"Centrica";"Global";"Other, please specify: Other: Scope 1+2 (location-based) + 3 (business travel)";1
"Centrica";"Global";"Scope 1+2 (location-based)";2
"CenturyLink";"Global";"Scope 1+2 (market-based)";1
"CenturyLink";"Global";"Scope 3 (upstream)";1
"Cermaq Group ASA";"Global";"Scope 1+2 (location-based)";1
"CEWE Stiftung & Co. KGaA";"Global";"Other, please specify: Total scope 3 emissions";1
"CEWE Stiftung & Co. KGaA";"Global";"Scope 1";1
"CEWE Stiftung & Co. KGaA";"Global";"Scope 1+2 (market-based)";1
"CEWE Stiftung & Co. KGaA";"Global";"Scope 2 (market-based)";1
"CEWE Stiftung & Co. KGaA";"Global";"Scope 3: Downstream transportation and distribution";1
"CGI Group Inc.";"Global";"Scope 1+2 (location-based)";1
"CGI Group Inc.";"Global";"Scope 3: Business travel";2
"CHANGXING KERUI";"Global";"Scope 2 (location-based)";1
"CHANGZHOU CITY HENGFENG WEAVE CO.,LTD";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"CHAOLI";"Global";"Scope 2 (location-based)";1
"Charles Komar & Sons";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"Charles River Laboratories International Inc.";"Global";NA;1
"Charles Schwab Corporation";"Global";"Scope 1+2 (location-based)";1
"Chaun-Choung Technology Corp";"Global";"Scope 1+2 (location-based)";1
"CHENG SHIN RUBBER INDUSTRY CO., LTD";"Global";"Scope 2 (location-based)";1
"CHENG YU METALS MANUFACTORY, INC.";"Global";"Scope 2 (location-based)";1
"CHENG YU METALS MANUFACTORY, INC.";"Global";"Scope 3: Employee commuting";1
"CHENG YU METALS MANUFACTORY, INC.";"Global";"Scope 3: Waste generated in operations";1
"CHENGDU YENEI";"Global";"Scope 2 (location-based)";2
"CHEQUERS ELECTRONIC";"Global";"Scope 2 (location-based)";1
"China Development Financial Holdings";"Global";"Scope 1+2 (location-based)";1
"China Mobile";"Global";"Scope 1";1
"China Mobile";"Global";"Scope 1+2 (location-based)";3
"China Mobile";"Global";"Scope 2 (location-based)";1
"China Petrochemical Development Corp.";"Global";"Scope 1+2 (location-based)";2
"China Petroleum & Chemical Corporation";"Global";"Scope 1+2 (location-based)";1
"CHINA PRECISION DIECASTING INC.";"Global";"Scope 1";1
"CHINA PRECISION DIECASTING INC.";"Global";"Scope 2 (location-based)";1
"China Shenhua Energy";"Global";"Scope 1+2 (location-based)";1
"China Shenhua Energy";"Global";"Scope 1+2 (market-based)";1
"CHINA STAPLE ENTERPRISE CORPORATION";"Global";"Scope 2 (location-based)";1
"CHINA STAPLE ENTERPRISE CORPORATION";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"China Steel Corporation";"Global";"Scope 1+2 (market-based)";2
"Chorus";"Global";"Scope 1+2 (location-based)";1
"Chubb Limited";"Global";"Scope 1+2 (market-based)";2
"Chunghwa Telecom";"Global";"Scope 1+2 (location-based)";1
"CHUNXING ELECTRIC";"Global";"Scope 1";1
"CHUNXING ELECTRIC";"Global";"Scope 2 (location-based)";2
"Church & Dwight Co., Inc";"Global";"Scope 1+2 (location-based)";1
"Cia Paranaense de Energia - COPEL";"Global";"Scope 1";1
"Cia. Brasileira de Distribuicao (CBD) Grupo Pao de Acucar";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"CIE Automotive";"Global";"Scope 1";1
"CIE Automotive";"Global";"Scope 2 (location-based)";1
"CIE Automotive";"Global";"Scope 2 (market-based)";1
"Cielo SA";"Global";"Scope 1";1
"Cielo SA";"Global";"Scope 2 (location-based)";1
"Cielo SA";"Global";"Scope 3: Upstream transportation & distribution";1
"Cigna";"Global";"Scope 1+2 (location-based)";1
"ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.";"Global";"Scope 1";1
"CIRPROTEC";"Global";"Scope 2 (location-based)";1
"Cisco Systems, Inc.";"Global";"Scope 1+2 (market-based)";1
"Cisco Systems, Inc.";"Global";"Scope 3: Use of sold products";1
"Citigroup Inc.";"Global";"Scope 1+2 (location-based)";2
"Citizen Watch Co.,Ltd.";"Global";"Scope 1+2 (location-based)";1
"Citizen Watch Co.,Ltd.";"Global";"Scope 3 (upstream & downstream)";1
"CITROFRUT";"Global";"Scope 1";1
"Citycon Oyj";"Global";"Scope 1+2 (market-based) +3 (upstream)";1
"CIXI CITY BEST POWER TOOLS CO., LTD.";"Global";"Scope 1+2 (location-based)";1
"CIXI YONGLI ELECTRIC TOOLS CO., LTD.";"Global";"Scope 2 (location-based)";1
"CJ Cheiljedang";"Global";"Scope 1+2 (location-based)";1
"Cleveland-Cliffs Inc.";"Global";"Scope 1+2 (location-based)";1
"Clifford W Estes Co Inc";"Global";"Scope 1";1
"CMS Energy Corporation";"Global";"Scope 1";2
"CMS Energy Corporation";"Global";"Scope 3 (downstream)";1
"CNH Industrial NV";"Global";"Scope 1+2 (market-based)";3
"CoAsia";"Global";"Scope 3: Waste generated in operations";1
"Coats Group Plc";"Global";"Scope 1+2 (location-based)";1
"Coca-Cola Bottlers Japan Holdings Inc.";"Global";"Other, please specify: Scope 1+2(market based)+3:Downstream leased assets + 3:Upstream transportation & distribution";1
"Coca-Cola European Partners";"Global";"Scope 1+2 (market-based) +3 (upstream)";1
"Coca-Cola Femsa Sab-Ser l";"Global";"Scope 1+2 (location-based)";1
"Coca-Cola Femsa Sab-Ser l";"Global";"Scope 2 (location-based)";1
"Coca-Cola Femsa Sab-Ser l";"Global";"Scope 3: Purchased goods & services";1
"COFCO Malt (Dalian) Co., Ltd";"Global";"Scope 1";1
"Colgate Palmolive Company";"Global";"Scope 1+2 (market-based)";2
"Colgate Palmolive Company";"Global";"Scope 3: Use of sold products";1
"Colombina S.A.";"Global";"Scope 1+2 (location-based)";1
"Coloplast A/S";"Global";"Scope 1+2 (market-based)";1
"Comcast Corporation";"Global";"Scope 1";1
"Comcast Corporation";"Global";"Scope 1+2 (location-based)";1
"Comcast Corporation";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Comerica Incorporated";"Global";"Scope 1+2 (location-based)";4
"Commerzbank AG";"Global";"Scope 1+2 (market-based) +3 (upstream)";1
"Commonwealth Bank of Australia";"Global";"Scope 1";1
"Commonwealth Bank of Australia";"Global";"Scope 1+2 (location-based) +3 (downstream)";1
"Commonwealth Bank of Australia";"Global";"Scope 2 (location-based)";1
"CommScope, Inc.";"Global";"Scope 1+2 (location-based)";1
"Communisis Limited";"Global";"Scope 1";1
"Communisis Limited";"Global";"Scope 1+2 (location-based)";1
"Companhia Energetica Minas Gerais - CEMIG";"Global";"Scope 1+2 (location-based)";1
"COMPASS CORPORATION";"Global";"Scope 1";1
"COMPASS CORPORATION";"Global";"Scope 2 (location-based)";1
"COMPASS CORPORATION";"Global";"Scope 3: Employee commuting";1
"COMPASS CORPORATION";"Global";"Scope 3: Waste generated in operations";1
"COMPLEMENTOS ALIMENTICIOS SA DE CV";"Global";"Scope 1";1
"CONCORD INTERNATIONAL ENGINEERING & TRADING CO., LTD.";"Global";"Scope 1+2 (location-based)";1
"CONCORD INTERNATIONAL ENGINEERING & TRADING CO., LTD.";"Global";"Scope 3: Business travel";1
"CONCORD INTERNATIONAL ENGINEERING & TRADING CO., LTD.";"Global";"Scope 3: Employee commuting";1
"Constantia Flexibles";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";2
"CONSTRUTORA NORBERTO ODEBRECHT S.A";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"Contact Energy";"Global";"Scope 1+2 (location-based)";1
"Contact Energy";"Global";"Scope 3: Use of sold products";1
"Continental AG";"Global";"Scope 1+2 (location-based)";1
"Continental AG";"Global";"Scope 2 (location-based)";1
"Continental AG";"Global";"Scope 3 (upstream & downstream)";1
"ConvaTec";"Global";"Scope 1+2 (market-based)";1
"Convergint Technologies";"Global";"Scope 2 (location-based)";1
"COOPERATIVA DE TRANSPORTE DE CARGAS";"Global";"Scope 2 (location-based)";1
"COPAMEX CORRUGADOS SA DE CV";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"Córas Iompair Éireann Group (CIÉ)";"Global";"Scope 1+2 (location-based)";1
"Córas Iompair Éireann Group (CIÉ)";"Global";"Scope 1+2 (market-based)";1
"Core Laboratories N.V.";"Global";"Scope 1";2
"Core Laboratories N.V.";"Global";"Scope 1+2 (location-based)";2
"Core Laboratories N.V.";"Global";"Scope 2 (location-based)";2
"Corporación Inmobiliaria Vesta S.A.B de C.V.";"Global";"Scope 1+2 (location-based) +3 (downstream)";1
"Correos (Grupo Sepi)";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";2
"Correos (Grupo Sepi)";"Global";"Scope 1+2 (market-based)";1
"COSBOND";"Global";"Scope 1+2 (location-based)";1
"COSDA MANUFACTURING COMPANY";"Global";"Scope 2 (location-based)";1
"Cosmo Energy Holdings Co., Ltd.";"Global";"Scope 1+2 (location-based) +3 (downstream)";1
"Cosmo Energy Holdings Co., Ltd.";"Global";"Scope 3: Use of sold products";1
"COSMOS Group";"Global";"Scope 1+2 (location-based)";1
"Cosmosupplylab Ltd";"Global";"Scope 2 (location-based)";1
"COSTER TECNOLOGIE SPECIALI SPA";"Global";"Scope 1+2 (market-based)";1
"Coty Inc.";"Global";"Scope 1+2 (market-based)";1
"Coty Inc.";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Coway Co., Ltd.";"Global";"Scope 1+2 (location-based)";1
"Coway Co., Ltd.";"Global";"Scope 3: Purchased goods & services";1
"CP ALL Pcl";"Global";"Scope 1+2 (location-based)";1
"CPFL Energia SA";"Global";"Other, please specify: Scope 1 - Fugitives";1
"CPFL Energia SA";"Global";"Other, please specify: Scope 1 – Land use";1
"CPFL Energia SA";"Global";"Other, please specify: Scope 1 – mobile combustion";1
"Credit Suisse";"Global";"Scope 1+2 (market-based)";1
"Credito Emiliano";"Global";"Scope 2 (location-based)";1
"Croda International";"Global";"Scope 1+2 (market-based)";2
"Crown Holdings";"Global";"Scope 1+2 (market-based)";1
"Crown Holdings";"Global";"Scope 3: Purchased goods & services";1
"Crown Prince";"Global";"Scope 2 (market-based)";1
"CRYSTAL ART OF FLORIDA  INC";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"CTT - Correios de Portugal SA";"Global";"Scope 1+2 (market-based)";1
"CTT - Correios de Portugal SA";"Global";"Scope 1+2 (market-based) +3 (downstream)";1
"Cumberland Packing Corp";"Global";"Scope 2 (location-based)";1
"Cummins Inc.";"Global";"Scope 1+2 (market-based)";1
"Cummins Inc.";"Global";"Scope 3: Use of sold products";2
"CUORI ELECTRICAL APPLIA";"Global";"Scope 1";1
"Curtis Packaging Corporation";"Global";"Scope 1";1
"CVS Health";"Global";"Scope 1+2 (market-based)";2
"CY Top";"Global";"Scope 2 (location-based)";1
"D-Link Corp";"Global";"Scope 1+2 (location-based)";1
"Daelim Industrial";"Global";"Scope 1+2 (location-based) +3 (upstream)";2
"Daewoo E&C";"Global";"Scope 1+2 (location-based)";2
"Daewoo E&C";"Global";"Scope 2 (location-based)";1
"DAEYONG INDUSTRY CO";"Global";NA;1
"Dai-ichi Life Holdings, Inc.";"Global";"Scope 1+2 (location-based)";3
"Dai Nippon Printing Co., Ltd.";"Global";"Scope 1+2 (market-based)";2
"Daido Kogyo Co.,Ltd.";"Global";"Scope 1";1
"Daido Kogyo Co.,Ltd.";"Global";"Scope 2 (market-based)";1
"Daifuku Co., Ltd.";"Global";"Scope 1+2 (market-based)";1
"Daiichi Sankyo Co., Ltd.";"Global";"Scope 1+2 (market-based)";2
"Daika Kogyo Co., Ltd.";"Global";NA;1
"DAIKEN Corporation";"Global";"Scope 1+2 (market-based)";1
"Daikin Industries, Ltd.";"Global";"Scope 1+2 (market-based)";2
"Daimler AG";"Global";"Scope 1+2 (market-based)";2
"Daito Trust Construction Co., Ltd.";"Global";"Other, please specify: Scope 3 (all category)";1
"Daito Trust Construction Co., Ltd.";"Global";"Scope 1+2 (market-based)";2
"Daiwa House Industry Co., Ltd.";"Global";"Scope 1+2 (location-based)";3
"Daiwa Securities Group Inc.";"Global";"Scope 1+2 (market-based)";1
"Dalata Hotel Group";"Global";"Scope 2 (market-based)";1
"Dalmia Bharat Ltd";"Global";"Scope 1+2 (location-based)";1
"Danieli & C Officine Meccaniche S.p.A.";"Global";"Scope 1";1
"Danieli & C Officine Meccaniche S.p.A.";"Global";"Scope 2 (location-based)";1
"Danone";"Global";"Scope 1+2 (market-based)";1
"Danske Bank A/S";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"Darfon Electronics Corp";"Global";"Scope 1+2 (location-based)";1
"Data Mail Inc.";"Global";"Scope 3: Waste generated in operations";1
"Data Techniques";"Global";"Scope 1+2 (location-based) +3 (downstream)";1
"DAVEY TREE EXPERT";"Global";"Scope 1+2 (location-based)";1
"Davies Office Refurbishing, Inc.";"Global";"Scope 1+2 (location-based)";1
"De La Rue";"Global";"Scope 1+2 (location-based)";1
"de Volksbank N.V.";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Decathlon SA";"Global";"Scope 1+2 (market-based)";1
"Deere & Company";"Global";"Scope 1+2 (market-based)";1
"Dell Technologies";"Global";"Scope 1+2 (market-based)";2
"Deloitte Touche Tohmatsu Limited";"Global";"Scope 1+2 (market-based)";1
"Delta Air Lines";"Global";"Other, please specify: Scope 1 + 3 (only jet fuel)";1
"Delta Air Lines";"Global";"Other, please specify: Scope 1+2+3";1
"Delta Electronics (Thailand) plc";"Global";"Scope 1+2 (market-based)";1
"Delta Electronics, Inc.";"Global";"Scope 1+2 (market-based)";1
"Delta Electronics, Inc.";"Global";"Scope 3: Use of sold products";1
"Denim Expert Limited";"Global";"Scope 1";1
"Denim Expert Limited";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"Denka Company Limited";"Global";"Scope 1+2 (market-based)";3
"Dentsu Inc.";"Global";"Scope 1+2 (location-based)";2
"Dentsu Inc.";"Global";"Scope 1+2 (market-based)";1
"Deoleo SA";"Global";"Scope 1";2
"DESIGN LABORATORY INC";"Global";"Scope 3: Employee commuting";1
"DESIGNA INC.";"Global";"Scope 3: Waste generated in operations";1
"Designco";"Global";"Scope 2 (location-based)";1
"Desjardins Group";"Global";"Other, please specify: GHG emissions under our operational control, i.e. : Scope 1-2 (location-based), excluding real estate investments, and Scope 3 (paper consumption and business travel), excluding leased assets";1
"Desjardins Group";"Global";"Other, please specify: Scope 3 - Puchased goods - Paper consumption";1
"DETERSOL SA CV";"Global";"Scope 1+2 (location-based)";1
"Deutsche Bahn AG";"Global";"Scope 1+2 (market-based) +3 (upstream)";2
"Deutsche Lufthansa AG";"Global";"Scope 1";3
"Deutsche Lufthansa AG";"Global";"Scope 1+2 (market-based)";1
"Deutsche Lufthansa AG";"Global";"Scope 2 (market-based)";1
"Deutsche Post DHL Group";"Global";"Other, please specify: Scope 1+2 (market based) + 3 (Upstream transportation and distribution, and Business travel). Please see the 'Comment box' for details.";1
"Deutsche Telekom AG";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"Deutsche Telekom AG";"Global";"Scope 1+2 (market-based)";2
"Devoteam Sa";"Global";"Scope 2 (market-based)";1
"Dexus";"Global";"Scope 1+2 (location-based)";1
"Dexus";"Global";"Scope 1+2 (market-based)";1
"DG3 NORTH AMERICA INC";"Global";"Scope 1";1
"DGB Financial Group";"Global";"Scope 1+2 (location-based)";1
"DGB Financial Group";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"DIA";"Global";"Scope 1";1
"DIA";"Global";"Scope 1+2 (market-based)";2
"Diageo Plc";"Global";"Scope 1+2 (market-based)";1
"Diageo Plc";"Global";"Scope 3 (upstream & downstream)";1
"Dialog Semiconductor plc";"Global";"Scope 1+2 (location-based)";1
"DIAM";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"DIAM";"Global";"Scope 2 (market-based)";1
"DIC Corporation";"Global";"Scope 1+2 (location-based)";1
"DIC Corporation";"Global";"Scope 1+2 (market-based)";1
"DICHA SOMBRILLA CO., LTD.";"Global";"Scope 1";1
"Digital Realty Trust Inc";"Global";"Scope 2 (market-based)";3
"Dignity";"Global";"Scope 1+2 (location-based)";1
"Direct Line Insurance Group";"Global";"Scope 1+2 (location-based)";1
"DISCO Corporation";"Global";"Scope 1+2 (market-based)";1
"Dixons Carphone";"Global";"Scope 1+2 (location-based)";1
"DKS Co Ltd";"Global";"Scope 1+2 (location-based)";1
"DNB ASA";"Global";"Scope 1+2 (location-based)";2
"DNO ASA";"Global";"Scope 1";2
"Domtar Corporation";"Global";"Scope 1+2 (market-based)";1
"DONG YANG PISTON Co., Ltd.";"Global";"Scope 1+2 (market-based)";1
"Dongguan Shin Din Metal & Plastic Products Ltd.";"Global";"Scope 1";1
"Dongguan Shin Din Metal & Plastic Products Ltd.";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"Dongguan Xianglong Hardware Products Co., Ltd.";"Global";"Scope 1+2 (location-based)";1
"DONGGUANG KAO-MENG MACHINERY";"Global";"Scope 2 (location-based)";1
"DONGGUANG KAO-MENG MACHINERY";"Global";"Scope 2 (market-based)";1
"Downer EDI";"Global";"Scope 1+2 (location-based)";1
"Downer EDI";"Global";NA;1
"Dr. Reddy’s Laboratories";"Global";"Scope 1+2 (location-based)";1
"Dr. Reddy’s Laboratories";"Global";"Scope 3 (upstream & downstream)";1
"Drax Group";"Global";"Scope 1+2 (location-based)";1
"DSC Logistics";"Global";"Scope 2 (location-based)";1
"DSV A/S";"Global";"Scope 1+2 (location-based)";1
"DSV A/S";"Global";"Scope 3 (upstream & downstream)";1
"DTE Energy Company";"Global";"Scope 1";4
"Dublin City University";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Duke Energy Corporation";"Global";"Scope 1";2
"DuPont de Nemours, Inc.";"Global";"Scope 1+2 (location-based) +3 (upstream)";2
"DURABOX";"Global";"Scope 1";1
"Duratex S/A";"Global";"Scope 1";1
"Dustin Group AB";"Global";"Scope 1+2 (location-based) +3 (downstream)";1
"DW Morgan, LLC";"Global";"Scope 1";1
"DYNAMIC ELECTRONICS";"Global";"Scope 3: Waste generated in operations";1
"Dynapack International Technology Corporation";"Global";"Scope 1";1
"E.ON SE";"Global";"Scope 1+2 (location-based)";1
"E.ON SE";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"East Japan Railway Company";"Global";"Scope 1+2 (market-based)";1
"Eaton Corporation";"Global";"Scope 1+2 (market-based)";2
"Eaton Corporation";"Global";"Scope 3 (upstream & downstream)";1
"Ebara Corporation";"Global";"Scope 1+2 (market-based)";1
"Ebara Corporation";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"eBay Inc.";"Global";"Scope 1+2 (market-based)";3
"ECI Telecom";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"Ecolab Inc.";"Global";"Scope 1+2 (market-based)";1
"Ecopetrol S.A.";"Global";"Scope 1+2 (location-based)";1
"Ecore International";"Global";"Scope 1+2 (market-based)";1
"Ecorodovias Infraestrutura e Logística S.A";"Global";"Scope 1";1
"Ecorodovias Infraestrutura e Logística S.A";"Global";"Scope 1+2 (location-based)";1
"EDF";"Global";"Scope 1+2 (location-based)";2
"EDF";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"EDP - Energias de Portugal S.A.";"Global";"Scope 1+2 (location-based)";1
"EDP - Energias de Portugal S.A.";"Global";"Scope 3 (upstream & downstream)";1
"EDP - Energias do Brasil S.A.";"Global";"Scope 1";1
"EDP - Energias do Brasil S.A.";"Global";"Scope 2 (location-based)";1
"Eisai Co., Ltd.";"Global";"Scope 1+2 (location-based)";1
"Eisai Co., Ltd.";"Global";"Scope 1+2 (market-based) +3 (upstream)";1
"EKOTEN TEKSTİL SANAYİ VE TİCARET A.Ş.";"Global";"Scope 1+2 (location-based)";1
"EL CORTE INGLES SA";"Global";"Other, please specify: Alcance 1: Emisiones derivadas del consumo directo de energía. |Alcance 2: Emisiones derivadas del consumo eléctrico. | Alcance 3: Emisiones desplazamientos de empleados a su lugar de trabajo, viajes de negocio y flota de vehículos subcontratada.";1
"EL OSO SA CV";"Global";"Scope 1";1
"Elbit Systems Ltd";"Global";"Scope 1+2 (market-based)";1
"Electric Power Development Co.,Ltd (J-POWER)";"Global";"Scope 1";1
"Electric Power Development Co.,Ltd (J-POWER)";"Global";"Scope 1+2 (location-based)";1
"Electro Componentes de Mexico, S.A. de C.V.";"Global";"Other, please specify: Energy consumption";1
"Electrolux";"Global";"Scope 1+2 (market-based)";1
"Electrolux";"Global";"Scope 3: Use of sold products";1
"Elega Garden Solution (Ningbo) Co.";"Global";"Scope 1+2 (location-based) +3 (downstream)";1
"Elekta";"Global";"Scope 2 (market-based)";1
"Elevate Textiles";"Global";"Scope 1+2 (market-based)";1
"Elia System Operator";"Global";"Scope 1+2 (market-based)";2
"Elia System Operator";"Global";"Scope 3: Business travel";1
"Elia System Operator";"Global";"Scope 3: Employee commuting";1
"Elisa Oyj";"Global";"Scope 1+2 (market-based)";2
"Elisa Oyj";"Global";"Scope 3 (upstream & downstream)";1
"Elitegroup computer systems co., Ltd.";"Global";"Scope 1+2 (location-based)";1
"Elitegroup computer systems co., Ltd.";"Global";"Scope 3: Business travel";1
"Elitegroup computer systems co., Ltd.";"Global";"Scope 3: Downstream transportation and distribution";1
"Elitegroup computer systems co., Ltd.";"Global";"Scope 3: Employee commuting";1
"Elkem ASA";"Global";"Scope 1";2
"ELTEL";"Global";"Scope 1";1
"EMCOR Group Inc.";"Global";"Scope 1+2 (location-based)";1
"Emera Inc.";"Global";"Scope 1";3
"Emira Property Fund";"Global";"Scope 1+2 (location-based)";1
"Empresas CMPC";"Global";"Scope 1+2 (market-based)";1
"ENAGAS";"Global";"Scope 1+2 (market-based)";4
"ENCIRC";"Global";"Scope 1+2 (location-based)";1
"ENCZ a.s";"Global";"Scope 1+2 (location-based)";1
"Endesa";"Global";"Scope 1";1
"Endesa";"Global";"Scope 3: Use of sold products";1
"Eneco Groep";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Eneco Groep";"Global";"Scope 3: Use of sold products";1
"Enel Distribuição São Paulo";"Global";"Scope 2 (location-based)";1
"ENEL SpA";"Global";"Scope 1";1
"ENEL SpA";"Global";"Scope 3: Use of sold products";1
"ENEOS Holdings, Inc.";"Global";"Scope 1+2 (market-based)";1
"ENEOS Holdings, Inc.";"Global";"Scope 3 (upstream & downstream)";1
"Energean Oil & Gas";"Global";"Scope 1+2 (location-based)";1
"ENGIE";"Global";"Other, please specify: Scope 1 (energy production- covering more than 96 % of the scope 1 emissions in 2017 ) and scope 3 (energy production - covering the assets consolidated in equity - this represents 100% of the  scope 3 investment)";1
"ENGIE";"Global";"Scope 1";1
"ENGIE";"Global";"Scope 3: Use of sold products";1
"ENGLEWOOD";"Global";"Scope 1+2 (location-based)";1
"ENGLEWOOD";"Global";"Scope 2 (location-based)";1
"Eni SpA";"Global";"Other, please specify: Scope 1, Scope 2 (Location based), Scope 3 related to all energy products sold (as better detailed under)";1
"Eni SpA";"Global";"Scope 1";1
"Eni SpA";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"ENTEGA AG";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Entegris Inc";"Global";"Scope 2 (location-based)";1
"Entergy Corporation";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Envases Universales";"Global";"Scope 2 (market-based)";1
"EQUINIX, INC.";"Global";"Scope 2 (market-based)";1
"Equinor";"Global";"Scope 1";1
"Equinor";"Global";"Scope 1+2 (location-based)";2
"Equinor";"Global";"Scope 3 (upstream & downstream)";1
"Equinor";"Global";"Scope 3: Upstream transportation & distribution";1
"ERG S.p.A";"Global";"Scope 2 (market-based)";1
"Ericsson";"Global";"Scope 1";1
"Ericsson";"Global";"Scope 1+2 (market-based)";2
"Ericsson";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Ericsson";"Global";"Scope 3: Business travel";1
"Ericsson";"Global";"Scope 3: Downstream transportation and distribution";1
"Ernst & Young LLP (USA)";"Global";"Scope 1+2 (location-based)";1
"Ernst & Young LLP (USA)";"Global";"Scope 3: Business travel";1
"ESB Group";"Global";"Scope 1";1
"ESB Group";"Global";"Scope 1+2 (location-based)";1
"ESB Group";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Espec Corp.";"Global";"Scope 1+2 (market-based)";1
"Espersens";"Global";"Scope 1+2 (location-based)";1
"Essentra";"Global";"Scope 1+2 (location-based)";1
"Essity";"Global";"Scope 1+2 (location-based)";1
"Essity";"Global";"Scope 3 (upstream & downstream)";1
"Estee Lauder Companies Inc.";"Global";"Scope 1+2 (market-based)";1
"ETİ SODA A.Ş.";"Global";"Scope 1+2 (location-based)";2
"Etsy, Inc.";"Global";"Other, please specify: Scope 2 (market-based) + Scope 3: Upstream leased assets + Scope 3: Remote workers";1
"Eurazeo";"Global";"Scope 1+2 (location-based)";1
"Eurazeo";"Global";"Scope 3: Business travel";1
"Euromoney Institutional Investor PLC";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"EVER YIELD WORLDWIDE LIGHT LIMITED";"Global";"Scope 2 (location-based)";1
