"company_name";"Country/Region";"Scope(s) (or Scope 3 category)";"count_TY"
"Japan Airlines Corporation";"Global";"Scope 1";1
"Japan Airlines Corporation";"Global";"Scope 2 (market-based)";1
"Japan Display Inc.";"Global";"Scope 1+2 (location-based)";1
"Japan Post Holdings";"Global";"Scope 1+2 (market-based)";1
"Japan Retail Fund Investment";"Global";"Scope 1+2 (location-based)";1
"Japan Tobacco Inc.";"Global";"Scope 1+2 (market-based)";1
"Japan Tobacco Inc.";"Global";"Scope 3: Purchased goods & services";1
"JCDecaux SA.";"Global";"Scope 2 (location-based)";1
"JENEX Co., LTD.";"Global";"Scope 1+2 (market-based)";1
"JEONGSAN INTERNATIONAL CO., LTD";"Global";"Scope 1+2 (location-based)";1
"JESS LINK PRODUCTS";"Global";"Scope 1+2 (location-based)";1
"JIAHUA";"Global";"Scope 2 (location-based)";1
"JIANGMEN AND PARTNER' S MAGNETIC";"Global";"Scope 1";1
"Jiangyin Suokang Electricity Co.,LTD.";"Global";"Scope 1";1
"Jiashan Tailuo Manufacture Industry";"Global";"Scope 3: Waste generated in operations";1
"JINHUA JINGYAN MECHANICAL AND";"Global";"Scope 1+2 (location-based)";1
"JINHUA JINSHUN TOOLS CO LTD";"Global";"Scope 2 (location-based)";1
"JINHUA RONGSHENG TOOLS FACTORY";"Global";"Scope 2 (location-based)";1
"JLL";"Global";"Scope 1+2 (location-based)";1
"JM AB";"Global";"Scope 1+2 (market-based)";1
"JM AB";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Joanne Kveton";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"Johnson & Johnson";"Global";"Scope 1+2 (market-based)";2
"Joinease Industries North America";"Global";"Scope 1+2 (location-based)";1
"JOMED TRANSPORTES E LOGÍSTICA";"Global";"Scope 1";1
"JPMorgan Chase & Co.";"Global";"Scope 1+2 (market-based)";1
"JS TEC";"Global";"Scope 2 (location-based)";1
"JSR Corporation";"Global";"Scope 1+2 (market-based)";1
"JTEKT Corporation";"Global";"Scope 1+2 (market-based)";1
"Juniper Networks, Inc.";"Global";"Scope 1+2 (market-based)";3
"Juniper Networks, Inc.";"Global";"Scope 3: Employee commuting";1
"Jupiter Fund Management";"Global";"Scope 1+2 (location-based)";1
"Juteng";"Global";"Scope 2 (location-based)";1
"JWU SHENG ENTERPRISE CO LTD";"Global";"Scope 1+2 (location-based)";1
"JWU SHENG ENTERPRISE CO LTD";"Global";"Scope 3: Business travel";1
"JWU SHENG ENTERPRISE CO LTD";"Global";"Scope 3: Employee commuting";1
"Kagome Co., Ltd.";"Global";"Scope 1+2 (market-based)";2
"KAIBO";"Global";"Scope 1+2 (location-based)";1
"Kajima Corporation";"Global";"Scope 1+2 (market-based)";2
"KANGPING TECHNOLOGY (SUZHOU) CO., LTD.";"Global";"Scope 1+2 (location-based)";1
"Kansai Paint Co., Ltd.";"Global";"Scope 1";1
"Kanto Denka Kogyo Co., Ltd.";"Global";"Scope 1";1
"KAO Corporation";"Global";"Scope 1+2 (market-based)";1
"KAO Corporation";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"KARIZIA SPA";"Global";NA;1
"Kawaken Fine Chemicals Co., Ltd.";"Global";NA;1
"Kawasaki Heavy Industries, Ltd.";"Global";"Scope 1+2 (market-based)";1
"Kawasaki Kisen Kaisha, Ltd.";"Global";"Scope 2 (location-based)";2
"KB Financial Group";"Global";"Scope 1+2 (location-based)";2
"KBC Group";"Global";"Scope 1+2 (market-based) +3 (upstream)";4
"KDDI Corporation";"Global";"Scope 1+2 (market-based)";2
"Keihin metal";"Global";"Scope 1+2 (location-based) +3 (downstream)";1
"Kellogg Company";"Global";"Scope 1+2 (location-based)";2
"Kellogg Company";"Global";"Scope 3: Purchased goods & services";2
"Kelly Services";"Global";"Scope 1";1
"KEMET Corporation";"Global";"Scope 1+2 (location-based)";1
"Kemira Corporation";"Global";"Scope 1+2 (market-based)";1
"KERN LIEBERS";"Global";"Scope 2 (location-based)";1
"Kesko Corporation";"Global";"Scope 1";1
"Kesko Corporation";"Global";"Scope 2 (market-based)";1
"Kewpie Corporation";"Global";"Scope 1+2 (market-based)";2
"KeyCorp";"Global";"Scope 1+2 (location-based)";2
"Keyera Corp.";"Global";"Other, please specify: Scope 1 Regulatory Target";1
"Keysight Technologies Inc";"Global";"Scope 1+2 (location-based)";1
"KEYSTONE ELECTRICAL (ZHEJIANG)";"Global";"Scope 2 (location-based)";1
"Kia Motors Corp";"Global";"Scope 1+2 (location-based)";2
"KIK Custom Products";"Global";"Scope 1+2 (location-based)";1
"Kikkoman Corporation";"Global";"Scope 1+2 (market-based)";2
"Kilroy Realty";"Global";"Scope 1+2 (location-based)";1
"Kilroy Realty";"Global";"Scope 3: Downstream leased assets";1
"Kimball Electronics";"Global";"Scope 1";1
"Kimball Electronics";"Global";"Scope 2 (location-based)";2
"Kimball Electronics";"Global";"Scope 3: Waste generated in operations";2
"Kimco Realty";"Global";"Scope 1+2 (location-based)";1
"Kimco Realty";"Global";"Scope 2 (location-based)";1
"Kindred Group";"Global";"Scope 1+2 (market-based)";1
"Kindred Group";"Global";"Scope 3: Business travel";1
"KING MOUNT INTERNATIONAL";"Global";"Scope 1+2 (location-based)";1
"KING TEAM CO., LTD.";"Global";"Scope 1";1
"KING TEAM CO., LTD.";"Global";"Scope 2 (location-based)";1
"KING TEAM CO., LTD.";"Global";"Scope 3: Employee commuting";1
"Kingclean Electric Co.,Ltd";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"Kingclean Electric Co.,Ltd";"Global";"Scope 3: Upstream transportation & distribution";1
"Kingclean Electric Co.,Ltd";"Global";"Scope 3: Use of sold products";1
"Kingclean Electric Co.,Ltd";"Global";"Scope 3: Waste generated in operations";1
"Kingfisher";"Global";"Scope 1+2 (market-based)";1
"Kingspan Group PLC";"Global";"Scope 1+2 (market-based)";2
"Kingspan Group PLC";"Global";"Scope 2 (market-based)";1
"Kingspan Group PLC";"Global";"Scope 3 (upstream & downstream)";1
"Kinsus Interconnect Tech";"Global";"Scope 1";1
"Kintetsu Group Holdings Co.,Ltd.";"Global";"Scope 1+2 (market-based)";1
"KION GROUP AG";"Global";"Scope 1+2 (location-based)";1
"KION GROUP AG";"Global";"Scope 1+2 (market-based)";1
"KION GROUP AG";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"Kirin Holdings Co Ltd";"Global";"Scope 1+2 (market-based)";1
"Kirin Holdings Co Ltd";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Kirin Holdings Co Ltd";"Global";"Scope 3 (upstream & downstream)";1
"Kissei Pharmaceutical Co., Ltd.";"Global";"Scope 1+2 (location-based)";1
"KISWIRE Ltd.";"Global";"Scope 1+2 (location-based)";1
"Kiwi Property Group";"Global";"Scope 1+2 (location-based) +3 (upstream)";4
"Klabin S/A";"Global";"Scope 1";1
"Klabin S/A";"Global";"Scope 3 (upstream & downstream)";1
"Klepierre";"Global";"Other, please specify: Transport visitors";1
"Klepierre";"Global";"Scope 1+2 (market-based)";1
"Klepierre";"Global";"Scope 3: Downstream leased assets";1
"Klövern";"Global";"Scope 1+2 (market-based) +3 (upstream)";1
"Knowles";"Global";"Scope 1+2 (location-based)";1
"Kobayashi Pharmaceutical Co., Ltd.";"Global";"Scope 1+2 (market-based)";1
"Koei Chemical Industry, Co., Ltd.";"Global";"Scope 1+2 (location-based)";1
"Kohl's Corporation";"Global";"Scope 1+2 (location-based)";1
"Kohl's Corporation";"Global";"Scope 1+2 (market-based)";1
"Kokuyo Co., Ltd.";"Global";"Scope 1+2 (market-based)";2
"KOL DONE CORPORATION";"Global";"Scope 1+2 (location-based)";1
"Kolon Industries, Inc.";"Global";"Scope 1+2 (location-based)";1
"Komatsu Ltd.";"Global";"Scope 3: Use of sold products";1
"Kone Oyj";"Global";"Scope 1+2 (market-based)";2
"Kongsberg Gruppen ASA";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Konica Minolta, Inc.";"Global";"Scope 1+2 (location-based) +3 (upstream)";3
"Koninklijke DSM";"Global";"Scope 1+2 (market-based)";1
"Koninklijke KPN NV (Royal KPN)";"Global";"Other, please specify: Scope 3 combined emissions";1
"Koninklijke KPN NV (Royal KPN)";"Global";"Scope 1";1
"Koninklijke KPN NV (Royal KPN)";"Global";"Scope 1+2 (location-based)";1
"Koninklijke KPN NV (Royal KPN)";"Global";"Scope 1+2 (market-based)";1
"Koninklijke KPN NV (Royal KPN)";"Global";"Scope 3 (upstream & downstream)";1
"Koninklijke Philips NV";"Global";"Scope 1+2 (market-based)";2
"Koninklijke Philips NV";"Global";"Scope 3 (upstream & downstream)";2
"KORDSA TEKNİK TEKSTİL A.Ş.";"Global";"Scope 1+2 (location-based)";2
"Korea District Heating Corp.";"Global";"Scope 1+2 (location-based)";1
"Korea East-West Power";"Global";"Scope 1+2 (location-based)";1
"Korea Electric Power Corp";"Global";"Scope 1+2 (location-based)";1
"Korea South-East Power";"Global";"Scope 1+2 (location-based)";1
"Korea Western Power";"Global";"Scope 1+2 (location-based)";1
"Korean Air Lines Co Ltd";"Global";"Scope 1";1
"Korean Air Lines Co Ltd";"Global";"Scope 1+2 (location-based)";1
"KOSE Corporation";"Global";"Scope 1+2 (market-based)";2
"KPMG UK";"Global";"Scope 1+2 (market-based)";1
"KPMG UK";"Global";"Scope 3: Purchased goods & services";2
"Kroger";"Global";"Scope 1+2 (market-based)";1
"Krueger International, Inc";"Global";"Scope 1+2 (location-based)";1
"KT Corporation";"Global";"Scope 1+2 (location-based)";2
"Kubota Corporation";"Global";"Scope 1+2 (market-based)";1
"Kumagai Gumi Co Ltd";"Global";"Scope 1+2 (location-based)";3
"Kumba Iron Ore";"Global";"Scope 1+2 (location-based)";1
"Kumho Petrochemical";"Global";"Scope 1+2 (location-based)";1
"KUN SHAN RIHUI";"Global";"Scope 1";1
"KUNSHAN CHENGTAI ELECTRIC CO.,LTD";"Global";"Scope 1";1
"Kunshan Intelligence Precision Casting Co., Ltd.";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"Kurita Water Industries Ltd.";"Global";"Other, please specify: Scope 1,Scope 2(Location base) and part of category 13 in Scope 3 which is from the sites reported to administration with Act on Rationalizing Energy Use";1
"Kurita Water Industries Ltd.";"Global";"Other, please specify: Scope 1,Scope 2(Market base) and part of category 13 in Scope 3 which is from the sites reported to administration with Act on Rationalizing Energy Use";1
"Kusaka Gear";"Global";"Scope 1+2 (market-based)";1
"Kyocera Corporation";"Global";"Scope 1+2 (location-based)";1
"Kyocera Corporation";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"KYORIN Holdings, Inc.";"Global";NA;1
"L'Oréal";"Global";"Other, please specify: Scope 1 + Scope 2 Market-Based (administrative sites and research centres)";1
"L'Oréal";"Global";"Other, please specify: Scope 1 + Scope 2 Market-Based (Operations sites: factories and distribution centres)";1
"L'Oréal";"Global";"Other, please specify: Scope 1 + Scope 2 Market-Based (Operations, administrative and research sites) + Scope 3: Downstream transportation and distribution";1
"L'Oréal";"Global";"Scope 1+2 (market-based)";1
"L'Oréal";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"L3Harris Technologies INC";"Global";"Scope 1+2 (location-based)";1
"La Banque Postale";"Global";"Scope 1+2 (market-based)";1
"La Banque Postale";"Global";"Scope 1+2 (market-based) +3 (upstream)";1
"La Poste";"Global";"Scope 1+2 (location-based) +3 (downstream)";2
"Laboratory Corporation of America Holdings";"Global";"Scope 1+2 (market-based)";1
"Lam Research Corp.";"Global";"Scope 1+2 (market-based)";1
"Lam Soon";"Global";"Scope 1";1
"Lancashire Holdings";"Global";"Scope 3: Business travel";1
"Lancer-Hoshizaki";"Global";"Scope 1+2 (location-based)";1
"LANCHAM INTERNATIONAL TRADE CO., LIMITED";"Global";"Scope 1";1
"Landsec";"Global";"Scope 1+2 (location-based) +3 (downstream)";1
"Landsvirkjun";"Global";"Scope 1";2
"Landsvirkjun";"Global";"Scope 3: Business travel";1
"Landsvirkjun";"Global";"Scope 3: Employee commuting";1
"LANXESS AG";"Global";"Scope 1+2 (market-based)";3
"Las Vegas Sands Corporation";"Global";"Scope 1";1
"Las Vegas Sands Corporation";"Global";"Scope 1+2 (location-based)";1
"Las Vegas Sands Corporation";"Global";"Scope 1+2 (market-based)";1
"LCARE MEXICANA SRL DE CV";"Global";"Scope 1+2 (location-based)";1
"LCARE MEXICANA SRL DE CV";"Global";"Scope 2 (market-based)";1
"Legal and General";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"LEGRAND";"Global";"Scope 1";1
"LEGRAND";"Global";"Scope 2 (market-based)";1
"Leidos";"Global";"Scope 1+2 (market-based)";1
"Lenovo Group";"Global";"Scope 1+2 (market-based)";2
"Lens Technology Co., Ltd.";"Global";"Scope 2 (location-based)";1
"LEOCO CORPORATION";"Global";"Scope 2 (location-based)";1
"Leonardo";"Global";"Scope 1+2 (market-based)";1
"Lerøy Seafood Group";"Global";"Scope 1+2 (location-based)";1
"LES ETIQUETTES HAAS";"Global";"Scope 1";1
"LES ETIQUETTES HAAS";"Global";"Scope 2 (market-based)";1
"Lever Style Inc.";"Global";"Scope 1";1
"Levi Strauss & Co.";"Global";"Scope 1+2 (market-based)";1
"Levi Strauss & Co.";"Global";"Scope 3: Purchased goods & services";1
"Lexmark International, Inc.";"Global";"Scope 1+2 (location-based)";2
"LG";"Global";"Scope 1+2 (location-based)";3
"LG Chem Ltd";"Global";"Scope 1+2 (location-based)";2
"LG Display";"Global";"Scope 1+2 (location-based)";3
"LG Electronics";"Global";"Scope 1+2 (location-based)";2
"LG Innotek";"Global";"Scope 1+2 (location-based)";2
"LG Uplus";"Global";"Scope 1+2 (location-based)";2
"Liberty Global plc";"Global";"Scope 1+2 (location-based)";2
"Liberty Holdings Ltd (incorporating Liberty Life Group Ltd)";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Life Healthcare Group Holdings Ltd";"Global";"Scope 2 (location-based)";1
"LIGHT SA";"Global";"Scope 1";1
"LIHUA COLOR PRINTED COMPANY LTD";"Global";"Scope 1+2 (location-based)";1
"LINDE + WIEMANN GMBH KG";"Global";"Scope 1";2
"Lion Corporation";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Lion Corporation";"Global";"Scope 1+2 (market-based)";1
"Lion Corporation";"Global";"Scope 3: End-of-life treatment of sold products";1
"LITENS AUTOMOTIVE PARTNER";"Global";"Scope 1+2 (location-based)";1
"Livedo Corporation";"Global";"Scope 1";1
"Livedo Corporation";"Global";"Scope 2 (market-based)";1
"LIXIL Group Corporation";"Global";"Scope 1+2 (market-based)";1
"LIXIL Group Corporation";"Global";"Scope 3: Use of sold products";1
"Lloyds Banking Group";"Global";"Scope 1+2 (location-based)";3
"Lloyds Banking Group";"Global";"Scope 3: Business travel";3
"Lloyds Banking Group";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";3
"LNP";"Global";"Scope 2 (market-based)";1
"Loblaw Companies Limited";"Global";"Other, please specify: Scope 1 + Scope 2 (location-based) + Scope 3 (business travel + waste generated in operations)";2
"Lockheed Martin Corporation";"Global";"Scope 1+2 (location-based)";1
"Lockton Companies LLP";"Global";"Scope 1";1
"Logitech Europe S.A.";"Global";"Scope 1+2 (market-based)";1
"Logtek Ltd";"Global";"Other, please specify: Scope 1 - Business Travel";1
"Logtek Ltd";"Global";"Scope 1";1
"Logtek Ltd";"Global";"Scope 2 (location-based)";1
"Logtek Ltd";"Global";"Scope 3: Business travel";1
"Lojas Renner S.A.";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"London Stock Exchange Group";"Global";"Scope 1+2 (market-based)";1
"Los Angeles Department of Water and Power";"Global";"Scope 1";1
"Los Angeles Department of Water and Power";"Global";"Scope 1+2 (location-based) +3 (upstream)";3
"Lowe's Companies, Inc.";"Global";"Scope 1+2 (location-based)";1
"LPP S.A.";"Global";"Scope 1+2 (market-based)";1
"LS Electric Co Ltd";"Global";"Scope 1+2 (location-based)";1
"Luckytown";"Global";"Scope 2 (location-based)";1
"Luencheong";"Global";"Scope 1";1
"Luencheong";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Lululemon Athletica Inc.";"Global";"Scope 1+2 (market-based)";1
"LUN-YUAN ENTERPRISE CO., LTD.";"Global";"Scope 1";1
"LUN-YUAN ENTERPRISE CO., LTD.";"Global";"Scope 3: Employee commuting";1
"Lundbeck A/S";"Global";"Scope 1+2 (market-based)";3
"Lundin Energy AB";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"LVMH";"Global";"Scope 1+2 (market-based)";1
"Lyft, Inc";"Global";"Scope 1+2 (market-based) +3 (downstream)";1
"Lyft, Inc";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"M & X UTILITY";"Global";"Scope 2 (location-based)";1
"M J QUINN INTEGRATED SERVICES LTD";"Global";"Scope 2 (location-based)";1
"M50 Concession Ltd.";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"Mace Ltd";"Global";"Scope 1+2 (market-based)";1
"Mace Ltd";"Global";"Scope 3: Business travel";1
"Macerich Co.";"Global";"Other, please specify: Scopes 1+2(location-based)+3(relevant)";3
"Macerich Co.";"Global";"Scope 2 (market-based)";1
"Macquarie Group";"Global";"Scope 2 (location-based)";1
"MACROCARE";"Global";"Scope 1+2 (location-based)";1
"Macronix International";"Global";"Scope 2 (location-based)";1
"Maeda Road Construction Co.,Ltd";"Global";"Scope 1+2 (market-based)";2
"Magyar Telekom Nyrt.";"Global";"Scope 1+2 (location-based)";1
"Magyar Telekom Nyrt.";"Global";"Scope 3 (upstream & downstream)";1
"Mahindra Lifespace Developers Limited";"Global";"Scope 1+2 (location-based)";2
"Mahindra Lifespace Developers Limited";"Global";"Scope 3 (upstream & downstream)";1
"Main Process SA";"Global";"Scope 1+2 (location-based)";1
"Maire Tecnimont SpA";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Maisons du Monde SA";"Global";"Scope 1+2 (market-based)";1
"Maisons du Monde SA";"Global";"Scope 3 (upstream & downstream)";1
"Mammut sports Group AG";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Man Group plc";"Global";"Scope 1";2
"Man Group plc";"Global";"Scope 2 (location-based)";1
"Man Group plc";"Global";"Scope 2 (market-based)";2
"Mando Corp.";"Global";"Scope 1+2 (location-based)";1
"MANE";"Global";"Scope 1+2 (market-based)";1
"MANE";"Global";"Scope 3 (upstream & downstream)";1
"ManpowerGroup";"Global";"Scope 1";1
"ManpowerGroup";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"ManpowerGroup";"Global";"Scope 3: Business travel";1
"MAPFRE";"Global";"Scope 1+2 (location-based) +3 (upstream)";4
"MAPFRE";"Global";"Scope 2 (market-based)";1
"Maple Leaf Foods Inc.";"Global";"Scope 1+2 (market-based)";1
"MARCHESI";"Global";"Scope 2 (location-based)";1
"Marfrig Global Foods S/A";"Global";"Scope 1+2 (market-based)";2
"Marks and Spencer Group plc";"Global";"Scope 1+2 (market-based)";2
"Mars";"Global";"Scope 1+2 (market-based)";2
"Mars";"Global";"Scope 1+2 (market-based) +3 (upstream)";2
"MARS INTERNATIONAL INC.";"Global";"Scope 2 (location-based)";1
"Marui Group Co., Ltd.";"Global";"Scope 1+2 (market-based)";1
"Marui Group Co., Ltd.";"Global";"Scope 3 (upstream & downstream)";1
"Mastercard Incorporated";"Global";"Scope 1+2 (location-based)";1
"Mastercard Incorporated";"Global";"Scope 3 (upstream & downstream)";1
"Masuda Manufacturing";"Global";"Scope 1+2 (market-based)";1
"MAXFORD TECHNOLOGY LIMITED";"Global";"Scope 1+2 (location-based)";1
"Mazda Motor Corporation";"Global";"Scope 1+2 (location-based)";1
"McCormick & Company, Incorporated";"Global";"Scope 1+2 (market-based)";1
"McCormick & Company, Incorporated";"Global";"Scope 3: Purchased goods & services";1
"McDonald's Corporation";"Global";"Other, please specify: Other, please specify: Scope 1+2 (market-based) +3 (waste generated in operations)";1
"MCI GROUP CANADA INC";"Global";"Scope 2 (market-based)";1
"Media6";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Media6";"Global";"Scope 1+2 (market-based)";1
"Media6";"Global";"Scope 3 (upstream & downstream)";1
"Media6";"Global";"Scope 3: Purchased goods & services";1
"Media6";"Global";"Scope 3: Waste generated in operations";1
"Medibank Private";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Mediclinic International";"Global";"Scope 1+2 (location-based)";1
"MEGANINE INDUSTRIAL CO., LTD.";"Global";"Scope 1";1
"MEGANINE INDUSTRIAL CO., LTD.";"Global";"Scope 2 (location-based)";1
"MEGASETIA AGUNG KIMIA";"Global";"Scope 1";1
"MEGASETIA AGUNG KIMIA";"Global";"Scope 2 (location-based)";1
"MEGMILK SNOW BRAND Co.,Ltd.";"Global";"Scope 1+2 (market-based)";1
"Meidensha Corporation";"Global";"Scope 1+2 (market-based)";1
"Meihua Holdings Group Co., Ltd";"Global";"Scope 2 (location-based)";1
"Meiji Holdings Co Ltd";"Global";"Scope 1+2 (market-based)";1
"Melco Resorts & Entertainment";"Global";"Scope 1+2 (market-based)";1
"Meliá Hotels International S.A.";"Global";"Scope 1+2 (location-based)";2
"Meliá Hotels International S.A.";"Global";"Scope 3 (upstream & downstream)";2
"Mercialys";"Global";"Scope 3: Business travel";1
"Merck & Co., Inc.";"Global";"Scope 1+2 (market-based)";1
"Merck KGaA";"Global";"Scope 1+2 (market-based)";1
"Meridian Energy";"Global";"Other, please specify: Group operational emissions (excludes one-off construction emissions and emissions from energy purchased and onsold)";1
"MetLife, Inc.";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"MetLife, Inc.";"Global";"Scope 1+2 (market-based) +3 (upstream)";1
"Metro AG";"Global";"Scope 3 (upstream)";1
"Metrolina Greenhouses";"Global";"Scope 1";1
"Metsä Board Corporation";"Global";"Scope 1+2 (market-based)";1
"Metso";"Global";"Other, please specify: Scope 3 Upstream and downstream transportation and distribution";1
"Metso";"Global";"Scope 1+2 (location-based)";1
"Metso";"Global";"Scope 3: Use of sold products";1
"MGM Resorts International";"Global";"Scope 1+2 (location-based)";1
"Michelin";"Global";"Other, please specify: This target covers the following Scope 3 categories: Fuel and energy-related activities, Upstream transportation and distribution, Downstream transportation and distribution, End-of-life treatment of sold products.";1
"Michelin";"Global";"Scope 1+2 (market-based)";3
"Microchip Technology";"Global";"Scope 3: Downstream transportation and distribution";1
"Microsoft Corporation";"Global";"Other, please specify: Scope 1 + Scope 2 (market-based) + Scope 3 (upstream business air travel only)";1
"Microsoft Corporation";"Global";"Scope 1+2 (market-based)";2
"Ming Fai International Holdings Limited";"Global";"Scope 1+2 (location-based)";1
"MING WAH CO";"Global";"Scope 2 (location-based)";1
"MING WAH CO";"Global";"Scope 3: Waste generated in operations";1
"MIRAE ASSET DAEWOO CO., LTD";"Global";"Scope 1+2 (location-based)";1
"MiraeNanoTech.Co.,Ltd";"Global";"Scope 1+2 (location-based)";1
"MiTAC Holdings Corporation (MHC)";"Global";"Scope 1+2 (location-based)";1
"MITEC";"Global";"Scope 1";1
"MITIE Group";"Global";"Scope 1+2 (market-based)";1
"MITRASTAR TECHNOLOGIES";"Global";"Scope 1+2 (location-based)";1
"Mitsubishi Chemical Holdings Corporation";"Global";"Scope 1+2 (location-based)";1
"Mitsubishi Electric Corporation";"Global";"Scope 1+2 (location-based)";3
"Mitsubishi Estate Co., Ltd.";"Global";"Scope 1+2 (market-based)";2
"Mitsubishi Gas Chemical Company, Inc.";"Global";"Scope 1+2 (market-based)";1
"Mitsui Chemicals, Inc.";"Global";"Scope 1+2 (market-based)";2
"Mitsui Mining & Smelting Co., Ltd.";"Global";"Scope 1+2 (market-based)";1
"Mitsui O.S.K. Lines Ltd";"Global";"Scope 1";1
"Mitsui O.S.K. Lines Ltd";"Global";"Scope 1+2 (location-based)";1
"MITSUIKE CORPORATION";"Global";"Scope 1";1
"Miyakoda Construction Co Ltd";"Global";"Scope 1+2 (location-based)";1
"Miyakoda Construction Co Ltd";"Global";"Scope 1+2 (market-based)";1
"Mobimo";"Global";"Scope 1+2 (location-based)";1
"Mobimo";"Global";"Scope 1+2 (market-based)";1
"ModusLink Corporation";"Global";"Scope 1+2 (location-based)";1
"Mohebi Logistics";"Global";"Scope 1";1
"Mohebi Logistics";"Global";"Scope 2 (location-based)";1
"Molson Coors Brewing Company";"Global";"Scope 1+2 (market-based)";1
"Molson Coors Brewing Company";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Mondelez International Inc";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Mondelez International Inc";"Global";"Scope 1+2 (market-based)";1
"Moneta Money Bank AS";"Global";"Scope 1+2 (market-based)";1
"Moody's Corporation";"Global";"Other, please specify: Scope 3 Fuel and energy related activities (not already included in Scope 1 and 2); Scope 3 Business Travel; and Scope 3 Employee commuting";1
"Moody's Corporation";"Global";"Scope 1+2 (market-based)";1
"Moody Dunbar Inc";"Global";"Scope 1";1
"Moody Dunbar Inc";"Global";"Scope 2 (location-based)";1
"Morgan Sindall Group plc";"Global";"Scope 1+2 (location-based)";2
"Morgan Stanley";"Global";"Other, please specify: S1+2 (market-based)+3 (Business Travel)";1
"Morgan Stanley";"Global";"Scope 1+2 (market-based)";2
"Morinaga & Company Ltd";"Global";"Scope 1+2 (market-based)";1
"Morrison Utility Services";"Global";"Scope 3: Upstream transportation & distribution";1
"Motorola Solutions";"Global";"Scope 1+2 (location-based)";1
"Motus Holdings";"Global";"Scope 1";1
"Motus Holdings";"Global";"Scope 2 (market-based)";1
"MOUNTAIN PNEUMATIC TOOLS CO., LTD.";"Global";"Scope 1";1
"MOUNTAIN PNEUMATIC TOOLS CO., LTD.";"Global";"Scope 2 (location-based)";1
"MOUNTAIN PNEUMATIC TOOLS CO., LTD.";"Global";"Scope 3: Employee commuting";1
"Movida Participacoes Sa";"Global";"Scope 1";1
"Movida Participacoes Sa";"Global";"Scope 1+2 (location-based)";1
"Movida Participacoes Sa";"Global";"Scope 2 (location-based)";1
"Mowi ASA";"Global";"Scope 1+2 (location-based)";2
"Mowi ASA";"Global";"Scope 3 (upstream & downstream)";2
"MphasiS";"Global";"Scope 1+2 (location-based)";1
"MS&AD Insurance Group Holdings, Inc.";"Global";"Scope 1+2 (market-based)";3
"MSC Mediterranean Shipping Company";"Global";"Scope 1";1
"MTI MICROELECTRONICS";"Global";"Scope 1+2 (location-based)";1
"MTR Corporation Limited";"Global";"Other, please specify: absolute reduction in electricity consumption for investment properties portfolio in Hong Kong";1
"MTU Aero Engines AG";"Global";"Scope 1+2 (market-based)";1
"MULIA AGUNG CHEMINDO, PT";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"Munich Re";"Global";"Other, please specify: Carbon neutrality while purchasing carbon certificates for all carbon emissions that could not be avoided or substituted by renewable  energy sources";1
"MUNTONS PLC";"Global";"Scope 1+2 (market-based)";1
"MURAKAMI CORPORATION";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"MURATA MACHINERY,LTD.";"Global";"Scope 1+2 (location-based)";2
"Murata Mfg. Co.";"Global";"Scope 1+2 (location-based)";2
"Murray & Roberts Holdings Limited";"Global";"Scope 1+2 (location-based)";1
"Murray & Roberts Holdings Limited";"Global";"Scope 2 (location-based)";1
"Nabtesco Corporation";"Global";"Scope 1+2 (market-based)";3
"NAM HOA TRADING AND PRODUCTION";"Global";NA;1
"Namics";"Global";"Scope 1+2 (location-based)";1
