"company_name";"Scope_short";"Target year";"Base year";"count_branches";"sum_percent_alloc";"remaing";"perc_from_closest_number"
"Schaeffler";"S12M";2024;2019;3;3;0;0
"SCOTIA GAS NETWORKS";"S1";2021;2013;4;4;0;0
"SCOTIA GAS NETWORKS";"S3";2021;2013;2;2;0;0
"SCOTIA GAS NETWORKS";"S3";2021;2015;2;2;0;0
"SCOTIA GAS NETWORKS";"SX";2021;2016;2;2;0;0
"SCOTIA GAS NETWORKS";"SX";2021;2017;2;2;0;0
"Seagate Technology PLC";"S12M";2025;2017;2;2;0;0
"Seagate Technology PLC";"S12M";2040;2017;2;2;0;0
"Seagate Technology PLC";"S3";2025;2017;2;2;0;0
"Seagate Technology PLC";"S3";2040;2017;2;2;0;0
"Seiko Epson Corporation";"S12M";2025;2017;2;2;0;0
"SH ZIJIANG INT'L";"S3";2020;2016;2;2;0;0
"SHANGHAI JINLANG INTERNATIONAL";"S12L";2019;2018;2;2;0;0
"SICHUAN ZHONGXING ELECTRONIC";"S1";2020;2019;3;3;0;0
"Smithfield Foods, Inc.";"S12L3";2025;2010;3;3;0;0
"Sojitz Corporation";"S3";2030;2018;2;2;0;0
"Solid State Storage Technology Co., Ltd.";"S12L";2019;2009;2;2;0;0
"Solvay S.A.";"S12M";2030;2018;3;3;0;0
"Sopra Steria Group";"S12M";2020;2014;3;3;0;0
"Sopra Steria Group";"S12M";2025;2015;3;3;0;0
"Sopra Steria Group";"S12M";2040;2015;3;3;0;0
"Sopra Steria Group";"S3";2020;2014;3;3;0;0
"Sopra Steria Group";"S3";2025;2018;3;3;0;0
"Steelcase";"S3";2030;2019;2;2;0;0
"Sthree Plc";"S12L3";2024;2019;2;2;0;0
"Suez";"S12M";2030;2014;3;3;0;0
"Sumitomo Electric Industries, Ltd.";"S12M";2022;2017;2;2;0;0
"Sumitomo Mitsui Trust Holdings, Inc.";"S12L";2019;2014;3;3;0;0
"Superdry";"S2M";2020;2014;2;2;0;0
"Swire Pacific";"S12M3";2030;2018;2;2;0;0
"Sykes Enterprises Incorporated";"S12L";2016;2016;2;2;0;0
"Syniverse";"S2M";2020;2010;3;3;0;0
"Syniverse";"S3";2020;2010;3;3;0;0
"T Mobile USA inc";"S2M";2020;2012;3;3;0;0
"TANAX, INC.";"S12M";2030;2013;3;3;0;0
"TaYu Group";"SX";2019;2018;9;9;0;0
"Technicolor SA";"S2L";2018;2015;2;2;0;0
"Telenor Group";"S12M";2030;2019;2;2;0;0
"Tennant Company";"S12M";2030;2016;2;2;0;0
"Teradyne Inc.";"S12L";2019;2018;2;2;0;0
"Tesco";"S12M";2025;2015;2;2;0;0
"Tesco";"S3";2030;2015;2;2;0;0
"Texas Instruments Incorporated";"S12L";2020;2015;2;2;0;0
"Thales";"S3";2030;2018;3;3;0;0
"The Coca-Cola Company";"S12M3";2030;2015;2;2;0;0
"The Dow Chemical Company";"S12M";2025;2006;2;2;0;0
"Thule Group Ab";"S12M";2020;2014;3;3;0;0
"thyssenkrupp AG";"S12L";2030;2018;6;6;0;0
"thyssenkrupp AG";"S3";2030;2017;4;4;0;0
"thyssenkrupp Elevator AG";"S12L";2022;2014;2;2;0;0
"Tiffany & Co.";"S12M";2020;2013;3;3;0;0
"Toda Kogyo Corp";"S3";2033;2013;2;2;0;0
"Tokyo Electron Ltd.";"S12M";2030;2019;2;2;0;0
"Tokyu Construction Co., Ltd.";"S1";2030;2018;2;2;0;0
"Tokyu Construction Co., Ltd.";"S2L";2030;2018;2;2;0;0
"Tokyu Construction Co., Ltd.";"S3";2030;2018;2;2;0;0
"Toray Industries, Inc.";"S3";2018;2017;2;2;0;0
"Tosoh SMD";"S2L";2020;2019;2;2;0;0
"Total System Services (TSYS)";"S2L";2019;2018;2;2;0;0
"Toyota Boshoku Corporation";"S12L";2020;2010;3;3;0;0
"Toyota Boshoku Corporation";"S12L";2050;2013;3;3;0;0
"Trane Technologies";"S3";2020;2013;3;3;0;0
"TTR Transport";"S1";2019;2015;3;3;0;0
"UCB SA";"S12L3";2020;2015;2;2;0;0
"UCB SA";"S12L3";2025;2015;2;2;0;0
"UCB SA";"S12L3";2050;2015;2;2;0;0
"UCB SA";"S12M3";2030;2015;2;2;0;0
"United Airlines Holdings";"S12L3";2050;2005;3;3;0;0
"United Microelectronics";"S1";2025;2010;2;2;0;0
"Unitika Ltd.";"S12M";2017;2005;3;3;0;0
"Universal Corporation";"S12L";2030;2019;2;2;0;0
"Universal Corporation";"S3";2030;2019;2;2;0;0
"UPS";"S12M";2025;2015;2;2;0;0
"VAPOR ACQUISITION CORP";"S2L";2020;2018;2;2;0;0
"VAULTEX";"S1";2017;2016;2;2;0;0
"VAULTEX";"S1";2018;2016;2;2;0;0
"VAULTEX";"SX";2019;2016;2;2;0;0
"Veolia Environnement SA";"S1";2023;2018;3;3;0;0
"Veolia Environnement SA";"S12L";2023;2018;3;3;0;0
"Veolia Environnement SA";"S12L";2034;2018;3;3;0;0
"Verizon Communications Inc.";"S12L";2035;2018;2;2;0;0
"Verizon Communications Inc.";"S2L";2025;2018;2;2;0;0
"Via Seating";"S12L";2020;2017;2;2;0;0
"Vifor Pharma AG";"S1";2020;2013;2;2;0;0
"Vifor Pharma AG";"S1";2020;2015;2;2;0;0
"Vifor Pharma AG";"S1";2022;2013;4;4;0;0
"Vivendi SA";"S12L";2025;2018;2;2;0;0
"VMware, Inc";"S12M";2031;2019;2;2;0;0
"VMware, Inc";"S3";2031;2019;4;4;0;0
"Vodafone Group";"S12M";2025;2017;2;2;0;0
"Vodafone Group";"S12M3";2050;2020;2;2;0;0
"Voestalpine AG";"S1";2035;1990;3;3;0;0
"Voestalpine AG";"S1";2050;1990;3;3;0;0
"Walmart, Inc.";"S12M";2025;2015;2;2;0;0
"Walmart, Inc.";"S3";2030;2015;2;2;0;0
"WEC Energy Group";"S1";2030;2005;2;2;0;0
"Western Digital Corp";"S12L";2019;2018;2;2;0;0
"Weyerhaeuser Company";"S12L";2020;2000;2;2;0;0
"Wood Plc";"S12M";2030;2019;3;3;0;0
"Worldline SA";"S12L3";2025;2018;3;3;0;0
"Worldline SA";"S12L3";2035;2018;3;3;0;0
"Wyndham Hotels & Resorts";"S12M";2025;2019;2;2;0;0
"YI CHENG PARER.CO., LTD.";"S2L";2030;2018;2;2;0;0
"YKK";"S12M";2020;2013;2;2;0;0
"Zhongshan Tender Electric Appliance Co.,Ltd.";"S1";2000;2018;2;2;0;0
"ZIM Shipping";"S12L";2030;2016;2;2;0;0
"ZIMAG TECHNOLOGY CO., LTD.";"S3";2030;2019;3;3;0;0
