"account_id";"BY";"MRY";"TR";"TY";"source_year";"BY_EM";"MRY_EM";"TY_EM";"reduction_achieved";"Timelapsed";"reduction_required";"on_track";"target_year_group";"target_completed";"progress_rate";"maturity";"maturity_remaining";"annual_ambition";"annual_progress";"annual_ambition_a";"annual_progress_a"
"442";5369;2017;2020;50;2030;2021;51800000;28011770;25900000;23788230;0.230769230769231;5976923.07692308;TRUE;"2";-7.53886669782023;398.001274131274;13;10;2.57889062207519;18.5288967604439;0.753886669782024;15.3077413127413
"443";5369;2019;2020;28;2030;2021;60095133.206;49902401;43268495.90832;10192732.206;0.0909090909090909;1529694.29978909;TRUE;"2";-13.2937593357081;666.324781847284;11;10;13.2937593357081;16.9609944470218;1.32937593357081;16.9609944470218
"444";5369;2019;2020;28;2030;2021;119363627.817;106649250;85941812.02824;12714377.817;0.0909090909090909;3038346.88988727;TRUE;"2";-19.416393431515;418.463667177638;11;10;19.416393431515;10.651802437249;1.9416393431515;10.651802437249
"445";5369;2017;2020;23;2023;2021;51800000;28011770;39886000;23788230;0.5;5957000;TRUE;"1";42.3901452853568;399.332382071512;6;3;-12.5019312354185;18.5288967604439;-14.1300484284523;15.3077413127413
"446";5369;2019;2020;10;2023;2021;60095133.206;49902401;54085619.8854;10192732.206;0.25;1502378.33015;TRUE;"1";8.38280083036487;678.439777880871;4;3;-8.38280083036487;16.9609944470218;-2.79426694345495;16.9609944470218
"447";5369;2019;2020;8;2023;2021;119363627.817;106649250;109814537.59164;12714377.817;0.25;2387272.55634;TRUE;"1";2.96794172639752;532.590121862449;4;3;-2.96794172639752;10.651802437249;-0.989313908799174;10.651802437249
"448";5400;2016;2020;50;2025;2021;13142;2328;6571;10814;0.444444444444444;2920.44444444444;TRUE;"1";182.259450171821;370.286105615584;9;5;-29.6170469660091;35.1245507487737;-36.4518900343643;20.5714503119769
"449";5400;2016;2020;12;2025;2021;133520;171264;117497.6;-37744;0.444444444444444;7121.06666666667;FALSE;"1";-31.3938714499253;-530.03295386459;9;5;8.98966181045843;-6.42163817694741;6.27877428998505;-7.06710605152786
"450";5516;2018;2020;5;2021;2021;324352.171;209968.006;308134.56245;114384.165;0.666666666666667;10811.7390333333;TRUE;"1";46.7531022083431;1057.96268895638;3;1;-21.1416948075035;19.5421992378692;-46.7531022083431;17.6327114826064
"451";5516;2018;2020;15;2025;2021;324352.171;209968.006;275699.34535;114384.165;0.285714285714286;13900.8073285714;TRUE;"1";31.3054072390438;822.859869188297;7;5;-14.5885715239717;19.5421992378692;-6.26108144780876;17.6327114826064
"452";5516;2018;2020;41;2030;2021;324352.171;209968.006;191367.78089;114384.165;0.166666666666667;22164.0650183333;TRUE;"2";-8.85859968113426;516.079360466528;12;10;4.53199472133832;19.5421992378692;0.885859968113426;17.6327114826064
"453";5516;2018;2020;65;2040;2021;324352.171;209968.006;113523.25985;114384.165;0.0909090909090909;19166.26465;TRUE;"3";-45.9330676074525;596.799465565138;22;20;26.4697800951558;19.5421992378692;2.29665338037263;17.6327114826064
"454";5519;2005;2020;55;2025;2021;25017167;15545778;11257725.15;9471389;0.75;10319581.3875;FALSE;"1";-27.5833917736378;91.7807481170951;20;5;2.12858243580178;3.12204658489864;5.51667835472757;2.52397057322011
"455";5519;2005;2020;80;2040;2021;25017167;15545778;5003433.4;9471389;0.428571428571429;8577314.4;TRUE;"3";-67.8148407882835;110.42371257838;35;20;7.27922689357942;3.12204658489864;3.39074203941417;2.52397057322011
"456";5532;2015;2020;13;2023;2021;172970;141805.88;150483.9;31164.12;0.625;14053.8125;TRUE;"1";6.11964750685936;221.748511302538;8;3;-1.19502446852713;3.89528596611091;-2.03988250228646;3.60341330866624
"457";5566;2018;2020;50;2030;2021;17539600;10268219;8769800;7271381;0.166666666666667;1461633.33333333;TRUE;"2";-14.5927838118762;497.483249332938;12;10;7.58397531373481;23.4865616015144;1.45927838118762;20.7284687222058
"458";5566;2018;2020;95;2036;2021;17539600;10268219;876980.000000001;7271381;0.111111111111111;1851402.22222222;TRUE;"3";-91.4592783811876;392.749933683898;18;16;70.7754869693054;23.4865616015144;5.71620489882423;20.7284687222058
"459";5574;2017;2020;100;2050;2021;105961618;45255000;0;60706618;0.0909090909090909;9632874.36363636;TRUE;"3";-100;630.202530504961;33;30;100;24.6923094536033;3.33333333333333;19.0970463789382
"460";5584;2017;2020;100;2050;2021;34801749;10298310;0;24503439;0.0909090909090909;3163795.36363636;TRUE;"3";-100;774.495066325546;33;30;100;33.3620497181645;3.33333333333333;23.4695474644105
"461";5584;2017;2020;16;2030;2021;16578718;12045002.62;13926123.12;4533715.38;0.230769230769231;612137.28;TRUE;"2";15.6174353742067;740.637031614869;13;10;-4.95612236958156;10.1015953370659;-1.56174353742067;9.11553269679839
"462";5634;2014;2020;100;2025;2021;42883588;37762458;0;5121130;0.545454545454545;23391048;FALSE;"1";-100;21.8935466251876;11;5;100;2.09725770798797;20;1.9903224204716
"463";5634;2014;2020;80;2025;2021;42883588;37762458;8576717.6;5121130;0.545454545454545;18712838.4;FALSE;"1";-77.2877136334716;27.3669332814844;11;5;21.8893696510762;2.09725770798797;15.4575427266943;1.9903224204716
"464";5634;2018;2020;21;2030;2021;44018462;38494064;34774584.98;5524398;0.166666666666667;1540646.17;TRUE;"2";-9.66247424537975;358.576687338924;12;10;4.95394497685858;6.48539368465605;0.966247424537975;6.27509202843116
"465";5634;2018;2020;54;2040;2021;44018462;38494064;20248492.52;5524398;0.0909090909090909;2160906.31636364;TRUE;"3";-47.3984027251578;255.651897454603;22;20;27.4730413743674;6.48539368465605;2.36992013625789;6.27509202843116
"466";5653;2000;2020;100;2050;2021;49050228;33064307;0;15985921;0.4;19620091.2;FALSE;"3";-100;81.4773022054046;50;30;100;1.95263655461549;3.33333333333333;1.62954604410809
"467";5811;2016;2020;35;2022;2021;260000;114000;169000;146000;0.666666666666667;60666.6666666667;TRUE;"1";48.2456140350877;240.659340659341;6;2;-10.3431717441638;18.6265225279479;-24.1228070175439;14.0384615384615
"468";5885;2018;2020;50;2030;2021;49586.9;27226.45;24793.45;22360.45;0.166666666666667;4132.24166666667;TRUE;"2";-8.93616317955518;541.121546214827;12;10;4.57262613880396;25.9010541131447;0.893616317955518;22.5467310922845
"469";5921;2017;2020;44.2;2030;2021;134.73;135.62;75.17934;-0.890000000000015;0.230769230769231;13.74246;FALSE;"2";-44.5661849284766;-6.47627862842617;13;10;17.8530223407788;-0.219710393263917;4.45661849284766;-0.22019347336649
"470";5921;2017;2020;59;2030;2021;1102.33;626.48;451.9553;475.85;0.230769230769231;150.086469230769;TRUE;"2";-27.8579842931937;317.050565876358;13;10;10.3130150799209;17.1679274527226;2.78579842931937;14.3892179897732
"471";6193;2018;2021;30;2030;2021;1773569;1384010;1241498.3;389559;0.25;133017.675;TRUE;"2";-10.2970137499007;292.862583863385;12;9;3.55738733826487;7.93447240413798;1.14411263887785;7.32156459658463
"472";6193;2018;2021;15;2030;2021;5483494;5870870;4660969.9;-387376;0.25;205631.025;FALSE;"2";-20.6085316145648;-188.384024249259;12;9;7.40420214097199;-2.30142826006783;2.28983684606276;-2.35480030311574
"473";6211;2016;2020;20.3;2030;2021;304806.55;249598.465;242930.82035;55208.085;0.285714285714286;17678.7799;TRUE;"2";-2.67134841955059;312.284475016288;14;10;0.674633405545877;4.87286792096382;0.267134841955059;4.52812488773617
"474";6263;2019;2020;100;2025;2021;752000;649000;0;103000;0.166666666666667;125333.333333333;FALSE;"1";-100;82.1808510638298;6;5;100;13.6968085106383;20;13.6968085106383
"475";6263;2019;2020;46;2030;2021;22714000;24256000;12265560;-1542000;0.0909090909090909;949858.181818182;FALSE;"2";-49.432882585752;-162.3400239653;11;10;49.432882585752;-6.78876463854892;4.9432882585752;-6.78876463854891
"476";6285;2014;2020;25;2022;2021;152847;85690;114635.25;67157;0.75;28658.8125;TRUE;"1";33.7790290582332;234.332807753287;8;2;-4.96987336371473;9.19448957567031;-16.8895145291166;7.32290024229022
"477";6305;2009;2020;32;2030;2021;1139.094;870136;774.58392;-868996.906;0.523809523809524;190.933851428571;FALSE;"2";-99.9109812810871;-455129.826114199;21;10;47.1943829546226;-82.8493478416521;9.99109812810871;-6935.31163602589
"478";6305;2009;2020;80;2050;2021;165.959;52632;33.1918;-52466.041;0.268292682926829;35.6204682926829;FALSE;"3";-99.9369360845113;-147291.833922289;41;30;48.8234513394371;-68.8053779148867;3.33123120281704;-2873.98700336173
"479";6331;2019;2020;40;2030;2021;403636;422714;242181.6;-19078;0.0909090909090909;14677.6727272727;FALSE;"2";-42.7079301844746;-129.979734215977;11;10;42.7079301844746;-4.72653578967188;4.27079301844746;-4.72653578967188
"480";6331;2019;2020;4;2024;2021;403636;422714;387490.56;-19078;0.2;3229.088;FALSE;"1";-8.33268829515937;-590.816973708985;5;4;8.33268829515937;-4.72653578967188;2.08317207378984;-4.72653578967188
"481";6332;2019;2020;100;2045;2021;3567039;1151517;0;2415522;0.0384615384615385;137193.807692308;TRUE;"3";-100;1760.66401292501;26;25;100;67.7178466509618;4;67.7178466509618
"482";6332;2019;2020;50;2025;2021;3567039;1151517;1783519.5;2415522;0.166666666666667;297253.25;TRUE;"1";54.8843395277708;812.614159811541;6;5;-54.8843395277708;67.7178466509618;-10.9768679055542;67.7178466509618
"483";6332;2019;2020;100;2022;2021;3578242;1160216;0;2418026;0.333333333333333;1192747.33333333;TRUE;"1";-100;202.727428720584;3;2;100;67.575809573528;50;67.575809573528
"484";6338;2019;2020;100;2040;2021;65522;58141;0;7381;0.0476190476190476;3120.09523809524;TRUE;"3";-100;236.563291718812;21;20;100;11.2649186532768;5;11.2649186532768
"485";6383;2019;2020;30;2030;2021;18102068;14704679;12671447.6;3397389;0.0909090909090909;493692.763636364;TRUE;"2";-13.827104964345;688.158557353779;11;10;13.827104964345;18.7679606551031;1.3827104964345;18.7679606551031
"486";6383;2019;2020;100;2050;2021;18102068;14704679;0;3397389;0.032258064516129;583937.677419355;TRUE;"3";-100;581.806780308195;31;30;100;18.7679606551031;3.33333333333333;18.7679606551031
"487";6394;2017;2020;55;2030;2021;132308;80420;59538.6;51888;0.230769230769231;16792.9384615385;TRUE;"2";-25.9654314847053;308.987019269088;13;10;9.53550082826744;15.2916957027711;2.59654314847053;13.0725277383076
"488";6394;2017;2020;20;2030;2021;577016;3287749;461612.8;-2710733;0.230769230769231;26631.5076923077;FALSE;"2";-85.9596094470715;-10178.6689335016;13;10;48.025171757776;-78.609107161685;8.59596094470715;-156.594906669255
"489";6394;2015;2020;75;2050;2021;146010;80420;36502.5;65590;0.142857142857143;15643.9285714286;TRUE;"3";-54.6101715991047;419.268086660731;35;30;14.6130092567881;11.2442918225869;1.82033905330349;8.98431614272995
"490";6419;2020;2020;20;2028;2021;351734;351734;281387.2;0;0;0;TRUE;"2";-20;NA;8;8;100;0;2.5;NA
"491";6419;2020;2020;100;2050;2021;351734;351734;0;0;0;0;TRUE;"3";-100;NA;30;30;100;0;3.33333333333333;NA
"492";6432;2019;2021;67.2;2034;2021;11198;13980.44;3672.944;-2782.44;0.133333333333333;1003.3408;FALSE;"2";-73.7279799491289;-277.317537570485;15;13;48.7437613056995;-11.7352457223393;5.67138307300992;-12.4238256831577
"493";6436;2015;2020;75;2050;2021;281831.35;190772.77;70457.8375;91058.58;0.142857142857143;30196.2160714286;TRUE;"3";-63.0671413430753;301.556260508279;35;30;18.0625234399241;7.50773454689647;2.10223804476918;6.46191986803456
"494";6516;2017;2020;60;2030;2021;86861;48380.21;34744.4;38480.79;0.230769230769231;12026.9076923077;TRUE;"2";-28.1846854323286;319.955810624638;13;10;10.4486049619073;17.72252130582;2.81846854323286;14.7671912595987
"495";6516;2018;2020;30;2030;2021;57000;157435;39900;-100435;0.166666666666667;2850;FALSE;"2";-74.6562073236574;-3524.0350877193;12;10;49.657381200078;-66.1931871004239;7.46562073236574;-88.1008771929825
"496";6546;2018;2020;30;2030;2021;1236022;1146851;865215.4;89171;0.166666666666667;61801.1;TRUE;"2";-24.5572964578659;144.287075796386;12;10;13.1422406792956;3.67469376628967;2.45572964578659;3.60717689490964
"497";6550;2019;2020;50;2030;2021;775817;628261;387908.5;147556;0.0909090909090909;35264.4090909091;TRUE;"2";-38.256791365372;418.427541546525;11;10;38.256791365372;19.0194337066602;3.8256791365372;19.0194337066602
"498";6559;2019;2020;100;2023;2021;59180;46570;0;12610;0.25;14795;FALSE;"1";-100;85.2314971274079;4;3;100;21.307874281852;33.3333333333333;21.307874281852
"499";6564;2020;2020;3;2022;2021;10607;10607;10288.79;0;0;0;TRUE;"1";-3.00000000000001;NA;2;2;100;0;1.5;NA
"500";6582;2019;2020;100;2050;2021;69057900;49855500;0;19202400;0.032258064516129;2227674.19354839;TRUE;"3";-100;861.993197012941;31;30;100;27.8062321617078;3.33333333333333;27.8062321617078
"501";6582;2019;2020;50;2030;2021;69057900;49855500;34528950;19202400;0.0909090909090909;3138995.45454545;TRUE;"2";-30.7419442187923;611.737107557571;11;10;30.7419442187923;27.8062321617078;3.07419442187923;27.8062321617078
"502";6582;2019;2020;100;2035;2021;69057900;49855500;0;19202400;0.0625;4316118.75;TRUE;"3";-100;444.899714587325;16;15;100;27.8062321617078;6.66666666666667;27.8062321617078
"503";6595;2017;2020;76;2035;2021;4653734;3572034;1116896.16;1081700;0.166666666666667;589472.973333333;TRUE;"3";-68.7322080360937;183.502899867188;18;15;32.1266834097348;8.44023359838246;4.58214720240625;7.74790021661459
"504";6595;2017;2020;18;2023;2021;4653734;3572034;3816061.88;1081700;0.5;418836.06;TRUE;"1";6.83162254334646;258.26334055382;6;3;-2.22723354366052;8.44023359838246;-2.27720751444882;7.74790021661459
"505";6595;2017;2020;16.2;2023;2021;4792292;3840126;4015940.696;952166;0.5;388175.652;TRUE;"1";4.57835748097848;245.292561523153;6;3;-1.5034036669054;7.11746339681933;-1.52611916032616;6.62289916112513
"506";6595;2017;2020;75;2035;2021;4792292;3840126;1198073;952166;0.166666666666667;599036.5;TRUE;"3";-68.8012060020947;158.949579867003;18;15;32.1766450415972;7.11746339681933;4.58674706680632;6.62289916112513
"507";6602;2019;2020;30;2035;2021;27393038.168;25540079.33;19175126.7176;1852958.838;0.0625;513619.46565;TRUE;"3";-24.9214285130414;360.764916815415;16;15;24.9214285130414;6.76434219028902;1.66142856753609;6.76434219028902
"508";6602;2018;2020;4.5;2023;2021;26655555.5;55545093.573;25456055.5025;-28889538.073;0.4;479799.999;FALSE;"1";-54.170469676058;-6021.16259550055;5;3;32.3024887282095;-44.3540531883362;18.0568232253527;-54.1904633595049
"509";6612;2005;2020;20;2030;2021;9391076.73;8357526.727;7512861.384;1033550.003;0.6;1126929.2076;FALSE;"2";-10.1066424385004;91.7138357964057;25;10;0.707790839582745;0.77430282497668;1.01066424385004;0.733710686371246
"510";6612;2005;2020;50;2050;2021;9391076.73;8357526.727;4695538.365;1033550.003;0.333333333333333;1565179.455;FALSE;"3";-43.8166515240628;66.0339617734121;45;30;3.77073368139909;0.77430282497668;1.46055505080209;0.733710686371246
"511";6634;2020;2020;100;2030;2021;2071322;2071322;0;0;0;0;TRUE;"2";-100;NA;10;10;100;0;10;NA
"512";6764;2018;2020;30;2025;2021;1186822;1203394;830775.4;-16572;0.285714285714286;101727.6;FALSE;"1";-30.9639735614437;-16.2905642126621;7;5;16.9120788329878;-0.695746720192214;6.19279471228875;-0.698167037685516
"513";6764;2018;2020;14;2025;2021;5920863;5692312;5091942.18;228551;0.285714285714286;236834.52;FALSE;"1";-10.5470293968426;96.5024017613648;7;5;5.42041943254486;1.94904185600969;2.10940587936852;1.9300480352273
"514";6851;2017;2020;12;2025;2021;51721;44825;45514.48;6896;0.375;2327.445;TRUE;"1";1.53815950920246;296.290567553691;8;5;-0.510113256410705;4.65795526785601;-0.307631901840492;4.44435851330536
"515";6851;2017;2020;47.1;2047;2021;51721;44825;27360.409;6896;0.1;2436.0591;TRUE;"3";-38.961720022309;283.080160083144;30;27;15.1730024061107;4.65795526785601;1.44302666749293;4.44435851330536
"516";6853;2019;2020;30;2025;2021;19713;12765;13799.1;6948;0.166666666666667;985.65;TRUE;"1";8.10105757931843;704.915537969868;6;5;-8.10105757931843;35.2457768984934;-1.62021151586369;35.2457768984934
"517";6853;2020;2020;100;2035;2021;212790;212790;0;0;0;0;TRUE;"3";-100;NA;15;15;100;0;6.66666666666667;NA
"518";6855;2016;2021;30;2030;2021;657886;591478.1;460520.2;66407.9;0.357142857142857;70487.7857142857;FALSE;"2";-22.1407859394963;94.2119252677009;14;9;4.88215482586434;2.10565500194543;2.4600873266107;2.01882697002216
"519";6855;2019;2021;100;2050;2021;659703.6;591478.1;0;68225.5;0.0645161290322581;42561.5225806452;TRUE;"3";-100;160.298541648098;31;29;100;5.31200783449438;3.44827586206897;5.17092069832573
"520";6863;2016;2021;40;2030;2021;510951;418926;306570.6;92025;0.357142857142857;72993;TRUE;"2";-26.8198679480386;126.073733097694;14;9;6.05392554872485;3.89375429244673;2.97998532755984;3.60210665993412
"521";6863;2016;2021;18;2030;2021;1050712;2767179;861583.84;-1716467;0.357142857142857;67545.7714285714;FALSE;"2";-68.8641811751246;-2541.19090462256;14;9;20.8133339872537;-21.3698212089597;7.65157568612495;-32.6724544880043
"522";6874;2013;2021;30;2030;2021;7295565;4585940;5106895.5;2709625;0.470588235294118;1029962.11764706;TRUE;"2";11.3598411666965;263.080064166837;17;9;-1.35404253955163;5.63820804697733;-1.26220457407739;4.64258936765007
"523";6874;2013;2021;80;2050;2021;1015000;658200;203000;356800;0.216216216216216;175567.567567568;TRUE;"3";-69.1583105439076;203.226600985222;37;29;13.6738703843525;5.2702307402284;2.38476932910026;4.39408866995074
"524";6907;2018;2021;26;2031;2021;901360;647608;667006.4;253752;0.230769230769231;54081.6;TRUE;"2";2.9953922743388;469.202094612585;13;10;-0.988657444133412;10.4350733495595;-0.29953922743388;9.38404189225171
"525";6907;2018;2021;20;2031;2021;1696764;3411184;1357411.2;-1714420;0.230769230769231;78312.1846153846;FALSE;"2";-60.2070366183706;-2189.21232809434;13;10;26.446711554119;-26.2102329259681;6.02070366183706;-33.6801896629899
"526";7042;2017;2020;40;2030;2021;3852741;3138427;2311644.6;714314;0.230769230769231;355637.630769231;TRUE;"2";-26.3438467741961;200.8544479545;13;10;9.6898955576002;6.60705460265584;2.63438467741961;6.18013686013845
"527";7043;2019;2020;20;2030;2021;28799915;26117102;23039932;2682813;0.0909090909090909;523634.818181818;TRUE;"2";-11.7822030943556;512.34427254386;11;10;11.7822030943556;9.31535040988837;1.17822030943556;9.31535040988836
"528";7084;2012;2020;25.8;2025;2021;26123101;15455482;19383340.942;10667619;0.615384615384615;4147544.65107692;TRUE;"1";25.4140177705231;257.203234622926;13;5;-2.87107071740331;6.35011939721263;-5.08280355410462;5.10449496405499
"529";7084;2012;2020;31.8;2030;2021;26123101;15455482;17815954.882;10667619;0.444444444444444;3692064.94133333;TRUE;"2";15.2727225330145;288.93367721066;18;10;-1.79250894173064;6.35011939721263;-1.52727225330145;5.10449496405499
"530";7084;2017;2020;21;2022;2021;21848306;15455482;17260161.74;6392824;0.6;2752886.556;TRUE;"1";11.6766318902251;232.222573286453;5;2;-3.74984003930632;10.8978340412457;-5.83831594511256;9.75334807803101
"531";7110;2015;2020;52.43;2050;2021;40318;58882;19179.2726;-18564;0.142857142857143;3019.8182;FALSE;"3";-67.427613532149;-614.738993228135;35;30;20.0957433154519;-7.8690153645576;2.2475871177383;-9.20879011855747
"532";7110;2015;2020;52.43;2050;2021;62606.33;3602;29781.831181;59004.33;0.142857142857143;4689.214117;TRUE;"3";726.813747390339;1258.29890740304;35;30;-52.5743532876628;43.5082416784131;-24.2271249130113;18.8493176328975
"533";7110;2015;2020;19.13;2025;2021;40318;58882;32605.1666;-18564;0.5;3856.4167;FALSE;"1";-44.6262582792704;-481.379514822659;10;5;11.149316275651;-7.8690153645576;8.92525165585408;-9.20879011855747
"534";7110;2019;2020;60;2030;2021;69152;58882;27660.8;10270;0.0909090909090909;3771.92727272727;TRUE;"2";-53.0233348052036;272.274602807342;11;10;53.0233348052036;14.8513419713096;5.30233348052036;14.8513419713096
"535";7110;2019;2020;18;2030;2021;18412;23105825;15097.84;-23087413;0.0909090909090909;301.287272727273;FALSE;"2";-99.934657862249;-7662923.42554373;11;10;99.934657862249;-125393.292417988;9.9934657862249;-125393.292417988
"536";7119;2015;2020;6;2021;2021;257909;206576;242434.46;51333;0.833333333333333;12895.45;TRUE;"1";17.3584830764464;398.070637317814;6;1;-3.25305197282104;4.3416967525438;-17.3584830764464;3.98070637317814
"537";7121;2017;2020;99;2045;2021;84100000;40919641;841000.000000001;43180359;0.107142857142857;8920607.14285714;TRUE;"3";-97.9447522523475;484.051795001141;28;25;72.6081481789225;21.3476071605321;3.9177900900939;17.1146884661118
"538";7121;2017;2020;34;2030;2021;135847355;61496829;89659254.3;74350526;0.230769230769231;10658792.4692308;TRUE;"2";45.7949226943067;697.551117677083;13;10;-13.3915782192264;23.2166283607001;-4.57949226943067;18.2436446161699
"539";7147;2019;2019;40;2034;2021;762200;762200;457320;0;0;0;TRUE;"2";-40;NA;15;15;100;0;2.66666666666667;NA
"540";7156;2020;2020;42;2030;2021;746451;746451;432941.58;0;0;0;TRUE;"2";-42;NA;10;10;100;0;4.2;NA
"541";7156;2020;2020;30;2030;2021;16696000;16696000;11687200;0;0;0;TRUE;"2";-30;NA;10;10;100;0;3;NA
"542";7164;2018;2020;71.4;2035;2021;5687893;3813946;1626737.398;1873947;0.117647058823529;477783.012;TRUE;"3";-57.3476552106401;392.217168240381;17;15;34.6912373495257;18.1136410213472;3.82317701404268;16.473121066096
"543";7166;2019;2020;50;2030;2021;2302704.53;2074688.379;1151352.265;228016.151;0.0909090909090909;104668.387727273;TRUE;"2";-44.5048096545973;217.846243695017;11;10;44.5048096545973;9.90210198613716;4.45048096545973;9.90210198613716
"544";7267;2019;2020;100;2050;2021;100335;105552;0;-5217;0.032258064516129;3236.61290322581;FALSE;"3";-100;-161.187023471371;31;30;100;-5.19958140230228;3.33333333333333;-5.19958140230229
"545";7292;2015;2020;20;2025;2021;180037.93;147341;144030.344;32696.93;0.5;18003.793;TRUE;"1";-2.24693466177098;181.611341565636;10;5;0.453481227836061;3.92908646269401;0.449386932354197;3.63222683131271
"546";7310;2015;2020;70;2030;2021;189810;132672;56943;57138;0.333333333333333;44289;TRUE;"2";-57.0798661360347;129.011718485403;15;10;15.5631129798106;6.91235627757284;5.70798661360347;6.02054686265213
"547";7310;2015;2020;20;2030;2021;1362362;1877341;1089889.6;-514979;0.333333333333333;90824.1333333333;FALSE;"2";-41.9450382216124;-567.006786742437;15;10;10.3050754889513;-6.62281115719459;4.19450382216124;-7.56009048989916
"548";7319;2019;2020;50;2030;2021;570229;550791;285114.5;19438;0.0909090909090909;25919.5;FALSE;"2";-48.2354468391822;74.9937305889388;11;10;48.2354468391822;3.40880593586086;4.82354468391822;3.40880593586086
"549";7331;2009;2020;50;2025;2021;48957.14;28771.93;24478.57;20185.21;0.6875;16829.016875;TRUE;"1";-14.9220438114509;119.942894762829;16;5;1.45837229012515;4.71733291984011;2.98440876229019;3.74821546133841
"550";7331;2016;2020;34.72;2030;2021;29287.84;28771.93;19119.101952;515.91;0.285714285714286;2905.353728;FALSE;"2";-33.5494631329911;17.7572181668614;14;10;9.71312458767404;0.443318273992666;3.35494631329911;0.440379010538162
"551";7345;2019;2020;46;2030;2021;87293;84450;47138.22;2843;0.0909090909090909;3650.43454545455;FALSE;"2";-44.1820959147424;77.8811389328991;11;10;44.1820959147424;3.25684762810305;4.41820959147425;3.25684762810306
"552";7345;2019;2020;15;2030;2021;1436297;1474599.6;1220852.45;-38302.6000000001;0.0909090909090909;19585.8681818182;FALSE;"2";-17.2078678171349;-195.562431261316;11;10;17.2078678171349;-2.66676042629066;1.72078678171349;-2.66676042629067
"553";7351;2019;2020;46.2;2030;2021;48505;28089;26095.69;20416;0.0909090909090909;2037.21;TRUE;"2";-7.09640784648794;1002.15490793782;11;10;7.09640784648794;42.0905061333883;0.709640784648794;42.0905061333883
"554";7370;2018;2020;31;2030;2021;433741;419021.86;299281.29;14719.14;0.166666666666667;22409.9516666667;FALSE;"2";-28.5762107972124;65.6812661577212;12;10;15.4874037774323;1.71141067489858;2.85762107972123;1.6967660424078
"555";7374;2016;2020;20;2030;2021;1506164;989154;1204931.2;517010;0.285714285714286;86066.5142857143;TRUE;"2";21.814318094048;600.70981646089;14;10;-5.05690073280298;9.97815446616566;-2.1814318094048;8.58156880658414
"556";7374;2017;2020;34;2025;2021;1411703;989154;931723.98;422549;0.375;179992.1325;TRUE;"1";-5.80597358955229;234.759705399901;8;5;1.97403630786958;11.1807998285195;1.16119471791046;9.97728747949581
"557";7374;2017;2020;16;2030;2021;17896835;14620394;15033341.4;3276441;0.230769230769231;660806.215384615;TRUE;"2";2.82446150220028;495.824785499782;13;10;-0.932759709349984;6.51808205974366;-0.282446150220029;6.10245889845886
"558";7374;2020;2020;100;2030;2021;989154;989154;0;0;0;0;TRUE;"2";-100;NA;10;10;100;0;10;NA
"559";7575;2016;2021;37.5;2031;2021;78656;63950;49160;14706;0.333333333333333;9832;TRUE;"2";-23.1274433150899;149.572823433686;15;10;5.12445905850383;4.05513449727213;2.31274433150899;3.73932058584215
"560";7576;2010;2021;100;2025;2021;122663;73262;0;49401;0.733333333333333;89952.8666666667;FALSE;"1";-100;54.9187611586216;15;4;100;4.57737032599559;25;3.66125074390811
"561";7599;2013;2020;50;2036;2021;251687;13701;125843.5;237986;0.304347826086957;38300.1956521739;TRUE;"3";818.498649733596;621.370193931351;23;16;-37.2722164510852;34.0198848915179;-51.1561656083498;13.5080476941598
"562";7599;2020;2020;100;2030;2021;13701;13701;0;0;0;0;TRUE;"2";-100;NA;10;10;100;0;10;NA
"563";7608;2020;2021;19.4;2025;2021;769.3;472.96;620.0558;296.34;0.2;29.84884;TRUE;"1";31.1011079161028;992.802400361287;5;4;-31.1011079161028;38.5207331340179;-7.77527697902571;38.5207331340179
"564";7608;2020;2021;20;2025;2021;596.25;270.44;477;325.81;0.2;23.85;TRUE;"1";76.3792338411478;1366.07966457023;5;4;-76.3792338411478;54.6431865828092;-19.0948084602869;54.6431865828092
"565";7608;2020;2021;10;2025;2021;173.05;202.52;155.745;-29.47;0.2;3.461;FALSE;"1";-23.0964842978471;-851.488009245882;5;4;23.0964842978471;-17.0297601849176;5.77412107446178;-17.0297601849177
"566";7608;2020;2021;36;2025;2021;596.25;270.44;381.6;325.81;0.2;42.93;TRUE;"1";41.1033870729182;758.933146983461;5;4;-41.1033870729182;54.6431865828092;-10.2758467682296;54.6431865828092
"567";7616;2015;2020;100;2025;2021;1762152;950109;0;812043;0.5;881076;FALSE;"1";-100;92.164921073778;10;5;100;11.6216248001096;20;9.2164921073778
"568";7616;2015;2020;100;2040;2021;1762152;950109;0;812043;0.2;352430.4;TRUE;"3";-100;230.412302684445;25;20;100;11.6216248001096;5;9.2164921073778
"569";7631;2016;2020;10;2025;2021;2050506.532;2121942.791;1845455.8788;-71436.2590000001;0.444444444444444;91133.6236444445;FALSE;"1";-13.0298947442264;-78.3862817511864;9;5;3.4299405151862;-0.859805991779927;2.60597894884528;-0.870958686124294
"570";7661;2020;2020;0;2030;2021;408816.8;408816.8;408816.8;0;0;0;TRUE;"2";0;NA;10;10;0;0;0;NA
"571";7690;2013;2020;27.3;2025;2021;61856.65;43716.05;44969.78455;18140.6;0.583333333333333;9850.6715125;TRUE;"1";2.86790446529364;184.155973295633;12;5;-0.404752608915238;4.83769976216293;-0.573580893058725;4.18954839247564
